1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,LA Clippers,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Indiana
12:00.0,Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession),Jump ball: B. Lopez vs. J. Huff (D. Jones gains possession)
6:21.0,Defensive rebound by K. Dunn,,67-72,,
6:14.0,B. Lopez makes 3-pt jump shot from 27 ft (assist by K. Dunn),+3,70-72,,
5:58.0,,,70-74,+2,A. Nesmith makes 2-pt jump shot from 18 ft (assist by Q. Jackson)
5:37.0,Personal foul by Q. Jackson (drawn by B. Lopez),,70-74,,
5:37.0,,,70-74,,O. Toppin enters the game for J. Huff
5:29.0,K. Dunn misses 3-pt jump shot from 23 ft,,70-74,,
5:27.0,,,70-74,,Defensive rebound by Q. Jackson
5:23.0,,,70-74,,Turnover by Q. Jackson (out of bounds lost ball)
5:14.0,J. Collins misses 2-pt hook shot from 7 ft,,70-74,,
5:10.0,Offensive rebound by K. Leonard,,70-74,,
5:10.0,K. Leonard makes 2-pt layup at rim,+2,72-74,,
4:48.0,,,72-76,+2,Q. Jackson makes 2-pt layup from 1 ft (assist by P. Siakam)
4:25.0,D. Garland misses 2-pt jump shot from 7 ft,,72-76,,
4:22.0,Offensive rebound by J. Collins,,72-76,,
4:22.0,J. Collins misses 2-pt layup at rim,,72-76,,
4:22.0,,,72-76,,Defensive rebound by K. Brown
4:20.0,,,72-78,+2,O. Toppin makes 2-pt dunk at rim (assist by K. Brown)
4:20.0,LA Clippers full timeout,,72-78,,
4:20.0,N. Batum enters the game for J. Collins,,72-78,,
4:20.0,B. Mathurin enters the game for K. Leonard,,72-78,,
4:20.0,,,72-78,,T. McConnell enters the game for K. Brown
4:20.0,,,72-78,,B. Sheppard enters the game for Q. Jackson
4:20.0,,,72-78,,J. Slawson enters the game for P. Siakam
4:02.0,Turnover by B. Lopez (bad pass; steal by J. Slawson),,72-78,,
3:53.0,,,72-81,+3,O. Toppin makes 3-pt jump shot from 29 ft (assist by A. Nesmith)
3:34.0,D. Garland makes 2-pt jump shot from 9 ft,+2,74-81,,
3:10.0,,,74-83,+2,B. Sheppard makes 2-pt layup from 1 ft (assist by J. Slawson)
2:49.0,B. Mathurin makes 3-pt jump shot from 29 ft (assist by D. Garland),+3,77-83,,
2:40.0,,,77-83,,Personal foul by B. Lopez (drawn by O. Toppin)
2:40.0,I. Jackson enters the game for D. Garland,,77-83,,
2:40.0,J. Miller enters the game for B. Lopez,,77-83,,
2:31.0,,,77-83,,B. Sheppard misses 3-pt jump shot from 24 ft
2:29.0,Defensive rebound by N. Batum,,77-83,,
2:11.0,Shooting foul by O. Toppin (drawn by B. Mathurin),,77-83,,
2:11.0,B. Mathurin makes free throw 1 of 2,+1,78-83,,
2:11.0,B. Mathurin makes free throw 2 of 2,+1,79-83,,
2:01.0,,,79-85,+2,T. McConnell makes 2-pt jump shot from 7 ft
