style,tip
top:30px;left:240px;,"4th quarter, 6:53.0 remaining<br>Obi Toppin made 2-pointer from 0 ft<br>Indiana now leads 101-97"
top:248px;left:37px;,"4th quarter, 6:22.0 remaining<br>Andrew Nembhard missed 3-pointer from 30 ft<br>Indiana leads 101-99"
top:124px;left:343px;,"4th quarter, 5:55.0 remaining<br>Andrew Nembhard missed 2-pointer from 14 ft<br>Indiana tied 101-101"
top:43px;left:238px;,"4th quarter, 5:24.0 remaining<br>Pascal Siakam missed 2-pointer from 1 ft<br>Indiana tied 101-101"
top:172px;left:460px;,"4th quarter, 5:15.0 remaining<br>Ben Sheppard missed 3-pointer from 26 ft<br>Indiana tied 101-101"
top:44px;left:258px;,"4th quarter, 4:00.0 remaining<br>Obi Toppin made 2-pointer from 2 ft<br>Indiana now leads 103-101"
top:28px;left:236px;,"4th quarter, 3:30.0 remaining<br>Pascal Siakam made 2-pointer from 0 ft<br>Indiana now leads 105-101"
top:59px;left:2px;,"4th quarter, 2:37.0 remaining<br>Obi Toppin made 3-pointer from 24 ft<br>Indiana now leads 108-104"
top:113px;left:383px;,"4th quarter, 2:00.0 remaining<br>Pascal Siakam missed 2-pointer from 16 ft<br>Indiana leads 108-104"
top:54px;left:-3px;,"4th quarter, 1:28.0 remaining<br>Aaron Nesmith made 3-pointer from 24 ft<br>Indiana now leads 111-105"
top:154px;left:172px;,"4th quarter, 1:02.0 remaining<br>Andrew Nembhard missed 2-pointer from 14 ft<br>Indiana leads 111-108"
top:30px;left:240px;,"4th quarter, 1:00.0 remaining<br>Obi Toppin made 2-pointer from 0 ft<br>Indiana now leads 113-108"
top:234px;left:17px;,"4th quarter, 0:33.0 remaining<br>Aaron Nesmith missed 3-pointer from 30 ft<br>Indiana leads 113-110"
top:143px;left:273px;,"4th quarter, 0:09.0 remaining<br>Pascal Siakam missed 2-pointer from 12 ft<br>Indiana leads 113-112"
