style,tip
top:127px;left:228px;,"3rd quarter, 11:36.0 remaining<br>Dejounte Murray made 2-pointer from 10 ft<br>New Orleans now trails 49-68"
top:277px;left:304px;,"3rd quarter, 10:53.0 remaining<br>Dejounte Murray missed 3-pointer from 25 ft<br>New Orleans trails 49-68"
top:28px;left:471px;,"3rd quarter, 10:09.0 remaining<br>Herbert Jones made 3-pointer from 23 ft<br>New Orleans now trails 52-73"
top:39px;left:257px;,"3rd quarter, 9:31.0 remaining<br>Dejounte Murray made 2-pointer from 2 ft<br>New Orleans now trails 56-73"
top:62px;left:468px;,"3rd quarter, 8:58.0 remaining<br>Saddiq Bey made 3-pointer from 23 ft<br>New Orleans now trails 59-76"
top:49px;left:238px;,"3rd quarter, 8:33.0 remaining<br>Zion Williamson made 2-pointer from 2 ft<br>New Orleans now trails 61-76"
top:52px;left:240px;,"3rd quarter, 8:01.0 remaining<br>Dejounte Murray made 2-pointer from 2 ft<br>New Orleans now trails 63-76"
top:70px;left:232px;,"3rd quarter, 7:29.0 remaining<br>Herbert Jones missed 2-pointer from 4 ft<br>New Orleans trails 63-79"
top:41px;left:259px;,"3rd quarter, 6:34.0 remaining<br>Saddiq Bey made 2-pointer from 2 ft<br>New Orleans now trails 66-81"
top:68px;left:199px;,"3rd quarter, 6:13.0 remaining<br>Herbert Jones missed 2-pointer from 6 ft<br>New Orleans trails 66-83"
top:30px;left:240px;,"3rd quarter, 6:10.0 remaining<br>Zion Williamson made 2-pointer from 0 ft<br>New Orleans now trails 68-83"
top:39px;left:239px;,"3rd quarter, 5:10.0 remaining<br>Yves Missi made 2-pointer from 1 ft<br>New Orleans now trails 71-87"
top:39px;left:261px;,"3rd quarter, 4:29.0 remaining<br>Herbert Jones made 2-pointer from 2 ft<br>New Orleans now trails 73-87"
top:90px;left:231px;,"3rd quarter, 3:49.0 remaining<br>Zion Williamson missed 2-pointer from 6 ft<br>New Orleans trails 75-92"
top:48px;left:265px;,"3rd quarter, 3:25.0 remaining<br>Dejounte Murray missed 2-pointer from 3 ft<br>New Orleans trails 75-94"
top:32px;left:242px;,"3rd quarter, 3:05.0 remaining<br>Derik Queen made 2-pointer from 0 ft<br>New Orleans now trails 77-94"
top:153px;left:23px;,"3rd quarter, 2:39.0 remaining<br>Herbert Jones missed 3-pointer from 25 ft<br>New Orleans trails 77-94"
top:46px;left:140px;,"3rd quarter, 2:03.0 remaining<br>Herbert Jones missed 2-pointer from 10 ft<br>New Orleans trails 78-96"
top:95px;left:224px;,"3rd quarter, 1:41.0 remaining<br>Derik Queen missed 2-pointer from 7 ft<br>New Orleans trails 78-96"
top:58px;left:206px;,"3rd quarter, 0:54.0 remaining<br>Derik Queen missed 2-pointer from 4 ft<br>New Orleans trails 78-98"
top:30px;left:240px;,"3rd quarter, 0:53.0 remaining<br>Derik Queen made 2-pointer from 0 ft<br>New Orleans now trails 80-98"
top:69px;left:201px;,"3rd quarter, 0:11.0 remaining<br>Derik Queen missed 2-pointer from 6 ft<br>New Orleans trails 80-99"
top:58px;left:303px;,"3rd quarter, 0:00.0 remaining<br>Saddiq Bey missed 2-pointer from 7 ft<br>New Orleans trails 80-101"
top:183px;left:439px;,"4th quarter, 11:45.0 remaining<br>Jeremiah Fears made 3-pointer from 25 ft<br>New Orleans now trails 83-101"
top:180px;left:158px;,"4th quarter, 11:15.0 remaining<br>Jeremiah Fears made 2-pointer from 17 ft<br>New Orleans now trails 85-104"
top:110px;left:226px;,"4th quarter, 10:30.0 remaining<br>Saddiq Bey missed 2-pointer from 8 ft<br>New Orleans trails 85-104"
top:60px;left:224px;,"4th quarter, 10:29.0 remaining<br>Kevon Looney missed 2-pointer from 3 ft<br>New Orleans trails 85-104"
top:30px;left:240px;,"4th quarter, 10:28.0 remaining<br>Kevon Looney missed 2-pointer from 0 ft<br>New Orleans trails 85-104"
top:282px;left:273px;,"4th quarter, 9:54.0 remaining<br>Derik Queen missed 3-pointer from 25 ft<br>New Orleans trails 85-107"
top:36px;left:224px;,"4th quarter, 9:19.0 remaining<br>Jeremiah Fears missed 2-pointer from 2 ft<br>New Orleans trails 85-109"
top:124px;left:252px;,"4th quarter, 8:48.0 remaining<br>Jeremiah Fears missed 2-pointer from 9 ft<br>New Orleans trails 85-109"
top:46px;left:232px;,"4th quarter, 8:42.0 remaining<br>Saddiq Bey made 2-pointer from 2 ft<br>New Orleans now trails 87-109"
top:39px;left:257px;,"4th quarter, 7:31.0 remaining<br>Derik Queen missed 2-pointer from 2 ft<br>New Orleans trails 88-112"
top:69px;left:213px;,"4th quarter, 7:08.0 remaining<br>Saddiq Bey missed 2-pointer from 5 ft<br>New Orleans trails 88-114"
top:229px;left:67px;,"4th quarter, 6:33.0 remaining<br>Saddiq Bey made 3-pointer from 26 ft<br>New Orleans now trails 91-116"
top:36px;left:211px;,"4th quarter, 5:50.0 remaining<br>Jeremiah Fears made 2-pointer from 3 ft<br>New Orleans now trails 93-119"
top:303px;left:238px;,"4th quarter, 5:21.0 remaining<br>Jeremiah Fears missed 3-pointer from 27 ft<br>New Orleans trails 93-121"
top:30px;left:240px;,"4th quarter, 5:13.0 remaining<br>Yves Missi missed 2-pointer from 0 ft<br>New Orleans trails 93-121"
top:269px;left:140px;,"4th quarter, 4:21.0 remaining<br>Jordan Hawkins missed 3-pointer from 26 ft<br>New Orleans trails 95-126"
top:283px;left:252px;,"4th quarter, 3:49.0 remaining<br>Jeremiah Fears missed 3-pointer from 25 ft<br>New Orleans trails 95-126"
top:36px;left:217px;,"4th quarter, 3:15.0 remaining<br>Derik Queen made 2-pointer from 2 ft<br>New Orleans now trails 97-128"
top:88px;left:271px;,"4th quarter, 2:43.0 remaining<br>Jeremiah Fears missed 2-pointer from 7 ft<br>New Orleans trails 97-128"
top:120px;left:167px;,"4th quarter, 2:23.0 remaining<br>Jordan Hawkins made 2-pointer from 12 ft<br>New Orleans now trails 99-128"
top:36px;left:222px;,"4th quarter, 1:45.0 remaining<br>Derik Queen made 2-pointer from 2 ft<br>New Orleans now trails 101-130"
top:253px;left:113px;,"4th quarter, 0:31.0 remaining<br>Micah Peavy missed 3-pointer from 26 ft<br>New Orleans trails 102-132"
top:32px;left:229px;,"4th quarter, 0:13.0 remaining<br>Jeremiah Fears missed 2-pointer from 1 ft<br>New Orleans trails 102-134"
