1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,Boston,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Charlotte
12:00.0,Jump ball: N. Queta vs. M. DiabatÃ© (J. Walsh gains possession),Jump ball: N. Queta vs. M. DiabatÃ© (J. Walsh gains possession),Jump ball: N. Queta vs. M. DiabatÃ© (J. Walsh gains possession),Jump ball: N. Queta vs. M. DiabatÃ© (J. Walsh gains possession),Jump ball: N. Queta vs. M. DiabatÃ© (J. Walsh gains possession)
7:05.0,P. Pritchard makes free throw 1 of 2,+1,100-88,,
7:05.0,P. Pritchard makes free throw 2 of 2,+1,101-88,,
6:47.0,,,101-90,+2,S. James makes 2-pt jump shot from 5 ft
6:26.0,J. Tatum makes 2-pt hook shot from 7 ft,+2,103-90,,
6:17.0,,,103-90,,S. James misses 3-pt jump shot from 26 ft
6:12.0,Defensive rebound by S. Hauser,,103-90,,
5:57.0,J. Tatum makes 3-pt jump shot from 26 ft,+3,106-90,,
5:57.0,,,106-90,,Charlotte full timeout
5:57.0,B. Scheierman enters the game for J. Tatum,,106-90,,
5:57.0,,,106-90,,M. DiabatÃ© enters the game for M. Bridges
5:57.0,,,106-90,,C. White enters the game for S. James
5:36.0,,,106-92,+2,L. Ball makes 2-pt jump shot from 6 ft
5:14.0,Shooting foul by C. White (drawn by B. Scheierman),,106-92,,
5:14.0,B. Scheierman misses free throw 1 of 2,,106-92,,
5:14.0,Offensive rebound by Team,,106-92,,
5:14.0,B. Scheierman makes free throw 2 of 2,+1,107-92,,
4:58.0,,,107-92,,Turnover by K. Knueppel (bad pass; steal by J. Walsh)
4:36.0,P. Pritchard misses 2-pt jump shot from 10 ft,,107-92,,
4:33.0,,,107-92,,Defensive rebound by C. White
4:21.0,,,107-92,,C. White misses 3-pt jump shot from 26 ft
4:17.0,,,107-92,,Offensive rebound by B. Miller
4:17.0,,,107-92,,J. Green enters the game for K. Knueppel
4:17.0,,,107-92,,L. McNeeley enters the game for B. Miller
4:09.0,,,107-92,,L. Ball misses 3-pt jump shot from 26 ft
4:06.0,Defensive rebound by B. Scheierman,,107-92,,
3:52.0,P. Pritchard makes 2-pt layup from 5 ft,+2,109-92,,
3:52.0,,,109-92,,Charlotte full timeout
3:52.0,H. GonzÃ¡lez PeÃ±a enters the game for S. Hauser,,109-92,,
3:52.0,,,109-92,,P. Connaughton enters the game for L. Ball
3:52.0,,,109-92,,T. Mann enters the game for M. DiabatÃ©
3:52.0,,,109-92,,X. Tillman enters the game for C. White
3:38.0,,,109-92,,Shooting foul by N. Queta (drawn by L. McNeeley)
3:38.0,,,109-92,,L. McNeeley misses free throw 1 of 2
3:38.0,,,109-92,,Offensive rebound by Team
3:38.0,,,109-93,+1,L. McNeeley makes free throw 2 of 2
3:21.0,P. Pritchard makes 2-pt layup from 5 ft,+2,111-93,,
3:09.0,,,111-93,,Personal foul by P. Pritchard (drawn by T. Mann)
2:59.0,,,111-95,+2,T. Mann makes 2-pt jump shot from 16 ft
2:39.0,N. Queta makes 2-pt layup from 6 ft (assist by P. Pritchard),+2,113-95,,
2:26.0,,,113-95,,Shooting foul by N. Queta (drawn by L. McNeeley)
2:26.0,,,113-96,+1,L. McNeeley makes free throw 1 of 2
2:26.0,R. Harper enters the game for P. Pritchard,,113-96,,
2:26.0,M. Shulga enters the game for N. Queta,,113-96,,
2:26.0,A. Williams enters the game for J. Walsh,,113-96,,
2:26.0,,,113-97,+1,L. McNeeley makes free throw 2 of 2
2:15.0,Turnover by B. Scheierman (traveling),,113-97,,
1:58.0,,,113-97,,X. Tillman misses 3-pt jump shot from 25 ft
1:55.0,Defensive rebound by H. GonzÃ¡lez PeÃ±a,,113-97,,
1:42.0,M. Shulga misses 2-pt jump shot from 10 ft,,113-97,,
1:40.0,,,113-97,,Defensive rebound by P. Connaughton
1:32.0,,,113-97,,T. Mann misses 3-pt jump shot from 27 ft
1:29.0,Defensive rebound by A. Williams,,113-97,,
1:11.0,B. Scheierman misses 2-pt layup from 5 ft,,113-97,,
1:09.0,,,113-97,,Defensive rebound by L. McNeeley
1:06.0,,,113-97,,J. Green misses 3-pt jump shot from 26 ft
1:03.0,,,113-97,,Offensive rebound by Team
1:03.0,C. Bassey enters the game for R. Harper,,113-97,,
1:03.0,J. Tonje enters the game for B. Scheierman,,113-97,,
0:56.0,,,113-97,,Turnover by X. Tillman (lost ball; steal by H. GonzÃ¡lez PeÃ±a)
0:50.0,H. GonzÃ¡lez PeÃ±a misses 2-pt layup from 6 ft,,113-97,,
0:50.0,Offensive rebound by C. Bassey,,113-97,,
0:50.0,Shooting foul by J. Green (drawn by C. Bassey),,113-97,,
0:50.0,C. Bassey makes free throw 1 of 2,+1,114-97,,
0:50.0,C. Bassey misses free throw 2 of 2,,114-97,,
0:49.0,,,114-97,,Defensive rebound by L. McNeeley
0:49.0,,,114-97,,Personal foul by M. Shulga (drawn by L. McNeeley)
0:49.0,,,114-98,+1,L. McNeeley makes free throw 1 of 2
0:49.0,,,114-99,+1,L. McNeeley makes free throw 2 of 2
0:37.0,Turnover by A. Williams (bad pass; steal by J. Green),,114-99,,
0:33.0,,,114-99,,Turnover by J. Green (bad pass; steal by J. Tonje)
0:13.0,Turnover by Team (shot clock),,114-99,,
0:00.0,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter
