date,home_team,away_team,winning_team,home_pts,home_fg,home_fga,home_fg_pct,home_fg3,home_fg3a,home_fg3_pct,home_fg2,home_fg2a,home_fg2_pct,home_ft,home_fta,home_ft_pct,home_orb,home_drb,home_trb,home_ast,home_stl,home_blk,home_tov,home_pf,home_ortg,home_drtg,home_pace,home_ftr,home_3ptar,home_ts,home_trb_pct,home_ast_pct,home_stl_pct,home_blk_pct,home_efg_pct,home_tov_pct,home_orb_pct,home_ft_rate,home_ast_tov,home_ast_ratio,home_elo,away_pts,away_fg,away_fga,away_fg_pct,away_fg3,away_fg3a,away_fg3_pct,away_fg2,away_fg2a,away_fg2_pct,away_ft,away_fta,away_ft_pct,away_orb,away_drb,away_trb,away_ast,away_stl,away_blk,away_tov,away_pf,away_ortg,away_drtg,away_pace,away_ftr,away_3ptar,away_ts,away_trb_pct,away_ast_pct,away_stl_pct,away_blk_pct,away_efg_pct,away_tov_pct,away_orb_pct,away_ft_rate,away_ast_tov,away_ast_ratio,away_elo
2004-01-24,San Antonio Spurs,New Orleans Hornets,1,90.57,34.93,77.99,0.45,5.06,14.19,0.36,29.87,63.8,0.47,15.64,24.61,0.63,12.52,33.61,46.13,22.03,7.46,6.71,15.32,19.99,100.84,92.39,89.37,0.32,0.18,0.51,47.31,62.75,8.27,10.05,0.48,14.67,28.83,0.2,1.55,0.3,1684.27,90.19,33.88,82.04,0.41,5.81,20.82,0.28,28.06,61.22,0.46,16.62,23.48,0.71,13.36,28.58,41.94,21.71,9.5,4.04,14.44,21.27,99.92,101.11,89.8,0.29,0.25,0.49,50.43,63.93,10.45,6.43,0.45,13.58,29.42,0.21,1.59,0.31,1450.94
2004-01-24,Utah Jazz,Los Angeles Lakers,1,90.4,32.85,73.25,0.45,3.39,9.69,0.34,29.46,63.56,0.46,21.32,29.29,0.73,11.95,27.9,39.85,20.79,7.28,6.55,17.77,25.05,102.15,103.69,87.59,0.41,0.13,0.53,48.81,63.41,8.21,10.95,0.47,17.11,31.63,0.3,1.21,0.29,1445.96,96.47,36.35,82.97,0.44,4.72,13.61,0.34,31.63,69.36,0.46,19.05,26.9,0.72,12.37,30.54,42.91,23.65,8.41,4.26,13.5,20.91,103.64,100.22,93.14,0.33,0.16,0.51,50.45,64.98,9.01,6.47,0.47,12.45,27.56,0.23,1.86,0.32,1568.32
2004-01-24,Seattle SuperSonics,Los Angeles Clippers,0,98.32,36.29,83.56,0.43,9.51,26.33,0.37,26.78,57.24,0.47,16.23,21.22,0.77,11.17,28.05,39.22,21.97,9.17,5.55,14.68,21.14,105.67,107.96,91.99,0.26,0.31,0.53,53.79,60.47,9.88,8.15,0.49,13.61,26.47,0.2,1.63,0.3,1473.56,96.02,35.69,81.97,0.44,4.14,12.47,0.35,31.55,69.5,0.45,20.51,26.96,0.76,15.29,29.77,45.06,21.32,7.1,4.61,16.49,21.36,104.8,107.55,90.57,0.33,0.15,0.51,47.15,59.91,7.72,6.87,0.46,15.0,35.18,0.25,1.44,0.29,1451.71
2004-01-25,Dallas Mavericks,Sacramento Kings,0,104.64,39.71,88.37,0.45,6.92,19.69,0.35,32.79,68.68,0.48,18.31,23.23,0.8,14.49,31.07,45.56,24.32,6.78,4.33,11.49,20.01,112.05,108.65,91.96,0.26,0.22,0.53,49.75,61.11,7.26,6.45,0.49,10.46,30.74,0.21,2.5,0.32,1637.87,105.52,38.24,80.99,0.47,7.68,19.14,0.41,30.56,61.85,0.5,21.36,27.04,0.79,10.47,31.74,42.21,26.42,8.46,4.05,14.01,19.31,112.29,102.77,93.12,0.34,0.24,0.57,50.73,68.99,8.98,5.82,0.52,13.08,25.42,0.27,2.09,0.33,1719.42
2004-01-25,New Jersey Nets,Boston Celtics,0,89.45,34.24,78.79,0.43,4.93,14.91,0.33,29.32,63.88,0.46,16.04,21.51,0.75,9.9,29.78,39.68,24.58,8.61,3.83,14.31,20.16,99.3,99.29,90.09,0.28,0.19,0.51,51.89,71.58,9.52,6.07,0.47,13.84,23.63,0.21,1.93,0.33,1532.69,95.89,34.4,77.06,0.45,8.25,21.29,0.39,26.15,55.77,0.47,18.84,25.16,0.75,9.53,29.69,39.22,21.11,8.87,3.99,16.39,21.96,102.58,104.2,92.76,0.33,0.28,0.54,53.42,61.14,9.48,6.27,0.5,15.65,23.21,0.25,1.34,0.29,1440.63
2004-01-25,Chicago Bulls,Toronto Raptors,0,88.72,34.2,83.39,0.41,4.56,14.44,0.32,29.64,68.95,0.43,15.76,20.96,0.75,14.1,29.88,43.98,22.66,8.77,3.96,15.75,22.56,97.29,103.25,91.22,0.25,0.17,0.48,50.2,66.21,9.58,6.07,0.44,14.5,30.81,0.19,1.61,0.31,1283.36,85.69,32.79,77.0,0.43,5.81,15.82,0.36,26.99,61.18,0.44,14.29,19.93,0.71,9.73,29.47,39.2,19.57,6.36,5.4,14.46,20.86,97.36,99.33,86.61,0.26,0.21,0.5,53.72,59.63,7.25,7.99,0.46,14.47,23.1,0.19,1.44,0.29,1419.2
2004-01-25,Minnesota Timberwolves,Phoenix Suns,0,97.74,38.61,79.84,0.48,3.43,10.27,0.34,35.18,69.56,0.5,17.09,22.29,0.77,10.2,31.32,41.52,23.28,6.59,5.48,12.73,21.11,108.54,101.37,89.71,0.28,0.13,0.55,48.89,60.4,7.35,8.3,0.51,12.39,26.73,0.22,1.93,0.31,1717.24,93.64,37.04,82.49,0.45,4.91,14.29,0.35,32.13,68.2,0.47,14.65,19.11,0.76,11.31,27.9,39.21,20.68,10.05,4.67,15.73,23.18,101.31,104.95,92.28,0.24,0.17,0.52,52.01,56.11,10.81,7.49,0.48,14.79,26.99,0.18,1.41,0.28,1415.4
2004-01-25,Memphis Grizzlies,Denver Nuggets,0,98.15,37.63,83.93,0.45,5.83,16.65,0.35,31.8,67.28,0.48,17.05,23.5,0.72,14.63,28.68,43.31,24.37,10.15,7.59,15.34,23.58,106.36,103.29,90.76,0.28,0.2,0.52,50.03,64.96,11.02,11.58,0.48,14.07,32.57,0.2,1.66,0.31,1575.91,95.7,36.61,79.98,0.46,3.89,11.84,0.32,32.72,68.15,0.48,18.59,24.3,0.76,11.69,28.8,40.49,22.57,8.62,6.86,15.81,21.7,103.44,101.91,92.31,0.31,0.15,0.53,50.7,61.6,9.3,10.06,0.48,14.91,27.98,0.24,1.56,0.3,1556.5
2004-01-25,Detroit Pistons,Atlanta Hawks,1,88.87,33.14,76.62,0.43,4.53,12.28,0.35,28.61,64.34,0.45,18.05,23.42,0.77,12.78,31.24,44.02,20.62,6.83,6.8,15.62,19.19,102.42,96.41,86.41,0.31,0.16,0.51,47.07,62.07,7.84,11.17,0.46,15.29,31.33,0.24,1.39,0.29,1678.82,86.08,33.19,75.8,0.44,3.31,10.15,0.31,29.88,65.64,0.46,16.39,21.15,0.77,10.92,30.58,41.5,19.11,6.93,5.18,17.05,22.86,96.64,104.08,88.95,0.28,0.13,0.51,50.14,57.44,7.74,8.2,0.46,16.7,27.04,0.22,1.2,0.27,1383.94
2004-01-25,Orlando Magic,Houston Rockets,1,98.84,37.25,83.83,0.44,6.25,17.43,0.36,31.0,66.39,0.47,18.07,23.8,0.76,11.77,27.87,39.64,21.55,7.62,3.38,13.11,20.8,107.13,111.02,91.44,0.29,0.21,0.52,52.59,57.67,8.23,5.06,0.48,12.28,27.57,0.22,1.77,0.3,1352.62,87.77,33.23,74.61,0.45,6.44,17.17,0.37,26.78,57.44,0.47,14.88,19.74,0.75,10.58,33.18,43.76,18.8,6.74,5.71,16.24,20.19,100.98,94.96,86.54,0.27,0.23,0.53,46.92,56.54,7.74,9.24,0.49,16.29,27.4,0.2,1.2,0.27,1632.81
2004-01-26,Cleveland Cavaliers,Orlando Magic,0,91.68,34.25,82.17,0.42,3.13,11.0,0.28,31.13,71.17,0.44,20.05,25.82,0.77,14.57,32.54,47.11,19.94,7.64,5.58,15.3,20.96,100.27,103.42,90.54,0.32,0.13,0.49,46.83,57.96,8.33,8.48,0.44,14.07,32.35,0.24,1.39,0.28,1393.31,98.84,37.15,83.73,0.44,6.48,18.06,0.36,30.67,65.67,0.47,18.06,23.86,0.76,11.89,28.13,40.02,21.79,7.5,3.39,13.12,20.65,107.14,110.3,91.48,0.29,0.22,0.53,52.32,58.55,8.1,5.1,0.48,12.29,27.68,0.22,1.78,0.3,1377.05
2004-01-26,Washington Wizards,Portland Trail Blazers,1,88.17,32.97,79.73,0.41,4.51,14.01,0.31,28.46,65.71,0.43,17.72,25.25,0.71,13.01,29.34,42.35,19.2,10.36,4.96,17.6,19.95,95.0,101.64,92.51,0.32,0.18,0.49,51.4,58.16,11.17,7.68,0.44,16.21,28.57,0.22,1.14,0.27,1317.24,92.47,35.95,79.43,0.45,4.54,13.08,0.34,31.41,66.35,0.47,16.03,22.74,0.72,12.98,28.9,41.88,21.36,6.4,4.72,14.89,19.6,104.53,109.52,86.71,0.29,0.16,0.52,48.76,59.47,7.17,6.96,0.48,14.24,32.05,0.2,1.54,0.3,1408.5
2004-01-26,Miami Heat,Houston Rockets,0,86.13,32.33,78.34,0.41,5.31,17.13,0.31,27.03,61.21,0.44,16.16,20.98,0.78,12.35,28.98,41.33,19.1,6.66,3.8,13.28,22.52,99.86,102.38,86.2,0.27,0.22,0.49,49.39,59.25,7.73,6.59,0.45,13.22,28.39,0.21,1.61,0.29,1417.19,86.88,32.91,74.47,0.44,6.47,17.34,0.37,26.44,57.13,0.46,14.6,19.33,0.75,10.81,33.42,44.22,18.69,6.75,5.73,16.41,20.38,100.25,94.34,86.42,0.26,0.23,0.52,46.68,56.76,7.76,9.29,0.49,16.49,27.86,0.2,1.18,0.27,1655.11
2004-01-26,Milwaukee Bucks,San Antonio Spurs,0,96.74,36.25,81.23,0.45,5.64,15.88,0.37,30.62,65.36,0.47,18.6,24.69,0.75,11.37,30.43,41.8,22.38,7.3,5.12,13.99,19.64,105.19,103.08,91.76,0.31,0.2,0.53,50.86,61.56,7.89,7.64,0.48,13.13,26.7,0.23,1.81,0.31,1548.36,90.31,35.13,78.97,0.44,5.0,14.37,0.36,30.12,64.6,0.46,15.05,23.9,0.63,12.91,32.94,45.84,21.66,7.74,6.87,15.05,19.69,100.81,92.57,89.16,0.31,0.18,0.51,47.62,61.47,8.61,10.5,0.48,14.36,29.23,0.19,1.54,0.3,1688.89
2004-01-26,Denver Nuggets,Minnesota Timberwolves,1,95.22,36.53,80.14,0.46,3.73,11.84,0.31,32.8,68.29,0.48,18.44,23.86,0.77,11.76,28.5,40.26,22.17,8.68,6.64,15.84,21.58,102.99,101.92,92.27,0.3,0.15,0.53,50.63,60.65,9.37,9.77,0.48,14.93,28.06,0.24,1.53,0.29,1535.78,96.55,38.14,80.24,0.48,3.48,10.56,0.33,34.66,69.69,0.5,16.78,21.7,0.78,10.35,31.51,41.86,22.93,6.75,5.48,12.65,20.83,107.41,100.58,89.55,0.28,0.13,0.54,48.89,60.21,7.54,8.38,0.5,12.31,26.68,0.21,1.91,0.31,1722.08
2004-01-26,Utah Jazz,Los Angeles Clippers,0,89.71,32.82,74.05,0.44,3.22,9.57,0.33,29.6,64.48,0.46,20.84,28.74,0.73,12.56,27.76,40.32,20.39,7.19,6.38,17.51,25.35,101.69,103.91,87.46,0.4,0.13,0.52,48.67,62.26,8.14,10.77,0.47,16.84,32.22,0.29,1.21,0.29,1426.15,96.17,35.37,80.71,0.44,4.28,12.53,0.36,31.09,68.18,0.46,21.14,27.87,0.76,15.01,29.91,44.92,21.33,7.27,4.66,16.61,21.63,105.35,106.81,90.33,0.35,0.16,0.52,47.38,60.59,7.95,6.85,0.47,15.22,34.91,0.27,1.43,0.29,1471.52
2004-01-27,Philadelphia 76ers,New Jersey Nets,1,89.85,33.89,77.6,0.44,4.77,13.78,0.34,29.12,63.82,0.46,17.28,23.05,0.75,11.57,30.94,42.51,20.35,7.89,4.21,16.92,21.1,99.46,99.71,89.35,0.3,0.18,0.51,49.22,59.73,8.77,6.85,0.47,16.24,28.23,0.23,1.25,0.28,1418.63,87.75,33.31,78.34,0.42,4.73,14.59,0.32,28.58,63.75,0.45,16.4,22.16,0.75,9.93,29.84,39.77,23.6,8.71,3.7,14.48,19.67,97.53,98.9,89.96,0.29,0.19,0.5,51.91,70.04,9.65,5.89,0.45,14.01,23.5,0.21,1.84,0.33,1496.71
2004-01-27,Atlanta Hawks,Phoenix Suns,1,86.52,33.37,75.89,0.44,3.34,10.55,0.3,30.02,65.33,0.46,16.44,21.52,0.76,11.08,30.17,41.24,19.39,7.11,4.97,16.49,22.76,97.82,104.9,88.41,0.29,0.14,0.51,50.17,57.93,8.0,7.93,0.46,16.19,27.36,0.22,1.29,0.28,1374.49,93.07,36.65,81.48,0.45,5.15,14.24,0.37,31.5,67.24,0.47,14.61,19.18,0.76,11.23,28.3,39.54,20.41,9.75,4.57,15.99,23.14,101.13,104.63,91.86,0.24,0.18,0.52,51.83,55.89,10.53,7.27,0.48,15.18,27.19,0.18,1.37,0.28,1410.77
2004-01-27,New York Knicks,San Antonio Spurs,1,95.4,36.12,78.48,0.46,6.45,14.88,0.43,29.67,63.6,0.47,16.71,21.27,0.78,10.17,31.79,41.97,21.7,6.93,4.75,15.41,22.55,104.28,103.82,90.69,0.28,0.19,0.54,48.98,60.3,7.61,7.21,0.5,14.96,25.06,0.22,1.46,0.29,1493.43,90.51,35.16,78.61,0.45,5.03,14.4,0.36,30.13,64.21,0.47,15.16,24.02,0.63,12.88,32.52,45.4,21.67,7.82,6.69,14.98,19.84,101.41,93.87,88.88,0.31,0.18,0.51,47.83,61.45,8.74,10.28,0.48,14.35,29.38,0.2,1.55,0.3,1672.18
2004-01-27,Seattle SuperSonics,Dallas Mavericks,1,98.7,36.52,83.58,0.44,9.4,25.75,0.37,27.13,57.83,0.47,16.26,21.35,0.77,11.02,28.8,39.83,22.2,9.2,5.84,14.88,21.3,105.65,106.64,92.43,0.26,0.31,0.53,53.19,60.7,9.87,8.68,0.49,13.76,26.18,0.2,1.61,0.3,1490.82,104.82,39.79,88.0,0.45,6.92,19.86,0.35,32.87,68.14,0.48,18.32,23.15,0.8,14.18,30.68,44.87,24.43,6.88,4.71,11.59,19.47,112.21,108.41,92.08,0.26,0.23,0.53,50.07,61.25,7.36,7.09,0.49,10.57,30.35,0.21,2.47,0.32,1645.09
2004-01-27,Los Angeles Clippers,Chicago Bulls,0,96.27,35.32,80.79,0.44,4.32,13.05,0.35,31.01,67.74,0.46,21.31,28.18,0.76,15.23,29.86,45.09,21.08,7.1,4.51,16.27,21.28,105.78,107.49,90.13,0.36,0.16,0.52,47.09,59.92,7.78,6.68,0.46,14.92,35.26,0.27,1.43,0.29,1457.98,89.06,34.7,83.64,0.42,4.7,15.18,0.32,30.0,68.46,0.44,14.95,20.13,0.73,14.01,29.88,43.89,22.79,8.64,3.8,15.92,22.75,97.5,104.02,91.36,0.24,0.18,0.48,49.97,65.7,9.43,5.84,0.44,14.66,30.89,0.18,1.59,0.31,1276.14
2004-01-28,Boston Celtics,Detroit Pistons,1,95.96,34.36,77.56,0.44,8.15,21.47,0.38,26.21,56.09,0.47,19.09,25.28,0.76,9.71,30.08,39.8,21.28,9.17,3.89,16.7,21.92,102.15,103.0,93.3,0.33,0.28,0.54,52.71,61.73,9.74,6.15,0.5,15.8,23.61,0.25,1.32,0.29,1453.25,88.3,32.79,76.36,0.43,4.65,12.31,0.36,28.13,64.05,0.44,18.07,23.33,0.78,12.56,31.53,44.1,20.55,6.81,6.9,15.54,18.92,101.81,96.24,86.49,0.31,0.16,0.51,47.29,62.67,7.84,11.23,0.46,15.27,30.71,0.24,1.39,0.3,1673.97
2004-01-28,Cleveland Cavaliers,Miami Heat,0,91.76,34.02,81.44,0.42,3.31,11.4,0.28,30.71,70.04,0.44,20.42,26.24,0.77,14.28,32.37,46.65,20.17,7.46,5.66,14.78,20.82,100.99,103.19,90.06,0.32,0.14,0.49,46.92,59.14,8.18,8.67,0.44,13.71,31.83,0.25,1.48,0.29,1412.56,86.02,32.12,77.28,0.42,5.55,17.17,0.32,26.57,60.1,0.44,16.23,20.93,0.78,11.74,28.98,40.73,19.24,6.55,3.75,13.66,22.18,100.01,101.71,85.97,0.28,0.22,0.5,49.5,60.13,7.62,6.41,0.45,13.72,27.41,0.21,1.58,0.29,1446.61
2004-01-28,Indiana Pacers,Phoenix Suns,0,89.32,32.51,78.21,0.42,5.31,16.07,0.33,27.2,62.13,0.44,18.99,24.2,0.78,12.02,30.52,42.54,20.42,9.02,5.51,14.55,21.58,100.81,95.42,88.13,0.31,0.21,0.5,48.99,63.26,10.17,9.01,0.45,14.03,28.18,0.25,1.54,0.3,1714.19,93.14,36.55,81.56,0.45,5.27,14.52,0.37,31.27,67.04,0.47,14.77,19.33,0.76,11.0,28.46,39.46,20.57,9.42,4.34,15.64,23.11,101.17,104.71,91.9,0.24,0.18,0.52,51.99,56.51,10.17,6.9,0.48,14.86,26.63,0.18,1.43,0.28,1407.87
2004-01-28,Washington Wizards,Orlando Magic,1,89.58,33.18,79.07,0.42,4.41,13.36,0.33,28.77,65.71,0.44,18.81,26.29,0.72,12.53,29.06,41.59,19.47,10.02,4.88,16.91,20.29,97.09,102.23,92.11,0.34,0.17,0.49,51.56,58.64,10.83,7.68,0.45,15.64,27.87,0.24,1.28,0.28,1353.92,98.09,36.64,83.23,0.44,6.63,17.92,0.37,30.0,65.31,0.46,18.18,23.96,0.76,11.69,28.06,39.76,21.66,7.1,3.32,12.94,20.43,106.77,110.51,91.11,0.29,0.22,0.52,52.4,59.13,7.68,5.0,0.48,12.19,27.23,0.22,1.78,0.3,1366.72
2004-01-28,Toronto Raptors,Philadelphia 76ers,0,86.0,33.01,77.27,0.43,5.71,15.77,0.36,27.3,61.5,0.44,14.26,19.95,0.71,9.69,28.8,38.49,20.05,6.36,5.46,14.09,21.02,97.66,100.22,86.74,0.26,0.2,0.5,54.31,60.68,7.26,8.12,0.46,14.09,22.81,0.18,1.52,0.3,1407.25,89.65,33.87,76.97,0.44,4.75,13.43,0.35,29.12,63.54,0.46,17.16,22.92,0.75,11.06,31.0,42.06,20.34,7.79,4.21,16.77,20.99,99.66,100.43,89.04,0.3,0.17,0.52,49.48,59.76,8.68,6.88,0.47,16.21,27.29,0.23,1.26,0.28,1399.37
2004-01-28,Memphis Grizzlies,Portland Trail Blazers,1,98.88,37.81,83.6,0.45,6.05,16.49,0.37,31.76,67.1,0.48,17.22,23.91,0.72,14.42,28.87,43.28,24.6,9.87,7.82,15.18,23.78,107.11,103.23,90.88,0.29,0.2,0.53,50.38,65.23,10.72,11.8,0.49,13.95,32.19,0.21,1.69,0.32,1606.99,92.05,36.06,79.34,0.45,4.67,13.08,0.35,31.4,66.26,0.47,15.25,21.82,0.7,12.69,28.68,41.37,21.48,6.49,4.58,15.01,19.56,104.17,110.28,86.81,0.28,0.17,0.52,49.15,59.6,7.29,6.78,0.48,14.41,31.51,0.19,1.52,0.3,1372.15
2004-01-28,New Orleans Hornets,Milwaukee Bucks,0,90.55,33.98,81.12,0.42,5.63,19.96,0.29,28.34,61.16,0.47,16.96,23.69,0.72,12.82,28.64,41.46,21.87,9.31,4.29,14.81,21.2,100.23,101.03,89.9,0.3,0.25,0.5,50.41,64.21,10.24,6.76,0.46,13.99,28.76,0.21,1.56,0.31,1471.66,96.7,36.17,80.23,0.45,5.38,15.07,0.38,30.8,65.16,0.48,18.98,25.0,0.76,11.15,31.06,42.22,22.34,7.2,4.83,14.34,19.56,105.5,102.76,91.48,0.32,0.19,0.53,49.84,61.62,7.81,7.22,0.49,13.56,26.86,0.24,1.74,0.3,1560.3
2004-01-28,Denver Nuggets,Chicago Bulls,0,94.72,36.49,80.08,0.46,3.53,11.32,0.31,32.96,68.77,0.48,18.22,23.62,0.77,11.69,28.43,40.12,22.04,8.82,6.49,15.86,21.89,102.5,102.61,92.24,0.3,0.14,0.52,50.55,60.37,9.54,9.6,0.48,14.97,28.05,0.23,1.51,0.29,1517.9,89.48,34.72,82.55,0.42,4.8,14.84,0.34,29.91,67.71,0.44,15.24,20.49,0.73,13.52,30.08,43.61,22.9,8.57,3.66,16.28,23.06,98.03,103.59,91.29,0.25,0.18,0.49,49.88,65.99,9.36,5.62,0.45,15.1,30.33,0.19,1.57,0.31,1299.46
2004-01-28,Houston Rockets,Sacramento Kings,1,87.71,33.29,74.74,0.45,6.36,17.1,0.36,26.93,57.64,0.47,14.77,19.33,0.76,10.7,33.47,44.16,18.89,6.6,5.69,16.1,20.49,101.14,94.8,86.49,0.26,0.23,0.53,46.59,56.7,7.59,9.2,0.49,16.18,27.67,0.2,1.22,0.27,1665.44,104.82,38.01,81.7,0.47,7.37,18.98,0.4,30.64,62.72,0.49,21.43,27.11,0.79,11.22,31.69,42.92,26.14,8.36,3.91,14.08,19.79,111.66,103.82,93.08,0.34,0.23,0.56,50.32,68.66,8.89,5.64,0.51,13.04,26.45,0.27,2.06,0.33,1688.35
2004-01-28,Utah Jazz,Dallas Mavericks,0,89.51,33.07,73.88,0.45,3.15,9.32,0.33,29.92,64.56,0.47,20.22,27.73,0.74,12.55,27.61,40.16,20.56,7.17,6.22,17.71,25.41,102.02,104.95,87.05,0.38,0.13,0.52,48.64,62.28,8.17,10.47,0.47,17.1,32.8,0.28,1.2,0.29,1409.67,105.06,40.1,88.27,0.45,6.91,19.57,0.35,33.19,68.71,0.48,17.95,22.61,0.8,14.14,31.07,45.21,24.82,7.3,5.0,11.78,19.27,112.01,107.73,92.53,0.26,0.22,0.54,49.95,61.76,7.75,7.48,0.49,10.71,30.19,0.2,2.45,0.32,1666.26
2004-01-28,Golden State Warriors,Minnesota Timberwolves,0,94.79,35.44,81.43,0.43,5.96,16.64,0.35,29.48,64.79,0.45,17.96,23.82,0.75,12.26,30.6,42.86,20.77,7.52,4.39,14.53,20.2,103.03,107.47,90.56,0.29,0.2,0.52,50.84,58.67,8.2,6.44,0.47,13.65,27.59,0.22,1.52,0.29,1385.84,96.85,38.02,80.3,0.47,3.65,10.72,0.34,34.37,69.58,0.49,17.15,22.23,0.78,10.36,31.66,42.02,23.16,6.64,5.48,12.57,20.55,107.58,100.75,89.7,0.28,0.13,0.54,48.68,61.03,7.41,8.38,0.5,12.21,26.64,0.22,1.93,0.31,1724.98
2004-01-28,Los Angeles Lakers,Seattle SuperSonics,0,95.59,35.8,82.39,0.44,4.71,13.81,0.33,31.08,68.58,0.45,19.29,26.99,0.72,12.03,30.56,42.59,22.83,8.28,4.22,13.23,20.92,103.16,101.59,92.72,0.33,0.17,0.51,50.95,63.48,8.91,6.4,0.46,12.28,26.77,0.24,1.82,0.31,1548.35,98.95,36.81,83.41,0.44,9.51,25.8,0.38,27.3,57.61,0.47,15.81,20.99,0.76,10.83,28.57,39.4,22.14,9.19,5.7,14.69,21.52,106.4,106.83,92.1,0.25,0.31,0.53,53.56,60.14,9.89,8.5,0.5,13.64,25.88,0.19,1.62,0.3,1504.36
2004-01-29,Orlando Magic,New Jersey Nets,1,98.01,36.28,82.38,0.44,6.91,17.87,0.39,29.36,64.51,0.46,18.54,24.52,0.76,11.13,28.79,39.93,21.25,6.78,3.53,12.94,20.68,106.53,110.2,91.3,0.3,0.22,0.53,52.44,58.52,7.33,5.18,0.48,12.26,26.0,0.23,1.75,0.3,1362.03,89.29,33.63,78.12,0.43,4.74,14.42,0.33,28.88,63.71,0.45,17.29,23.26,0.75,10.27,30.69,40.95,23.95,8.73,3.76,15.5,19.87,98.09,98.05,90.94,0.3,0.18,0.5,50.71,70.46,9.58,5.98,0.46,14.71,24.68,0.23,1.78,0.32,1517.21
2004-01-29,Atlanta Hawks,Portland Trail Blazers,1,86.8,33.49,75.89,0.44,3.58,10.96,0.31,29.9,64.93,0.46,16.25,21.08,0.77,11.03,29.81,40.84,19.66,7.35,5.12,16.57,23.09,98.25,104.23,88.32,0.28,0.15,0.51,50.34,58.52,8.29,8.22,0.47,16.29,27.42,0.22,1.3,0.28,1410.59,92.22,36.19,78.94,0.46,5.09,13.61,0.36,31.1,65.33,0.48,14.74,21.29,0.69,12.03,28.74,40.77,22.0,6.6,4.51,15.1,19.4,104.12,109.21,87.1,0.27,0.17,0.52,49.55,60.77,7.4,6.69,0.49,14.59,30.03,0.19,1.54,0.3,1400.09
2004-01-29,San Antonio Spurs,Sacramento Kings,1,90.65,35.17,78.36,0.45,5.17,14.37,0.37,30.0,63.99,0.47,15.14,24.21,0.62,12.62,32.47,45.08,21.69,7.72,6.62,15.08,19.93,101.47,94.58,88.99,0.31,0.18,0.51,48.05,61.5,8.63,10.19,0.48,14.46,28.9,0.2,1.53,0.3,1664.7,104.39,38.14,82.42,0.47,7.46,19.39,0.39,30.68,63.03,0.49,20.66,26.03,0.8,11.22,32.02,43.24,25.95,8.53,4.0,14.23,19.56,110.84,103.98,93.59,0.32,0.24,0.56,50.36,68.0,9.03,5.72,0.51,13.13,26.31,0.26,2.02,0.33,1667.18
2004-01-30,Philadelphia 76ers,New Orleans Hornets,0,88.81,33.1,75.99,0.44,4.6,13.27,0.34,28.51,62.71,0.45,18.0,23.76,0.76,10.74,31.32,42.05,20.0,7.46,4.11,17.19,20.93,98.82,100.89,89.0,0.32,0.17,0.51,49.17,60.21,8.32,6.77,0.47,16.65,26.81,0.24,1.22,0.28,1375.64,90.87,33.84,80.5,0.42,5.75,19.8,0.3,28.09,60.7,0.46,17.44,24.03,0.73,12.8,28.43,41.24,21.28,9.25,4.51,14.8,21.52,101.07,101.87,89.55,0.3,0.24,0.5,50.37,62.7,10.23,7.15,0.46,14.04,29.03,0.22,1.51,0.3,1488.37
2004-01-30,Toronto Raptors,Detroit Pistons,1,86.14,32.62,77.33,0.42,5.6,15.95,0.35,27.02,61.38,0.44,15.31,21.12,0.71,10.01,28.34,38.36,19.96,6.6,5.19,14.0,20.93,97.69,100.67,86.94,0.27,0.21,0.5,54.16,61.27,7.51,7.76,0.46,13.95,23.34,0.2,1.52,0.3,1383.94,87.87,32.65,75.89,0.43,4.45,12.36,0.34,28.19,63.53,0.44,18.13,23.63,0.77,12.45,31.11,43.56,20.45,6.8,6.96,15.81,18.97,101.26,96.89,86.55,0.32,0.16,0.51,47.33,62.61,7.82,11.41,0.46,15.54,30.7,0.24,1.36,0.29,1637.87
2004-01-30,Washington Wizards,Phoenix Suns,0,89.28,33.22,79.24,0.42,4.3,13.43,0.32,28.92,65.81,0.44,18.53,25.78,0.72,12.3,29.03,41.34,19.14,10.1,4.72,16.64,19.89,96.91,102.41,91.96,0.33,0.17,0.49,51.11,57.52,10.94,7.53,0.45,15.44,27.64,0.24,1.26,0.27,1325.97,93.13,36.32,81.34,0.45,5.18,14.96,0.36,31.14,66.37,0.47,15.31,20.04,0.76,10.75,28.44,39.19,20.77,9.67,4.09,15.51,23.1,100.92,103.76,92.14,0.25,0.19,0.52,52.22,57.53,10.41,6.5,0.48,14.73,26.01,0.19,1.45,0.29,1427.04
2004-01-30,Boston Celtics,New York Knicks,1,95.59,34.1,78.22,0.44,7.87,21.51,0.37,26.23,56.71,0.46,19.51,25.7,0.76,9.73,29.54,39.27,21.06,9.75,3.68,16.74,22.3,101.05,103.34,94.07,0.33,0.28,0.53,53.44,61.54,10.23,5.82,0.49,15.72,23.33,0.25,1.31,0.29,1432.75,94.24,35.73,78.34,0.46,6.14,14.63,0.41,29.59,63.71,0.47,16.63,21.04,0.79,10.29,31.21,41.5,21.58,6.97,4.6,15.14,22.48,103.57,103.61,90.18,0.27,0.19,0.54,48.96,60.67,7.72,7.08,0.5,14.74,25.35,0.22,1.47,0.3,1464.01
