date,team,pts,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,ortg,drtg,pace,ftr,3ptar,ts,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate,ast_tov,ast_ratio,elo
2000-10-31,Atlanta Hawks,82.0,30.0,81.0,0.37,6.0,15.0,0.4,24.0,66.0,0.36,16.0,21.0,0.76,11.0,18.0,29.0,14.0,9.0,2.0,13.0,31.0,92.8,119.9,88.4,0.26,0.18,0.45,60.3,46.7,10.2,3.8,0.41,12.6,22.9,0.2,1.08,0.25,1500.0
2000-11-02,Atlanta Hawks,82.0,30.0,81.0,0.37,6.0,15.0,0.4,24.0,66.0,0.36,16.0,21.0,0.76,11.0,18.0,29.0,14.0,9.0,2.0,13.0,31.0,92.8,119.9,88.4,0.26,0.18,0.45,60.3,46.7,10.2,3.8,0.41,12.6,22.9,0.2,1.08,0.25,1461.86
2000-11-04,Atlanta Hawks,79.35,29.18,80.39,0.36,5.59,15.0,0.37,23.59,65.39,0.36,15.39,19.78,0.78,11.61,19.63,31.24,15.22,8.39,1.8,13.82,28.96,90.27,117.8,87.87,0.25,0.19,0.44,57.67,52.86,9.55,3.39,0.4,13.44,24.18,0.19,1.1,0.26,1437.93
2000-11-06,Atlanta Hawks,83.44,30.79,81.63,0.38,5.7,15.15,0.38,25.09,66.47,0.38,16.17,21.33,0.77,13.3,19.51,32.8,16.59,9.47,1.7,14.52,28.58,93.87,117.62,88.72,0.26,0.19,0.46,56.51,53.9,10.63,3.18,0.41,13.72,27.69,0.2,1.13,0.27,1427.52
2000-11-07,Atlanta Hawks,83.82,30.9,81.38,0.38,5.5,14.35,0.39,25.4,67.03,0.38,16.52,21.66,0.77,12.99,21.02,34.01,16.48,9.64,2.66,15.39,29.69,93.21,115.43,89.83,0.27,0.18,0.46,56.11,53.35,10.69,4.39,0.41,14.4,27.27,0.2,1.08,0.26,1421.45
2000-11-09,Atlanta Hawks,84.23,30.88,81.67,0.38,5.23,14.11,0.37,25.64,67.56,0.38,17.24,22.59,0.77,13.26,21.93,35.19,16.68,9.43,2.45,15.37,28.41,93.27,114.23,90.22,0.28,0.17,0.46,55.38,54.0,10.42,4.05,0.41,14.3,27.72,0.21,1.09,0.27,1414.99
2000-11-10,Atlanta Hawks,83.64,31.08,81.58,0.38,4.92,13.39,0.36,26.16,68.2,0.38,16.57,21.87,0.76,13.07,22.89,35.96,16.75,9.38,3.22,15.9,27.49,92.22,112.12,90.67,0.27,0.16,0.46,55.27,53.88,10.32,5.05,0.41,14.78,27.44,0.2,1.07,0.26,1409.7
2000-11-14,Atlanta Hawks,85.78,31.64,80.45,0.39,5.04,13.37,0.37,26.6,67.08,0.4,17.47,22.45,0.78,12.26,22.25,34.51,17.02,9.53,3.28,15.97,27.11,94.43,113.46,90.78,0.28,0.17,0.48,55.58,53.79,10.47,5.22,0.43,14.97,26.58,0.22,1.08,0.26,1394.96
2000-11-15,Atlanta Hawks,86.96,32.11,79.96,0.4,5.13,13.62,0.37,26.98,66.33,0.41,17.6,23.13,0.76,11.95,22.28,34.23,16.54,9.48,3.15,16.22,27.13,95.56,112.73,90.91,0.29,0.17,0.48,55.25,51.76,10.4,5.01,0.44,15.2,26.85,0.22,1.04,0.26,1406.63
2000-11-17,Atlanta Hawks,85.8,31.66,79.01,0.4,5.13,13.75,0.37,26.53,65.25,0.41,17.37,23.11,0.75,12.12,22.84,34.96,16.56,9.35,3.05,16.88,26.79,94.89,111.63,90.31,0.29,0.17,0.48,54.5,52.71,10.32,4.9,0.43,15.89,27.46,0.22,1.01,0.26,1387.37
2000-11-18,Atlanta Hawks,86.9,32.1,78.51,0.41,5.37,14.03,0.38,26.73,64.48,0.42,17.33,22.84,0.76,11.68,23.09,34.77,16.67,9.23,3.12,16.88,26.57,96.42,112.48,90.05,0.29,0.18,0.49,54.49,52.34,10.23,5.06,0.45,15.99,27.16,0.22,1.01,0.26,1377.04
2000-11-22,Atlanta Hawks,86.65,31.93,77.98,0.41,5.18,14.03,0.37,26.75,63.95,0.42,17.63,23.17,0.76,11.38,23.15,34.54,16.29,9.05,3.19,16.88,26.62,96.3,111.98,89.93,0.3,0.18,0.49,54.38,51.32,10.04,5.27,0.44,16.06,26.61,0.23,0.99,0.25,1360.58
2000-11-24,Atlanta Hawks,85.97,31.54,77.2,0.41,5.17,14.11,0.36,26.37,63.09,0.42,17.73,23.08,0.77,11.67,23.45,35.12,16.18,8.89,3.49,17.04,25.78,96.53,110.59,89.03,0.3,0.18,0.49,53.38,51.66,9.95,5.84,0.44,16.34,27.7,0.23,0.97,0.25,1381.33
2000-11-25,Atlanta Hawks,84.51,31.19,77.18,0.41,5.23,14.48,0.36,25.96,62.7,0.42,16.91,22.0,0.77,11.23,23.96,35.19,16.17,9.05,3.68,16.81,25.88,94.91,108.67,89.01,0.29,0.19,0.49,53.89,52.24,10.14,6.09,0.44,16.22,26.56,0.22,0.99,0.25,1374.96
2000-11-28,Atlanta Hawks,85.08,31.4,77.24,0.41,4.99,14.22,0.35,26.41,63.02,0.42,17.29,22.75,0.77,11.37,24.04,35.4,16.46,9.12,4.01,17.05,26.56,94.89,109.32,89.62,0.3,0.19,0.49,54.25,52.74,10.15,6.45,0.44,16.34,26.83,0.23,0.99,0.25,1368.95
2000-11-30,Atlanta Hawks,86.33,31.96,77.52,0.41,4.99,13.83,0.36,26.98,63.68,0.42,17.42,23.29,0.76,11.71,24.78,36.49,16.65,8.82,4.38,17.35,26.44,95.77,107.03,90.06,0.3,0.18,0.49,53.43,52.45,9.78,6.88,0.45,16.48,27.54,0.23,0.98,0.25,1382.9
2000-12-02,Atlanta Hawks,86.02,31.68,77.11,0.41,4.91,13.7,0.36,26.76,63.42,0.42,17.75,23.92,0.75,11.73,24.87,36.61,16.03,8.83,4.35,17.33,26.4,95.61,106.79,89.89,0.31,0.18,0.49,53.35,50.73,9.82,6.79,0.44,16.48,27.68,0.23,0.94,0.25,1353.34
2000-12-05,Atlanta Hawks,87.1,31.84,77.53,0.41,4.78,13.72,0.35,27.07,63.81,0.43,18.63,25.0,0.75,11.9,25.46,37.36,15.81,8.84,4.33,17.17,26.3,96.21,106.06,90.41,0.32,0.18,0.49,52.9,49.84,9.78,6.76,0.44,16.24,27.88,0.24,0.94,0.24,1375.46
2000-12-08,Atlanta Hawks,87.45,32.14,77.21,0.42,4.79,13.53,0.36,27.35,63.68,0.43,18.38,24.58,0.75,11.76,25.3,37.06,15.69,8.79,4.1,17.02,26.2,97.17,106.98,89.95,0.32,0.18,0.5,52.94,49.08,9.76,6.4,0.45,16.2,27.88,0.24,0.94,0.24,1355.02
2000-12-09,Atlanta Hawks,86.65,31.85,76.71,0.42,4.73,13.21,0.36,27.12,63.5,0.43,18.21,24.61,0.75,12.06,26.05,38.11,15.51,8.45,4.16,17.44,26.18,96.6,106.04,89.64,0.32,0.17,0.5,51.89,48.91,9.41,6.54,0.45,16.62,28.66,0.24,0.91,0.24,1348.07
2000-12-12,Atlanta Hawks,86.89,32.28,77.41,0.42,4.61,13.26,0.35,27.67,64.15,0.43,17.72,23.95,0.75,12.13,25.91,38.04,16.1,8.42,4.36,17.28,25.81,96.8,106.11,89.7,0.31,0.17,0.49,51.89,49.91,9.37,6.78,0.45,16.43,28.83,0.23,0.96,0.24,1340.3
2000-12-13,Atlanta Hawks,88.27,32.54,77.58,0.42,4.71,13.24,0.36,27.83,64.34,0.43,18.49,24.84,0.75,11.85,26.95,38.8,15.89,8.33,4.54,17.0,25.61,97.53,105.63,90.39,0.32,0.17,0.5,51.71,48.99,9.21,6.99,0.45,16.12,28.06,0.24,0.96,0.24,1354.96
2000-12-15,Atlanta Hawks,86.97,32.03,77.68,0.41,4.59,13.36,0.35,27.44,64.31,0.43,18.32,24.65,0.75,11.59,27.36,38.95,15.98,8.37,4.57,17.14,25.5,95.77,104.93,90.8,0.32,0.17,0.49,52.02,50.29,9.22,7.0,0.44,16.23,27.21,0.24,0.96,0.24,1339.57
2000-12-16,Atlanta Hawks,86.84,31.83,77.76,0.41,4.42,12.8,0.35,27.41,64.96,0.42,18.77,25.34,0.74,11.89,28.08,39.97,16.12,8.08,4.47,17.07,25.26,95.68,103.39,90.76,0.33,0.17,0.49,51.46,51.09,8.9,6.83,0.44,16.12,27.63,0.24,0.97,0.25,1370.14
2000-12-19,Atlanta Hawks,86.59,32.04,77.9,0.41,4.45,12.68,0.36,27.59,65.22,0.42,18.05,24.26,0.75,11.96,28.4,40.37,16.18,7.95,4.51,17.34,24.9,95.6,103.24,90.57,0.31,0.16,0.49,50.91,50.94,8.76,6.85,0.44,16.39,28.02,0.23,0.96,0.25,1348.93
2000-12-22,Atlanta Hawks,86.63,32.17,77.71,0.41,4.49,12.7,0.36,27.68,65.0,0.43,17.79,23.78,0.76,11.84,28.84,40.67,16.24,7.69,4.54,17.06,24.51,96.15,102.5,90.12,0.31,0.16,0.49,50.69,50.89,8.5,6.92,0.44,16.21,27.91,0.23,0.98,0.25,1379.9
2000-12-23,Atlanta Hawks,86.13,32.19,77.88,0.41,4.37,12.3,0.36,27.82,65.57,0.43,17.37,22.99,0.77,11.73,29.7,41.43,16.39,7.57,4.93,16.99,23.67,95.64,100.88,90.07,0.3,0.16,0.49,50.46,51.32,8.37,7.28,0.44,16.18,27.65,0.22,0.99,0.25,1395.29
2000-12-26,Atlanta Hawks,86.68,32.59,78.0,0.42,4.15,11.79,0.35,28.44,66.21,0.43,17.35,22.77,0.78,12.06,29.69,41.75,16.4,7.43,4.85,16.68,23.46,96.97,101.23,89.52,0.29,0.15,0.49,50.1,50.68,8.26,7.19,0.45,15.91,28.56,0.22,1.02,0.25,1411.66
2000-12-28,Atlanta Hawks,86.13,32.15,77.93,0.41,3.99,11.57,0.35,28.16,66.37,0.43,17.83,23.07,0.79,12.32,30.48,42.8,16.41,7.06,4.98,16.76,23.15,96.48,100.08,89.39,0.3,0.15,0.49,49.69,51.58,7.85,7.34,0.44,15.97,28.93,0.23,1.01,0.25,1430.54
2000-12-29,Atlanta Hawks,85.8,32.08,77.69,0.41,3.86,11.43,0.34,28.22,66.26,0.43,17.78,22.94,0.79,12.42,30.83,43.25,16.57,6.95,4.74,16.93,22.99,96.26,100.04,89.24,0.3,0.15,0.49,49.11,52.19,7.75,7.0,0.44,16.16,29.35,0.23,1.01,0.25,1415.97
2001-01-02,Atlanta Hawks,85.75,32.29,77.55,0.42,3.75,11.08,0.34,28.54,66.48,0.43,17.41,22.62,0.78,12.41,30.51,42.92,16.24,6.88,4.81,17.09,22.91,96.24,100.57,89.19,0.29,0.14,0.49,48.95,50.89,7.68,7.1,0.44,16.33,29.57,0.23,0.98,0.25,1392.38
2001-01-03,Atlanta Hawks,86.26,32.54,76.99,0.42,3.66,10.74,0.34,28.87,66.25,0.44,17.53,22.87,0.78,12.11,30.66,42.77,16.2,7.0,4.7,17.11,22.97,96.93,100.06,89.08,0.3,0.14,0.5,48.76,50.4,7.83,7.0,0.45,16.43,29.3,0.23,0.98,0.25,1414.69
2001-01-06,Atlanta Hawks,85.64,32.58,77.65,0.42,3.66,10.88,0.34,28.92,66.77,0.43,16.81,21.92,0.79,12.05,30.51,42.56,16.4,7.09,4.53,16.92,22.71,96.25,100.39,89.06,0.29,0.14,0.49,49.37,50.9,7.93,6.73,0.44,16.24,28.89,0.22,1.0,0.25,1410.71
2001-01-09,Atlanta Hawks,85.31,32.49,77.49,0.42,3.53,10.64,0.33,28.96,66.85,0.43,16.81,22.05,0.78,12.08,30.97,43.05,16.29,6.8,4.47,16.97,22.81,96.03,99.87,88.92,0.29,0.14,0.49,49.35,50.64,7.61,6.62,0.44,16.3,29.0,0.22,0.99,0.25,1420.39
2001-01-11,Atlanta Hawks,85.5,32.72,77.87,0.42,3.54,10.69,0.33,29.17,67.18,0.43,16.53,21.85,0.77,12.25,31.26,43.51,16.39,6.73,4.48,16.83,22.95,96.15,100.27,89.01,0.28,0.14,0.49,49.42,50.54,7.53,6.64,0.44,16.14,29.14,0.21,1.0,0.25,1411.13
2001-01-13,Atlanta Hawks,86.77,33.27,78.12,0.43,3.39,10.18,0.34,29.88,67.94,0.44,16.83,21.9,0.78,12.16,31.19,43.34,16.74,6.8,4.59,16.78,22.55,97.23,100.21,89.27,0.28,0.13,0.49,49.47,50.68,7.58,6.8,0.45,16.05,29.27,0.22,1.03,0.25,1432.7
2001-01-15,Atlanta Hawks,88.19,34.14,78.83,0.43,3.37,9.67,0.39,30.77,69.16,0.44,16.54,21.47,0.78,12.2,31.01,43.21,17.6,6.75,4.5,16.4,22.59,98.47,99.71,89.54,0.28,0.12,0.5,49.23,51.61,7.5,6.71,0.45,15.67,29.48,0.21,1.14,0.26,1457.85
2001-01-18,Atlanta Hawks,87.62,33.81,78.37,0.43,3.33,9.57,0.38,30.48,68.79,0.44,16.68,21.58,0.79,11.89,31.73,43.62,17.18,6.76,4.72,16.75,22.63,97.5,99.15,89.87,0.28,0.12,0.5,48.98,50.74,7.49,6.97,0.45,16.02,28.83,0.22,1.1,0.25,1430.16
2001-01-21,Atlanta Hawks,87.1,33.76,78.88,0.43,3.08,9.1,0.36,30.69,69.79,0.44,16.49,21.38,0.78,11.91,31.92,43.82,17.11,6.72,4.59,16.34,22.61,96.94,98.95,89.85,0.27,0.12,0.49,49.18,50.59,7.45,6.84,0.45,15.62,28.45,0.21,1.13,0.25,1417.87
2001-01-23,Atlanta Hawks,87.24,33.91,79.03,0.43,3.02,8.74,0.37,30.89,70.29,0.44,16.41,21.12,0.79,11.84,32.15,43.99,17.46,6.76,4.59,16.41,22.42,96.94,98.82,90.0,0.27,0.11,0.49,48.99,51.36,7.49,6.83,0.45,15.67,28.3,0.21,1.14,0.26,1407.18
2001-01-26,Atlanta Hawks,86.73,33.65,78.34,0.43,2.86,8.56,0.35,30.79,69.78,0.44,16.56,21.29,0.79,11.81,32.4,44.21,17.2,7.19,4.56,17.06,22.15,96.32,98.47,90.06,0.28,0.11,0.49,48.68,50.96,7.94,6.77,0.45,16.27,28.68,0.21,1.1,0.25,1401.39
2001-01-27,Atlanta Hawks,87.59,34.2,78.39,0.44,2.99,8.82,0.36,31.21,69.57,0.45,16.2,20.83,0.79,11.7,31.87,43.57,17.82,7.21,4.6,16.98,22.02,97.6,100.03,89.82,0.27,0.11,0.5,48.66,51.87,7.99,6.88,0.46,16.24,28.92,0.21,1.14,0.26,1388.25
2001-01-29,Atlanta Hawks,88.31,34.91,79.11,0.44,2.99,8.44,0.38,31.92,70.66,0.45,15.51,19.91,0.79,11.83,31.62,43.45,18.34,7.43,4.9,16.74,21.78,98.43,99.99,89.79,0.26,0.11,0.5,48.9,52.28,8.24,7.25,0.46,16.0,29.2,0.2,1.19,0.26,1422.51
2001-01-31,Atlanta Hawks,87.83,34.69,79.17,0.44,2.84,8.12,0.37,31.86,71.05,0.45,15.61,19.86,0.8,11.8,32.1,43.9,18.17,7.45,4.82,17.17,21.68,97.33,99.55,90.37,0.26,0.1,0.5,48.6,52.08,8.2,7.14,0.46,16.32,28.98,0.2,1.16,0.26,1412.86
2001-02-02,Atlanta Hawks,88.89,35.05,79.99,0.44,2.77,7.97,0.37,32.28,72.02,0.45,16.03,20.14,0.8,12.36,32.21,44.57,17.95,7.51,5.03,16.76,21.57,98.49,100.14,90.39,0.26,0.1,0.5,48.44,51.1,8.28,7.36,0.46,15.87,29.84,0.2,1.17,0.25,1424.51
2001-02-03,Atlanta Hawks,88.28,35.0,79.84,0.44,2.58,7.77,0.35,32.42,72.06,0.45,15.69,19.86,0.79,11.99,32.25,44.24,17.82,7.52,4.94,16.6,21.66,97.93,100.2,90.26,0.25,0.1,0.5,48.97,50.81,8.31,7.29,0.45,15.78,28.9,0.2,1.16,0.25,1410.04
2001-02-05,Atlanta Hawks,87.76,34.85,80.1,0.43,2.5,7.66,0.34,32.35,72.44,0.45,15.56,19.6,0.8,12.11,32.35,44.46,17.69,7.55,5.05,16.66,22.05,97.24,100.29,90.4,0.25,0.1,0.49,49.27,50.66,8.32,7.43,0.45,15.81,28.91,0.2,1.15,0.25,1404.33
2001-02-06,Atlanta Hawks,87.51,34.77,80.49,0.43,2.53,7.66,0.34,32.24,72.84,0.44,15.45,19.73,0.79,12.48,32.6,45.08,17.79,7.62,4.84,16.53,21.88,96.99,100.29,90.35,0.25,0.1,0.49,48.79,51.05,8.4,7.13,0.45,15.64,29.33,0.19,1.16,0.26,1390.81
2001-02-08,Atlanta Hawks,87.31,34.46,79.94,0.43,2.63,7.96,0.34,31.83,71.98,0.44,15.76,20.08,0.79,12.47,32.78,45.25,17.81,7.61,4.81,17.22,22.33,96.5,100.13,90.62,0.26,0.1,0.49,48.45,51.66,8.37,7.08,0.45,16.23,29.62,0.2,1.13,0.25,1371.26
2001-02-13,Atlanta Hawks,87.14,34.43,79.94,0.43,2.62,8.05,0.34,31.81,71.89,0.44,15.66,19.98,0.79,12.43,32.67,45.1,17.96,7.31,4.82,17.22,21.92,96.37,100.95,90.55,0.25,0.1,0.49,48.6,52.17,8.05,7.05,0.45,16.24,29.47,0.2,1.13,0.26,1357.54
2001-02-14,Atlanta Hawks,87.46,34.54,80.2,0.43,2.48,7.71,0.33,32.06,72.48,0.44,15.89,20.67,0.78,12.5,32.54,45.04,18.11,7.39,5.23,16.92,21.81,96.35,101.05,90.9,0.26,0.1,0.49,48.74,52.42,8.11,7.6,0.45,15.93,29.35,0.2,1.16,0.26,1339.19
2001-02-17,Atlanta Hawks,88.27,34.74,80.76,0.43,2.64,7.66,0.36,32.11,73.1,0.44,16.15,20.92,0.78,12.89,32.42,45.31,18.3,7.31,5.28,16.69,21.92,97.0,101.77,91.1,0.26,0.1,0.49,48.67,52.65,8.01,7.67,0.45,15.65,29.75,0.2,1.19,0.26,1332.79
2001-02-18,Atlanta Hawks,89.08,35.13,80.78,0.44,2.87,7.9,0.37,32.26,72.87,0.44,15.94,20.68,0.78,12.78,32.44,45.22,18.96,7.18,5.42,16.77,21.68,97.67,101.7,91.28,0.26,0.1,0.5,48.23,53.76,7.86,7.78,0.45,15.73,29.85,0.2,1.22,0.27,1349.02
2001-02-20,Atlanta Hawks,89.75,35.35,80.87,0.44,3.15,8.08,0.39,32.21,72.79,0.44,15.9,20.41,0.79,12.53,32.79,45.32,19.1,7.35,5.57,16.97,21.93,97.9,101.3,91.74,0.26,0.1,0.5,48.65,53.79,8.0,7.91,0.46,15.89,29.29,0.2,1.21,0.27,1374.02
2001-02-23,Atlanta Hawks,89.21,35.06,80.81,0.43,3.14,8.32,0.38,31.92,72.49,0.44,15.95,20.43,0.79,12.41,32.96,45.37,18.83,7.22,5.9,17.0,21.06,97.29,101.42,91.76,0.26,0.1,0.5,49.08,53.42,7.85,8.22,0.45,15.92,28.94,0.2,1.19,0.26,1370.57
2001-02-24,Atlanta Hawks,90.37,35.59,81.59,0.44,3.14,8.5,0.38,32.46,73.09,0.44,16.04,20.27,0.8,12.23,32.78,45.01,18.72,7.09,5.77,16.78,20.93,97.93,102.12,92.3,0.25,0.11,0.5,49.41,52.56,7.68,8.03,0.46,15.65,28.54,0.2,1.19,0.26,1365.74
2001-02-26,Atlanta Hawks,89.79,35.36,82.14,0.43,3.14,8.5,0.37,32.22,73.65,0.44,15.94,20.32,0.79,12.33,32.92,45.26,18.97,7.07,5.87,16.65,20.98,97.05,101.36,92.55,0.25,0.1,0.49,49.67,53.72,7.63,8.31,0.45,15.47,28.26,0.2,1.22,0.27,1358.83
2001-02-28,Atlanta Hawks,89.39,35.16,81.49,0.43,3.04,8.33,0.37,32.12,73.16,0.44,16.03,20.89,0.78,12.47,32.62,45.08,18.5,7.44,5.72,17.23,21.14,96.47,101.48,92.72,0.26,0.1,0.49,49.69,52.59,8.01,8.12,0.45,15.98,28.41,0.2,1.17,0.26,1356.28
2001-03-02,Atlanta Hawks,89.39,34.93,81.54,0.43,3.11,8.56,0.37,31.82,72.98,0.44,16.41,21.23,0.78,12.37,32.28,44.65,18.53,7.46,5.44,16.87,21.09,96.45,101.69,92.72,0.26,0.11,0.49,50.24,53.06,8.04,7.71,0.45,15.66,28.06,0.2,1.19,0.26,1348.79
2001-03-03,Atlanta Hawks,90.08,35.22,81.7,0.43,3.35,9.06,0.37,31.86,72.64,0.44,16.29,21.36,0.77,12.45,32.04,44.49,18.78,7.39,5.3,16.76,21.44,97.15,102.39,92.76,0.26,0.11,0.49,49.92,53.3,7.96,7.54,0.45,15.54,28.32,0.2,1.21,0.26,1339.35
2001-03-05,Atlanta Hawks,90.21,35.13,81.53,0.43,3.47,9.03,0.39,31.66,72.5,0.44,16.48,21.44,0.78,11.92,31.75,43.67,18.96,7.36,5.28,16.39,21.65,97.22,104.32,92.84,0.27,0.11,0.5,50.85,53.94,7.92,7.48,0.45,15.25,27.03,0.2,1.26,0.27,1336.8
2001-03-07,Atlanta Hawks,90.77,34.74,80.63,0.43,3.57,9.14,0.39,31.17,71.49,0.44,17.73,22.78,0.78,11.93,31.18,43.11,18.91,7.29,5.09,16.7,21.84,97.83,105.28,92.83,0.29,0.11,0.5,50.96,54.52,7.85,7.21,0.45,15.54,27.3,0.22,1.23,0.27,1332.46
2001-03-09,Atlanta Hawks,91.38,35.1,81.25,0.43,3.73,9.91,0.38,31.37,71.34,0.44,17.45,22.57,0.77,12.18,31.14,43.32,19.34,7.35,4.99,16.66,22.37,98.3,105.68,92.99,0.28,0.12,0.5,50.85,55.15,7.9,7.16,0.46,15.43,27.77,0.22,1.25,0.27,1324.72
2001-03-10,Atlanta Hawks,92.31,35.46,81.52,0.43,3.78,10.03,0.38,31.68,71.49,0.44,17.6,22.85,0.77,12.38,30.91,43.3,19.62,7.34,5.09,16.43,22.13,99.31,106.53,92.99,0.29,0.12,0.5,50.93,55.35,7.89,7.2,0.46,15.21,28.19,0.22,1.29,0.27,1322.62
2001-03-13,Atlanta Hawks,92.37,35.5,81.82,0.43,4.07,10.54,0.39,31.42,71.28,0.44,17.3,22.69,0.76,12.58,30.83,43.41,19.4,7.51,4.96,16.4,21.59,99.37,105.93,93.0,0.28,0.13,0.5,50.99,54.71,8.07,7.04,0.46,15.14,28.39,0.22,1.27,0.27,1331.35
2001-03-16,Atlanta Hawks,93.58,36.05,82.45,0.44,4.23,10.81,0.39,31.82,71.64,0.44,17.26,23.13,0.75,13.21,30.66,43.86,19.83,7.48,4.84,16.05,21.51,100.86,106.33,92.85,0.28,0.13,0.51,50.39,55.04,8.05,6.88,0.46,14.78,29.46,0.21,1.33,0.27,1341.56
2001-03-17,Atlanta Hawks,93.72,36.18,82.88,0.44,4.46,11.44,0.39,31.72,71.44,0.44,16.9,22.79,0.74,13.03,30.52,43.55,19.91,7.57,4.73,16.12,22.2,100.69,106.2,93.13,0.28,0.14,0.5,50.46,55.05,8.13,6.79,0.46,14.79,29.13,0.21,1.32,0.27,1328.94
2001-03-19,Atlanta Hawks,93.37,36.13,83.07,0.43,4.64,11.67,0.4,31.49,71.4,0.44,16.48,22.36,0.74,13.08,30.66,43.75,20.05,7.3,4.51,16.09,22.22,100.27,106.77,93.17,0.27,0.14,0.5,50.55,55.5,7.82,6.46,0.46,14.76,29.0,0.2,1.33,0.28,1301.83
2001-03-22,Atlanta Hawks,94.45,36.42,83.17,0.44,4.96,12.22,0.4,31.46,70.95,0.44,16.65,22.51,0.74,12.91,29.7,42.61,20.23,7.73,4.43,15.54,22.48,101.69,107.56,92.94,0.27,0.15,0.51,51.49,55.56,8.32,6.35,0.47,14.3,28.73,0.2,1.41,0.28,1317.7
2001-03-23,Atlanta Hawks,94.76,36.48,83.15,0.44,4.98,12.46,0.4,31.5,70.68,0.45,16.81,22.45,0.75,12.69,29.03,41.72,20.08,7.93,4.37,15.29,22.33,102.09,108.72,92.89,0.27,0.15,0.51,51.84,55.07,8.55,6.37,0.47,14.09,28.3,0.21,1.42,0.28,1314.41
2001-03-25,Atlanta Hawks,94.33,36.26,84.23,0.43,4.97,12.69,0.39,31.29,71.54,0.44,16.84,22.31,0.76,12.77,29.23,42.0,20.11,7.93,4.62,15.36,22.29,100.93,108.72,93.66,0.27,0.15,0.5,51.89,55.53,8.48,6.69,0.46,14.03,28.19,0.2,1.41,0.28,1310.89
2001-03-27,Atlanta Hawks,94.68,36.41,84.01,0.43,5.07,13.03,0.39,31.33,70.98,0.44,16.8,22.21,0.76,12.85,28.97,41.82,20.56,7.73,4.36,15.59,22.2,101.64,109.38,93.36,0.27,0.15,0.51,51.85,56.51,8.28,6.33,0.46,14.25,28.54,0.2,1.41,0.28,1306.45
2001-03-29,Atlanta Hawks,95.98,36.75,83.85,0.44,5.48,13.53,0.4,31.27,70.32,0.45,16.99,22.61,0.75,12.75,29.36,42.11,20.87,7.4,4.51,15.83,22.41,102.47,109.86,93.2,0.27,0.16,0.51,51.67,56.78,7.91,6.54,0.47,14.43,28.59,0.21,1.41,0.28,1298.05
2001-03-31,Atlanta Hawks,96.64,37.25,84.25,0.44,5.73,13.63,0.42,31.52,70.62,0.45,16.41,21.79,0.76,12.76,29.53,42.29,21.37,7.17,4.48,15.32,21.96,103.67,109.76,92.83,0.26,0.16,0.52,51.31,57.27,7.69,6.55,0.48,14.01,28.72,0.2,1.51,0.29,1326.51
2001-04-05,Atlanta Hawks,96.93,37.73,84.74,0.45,5.64,13.95,0.41,32.09,70.8,0.45,15.84,21.28,0.74,12.98,29.88,42.86,21.95,7.41,4.32,15.27,21.57,103.97,108.73,92.88,0.26,0.16,0.52,51.0,57.97,7.95,6.3,0.48,13.93,29.17,0.19,1.54,0.29,1353.77
2001-04-07,Atlanta Hawks,96.8,37.69,84.71,0.45,5.52,13.86,0.4,32.17,70.85,0.46,15.89,21.31,0.74,12.85,30.46,43.31,21.7,7.31,4.43,15.68,22.01,103.34,108.72,93.4,0.26,0.16,0.52,50.63,57.37,7.81,6.46,0.48,14.24,28.95,0.19,1.5,0.29,1349.43
2001-04-09,Atlanta Hawks,96.8,37.85,84.87,0.45,5.3,13.82,0.38,32.55,71.06,0.46,15.81,21.15,0.75,12.53,30.34,42.87,21.59,7.5,4.57,15.34,21.81,103.22,109.18,93.52,0.25,0.16,0.51,51.34,56.89,8.0,6.62,0.48,13.96,28.26,0.19,1.53,0.29,1341.61
2001-04-11,Atlanta Hawks,94.92,37.15,85.51,0.44,5.01,13.6,0.36,32.14,71.91,0.45,15.6,21.0,0.74,12.57,30.68,43.25,21.21,7.89,4.37,15.5,22.06,100.87,107.39,93.99,0.25,0.16,0.5,51.8,57.01,8.36,6.36,0.47,14.0,27.81,0.19,1.49,0.29,1327.59
2001-04-13,Atlanta Hawks,95.69,37.47,85.58,0.44,4.99,13.66,0.36,32.48,71.91,0.45,15.76,21.19,0.74,12.89,30.13,43.02,21.52,7.88,4.5,15.34,22.48,102.11,108.01,93.66,0.25,0.16,0.51,51.16,57.32,8.39,6.61,0.47,13.87,28.98,0.19,1.52,0.29,1341.74
2001-04-14,Atlanta Hawks,93.87,36.8,84.69,0.44,4.82,13.45,0.35,31.98,71.24,0.45,15.44,20.6,0.75,12.79,29.57,42.36,21.17,7.86,4.33,15.75,22.41,100.5,108.66,93.23,0.25,0.16,0.5,51.49,57.43,8.4,6.38,0.46,14.39,28.83,0.19,1.47,0.29,1328.52
2001-04-16,Atlanta Hawks,95.74,37.34,85.41,0.44,4.73,13.52,0.34,32.61,71.89,0.45,16.33,21.8,0.75,12.96,29.93,42.89,21.74,8.1,4.37,15.91,23.35,100.93,108.84,93.89,0.26,0.16,0.5,51.48,58.03,8.51,6.37,0.47,14.36,28.85,0.19,1.48,0.29,1314.89
