1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,Chicago,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Memphis
12:00.0,Jump ball: M. Buzelis vs. O. Prosper (L. Miller gains possession),Jump ball: M. Buzelis vs. O. Prosper (L. Miller gains possession),Jump ball: M. Buzelis vs. O. Prosper (L. Miller gains possession),Jump ball: M. Buzelis vs. O. Prosper (L. Miller gains possession),Jump ball: M. Buzelis vs. O. Prosper (L. Miller gains possession)
4:28.0,L. Olbrich enters the game for L. Miller,,77-84,,
4:13.0,Turnover by M. Buzelis (lost ball; steal by A. Bal),,77-84,,
4:10.0,,,77-84,,A. Bal misses 2-pt layup from 2 ft
4:07.0,Defensive rebound by M. Buzelis,,77-84,,
4:00.0,C. Sexton misses 2-pt jump shot from 5 ft,,77-84,,
3:56.0,Offensive rebound by R. Dillingham,,77-84,,
3:54.0,Turnover by R. Dillingham (bad pass; steal by T. Burton),,77-84,,
3:41.0,,,77-84,,D. Jarreau misses 2-pt layup from 3 ft
3:39.0,Defensive rebound by M. Buzelis,,77-84,,
3:36.0,M. Buzelis misses 2-pt layup from 4 ft,,77-84,,
3:35.0,Offensive rebound by M. Buzelis,,77-84,,
3:35.0,M. Buzelis makes 2-pt layup at rim,+2,79-84,,
3:28.0,,,79-86,+2,D. Jarreau makes 2-pt dunk from 1 ft (assist by W. Clayton)
3:23.0,Personal take foul by D. Jarreau (drawn by C. Sexton),,79-86,,
3:23.0,C. Sexton makes free throw 1 of 2,+1,80-86,,
3:23.0,J. Giddey enters the game for M. Buzelis,,80-86,,
3:23.0,,,80-86,,R. Rupert enters the game for D. Jarreau
3:23.0,C. Sexton makes free throw 2 of 2,+1,81-86,,
3:02.0,,,81-86,,A. Bal misses 2-pt jump shot from 4 ft
2:59.0,Defensive rebound by P. Williams,,81-86,,
2:49.0,R. Dillingham makes 3-pt jump shot from 23 ft (assist by L. Olbrich),+3,84-86,,
2:26.0,,,84-88,+2,J. Mashack makes 2-pt jump shot from 3 ft (assist by A. Bal)
2:09.0,J. Giddey misses 2-pt jump shot from 12 ft,,84-88,,
2:08.0,,,84-88,,Defensive rebound by T. Burton
2:00.0,,,84-88,,W. Clayton misses 3-pt jump shot from 26 ft
1:56.0,Defensive rebound by R. Dillingham,,84-88,,
1:51.0,Turnover by R. Dillingham (bad pass; steal by A. Bal),,84-88,,
1:46.0,,,84-90,+2,T. Burton makes 2-pt layup from 2 ft
1:46.0,,,84-90,,Shooting foul by L. Olbrich (drawn by T. Burton)
1:46.0,,,84-90,,Memphis full timeout
1:46.0,T. Jones enters the game for C. Sexton,,84-90,,
1:46.0,,,84-91,+1,T. Burton makes free throw 1 of 1
1:33.0,Personal foul by W. Clayton (drawn by L. Olbrich),,84-91,,
1:33.0,L. Olbrich makes free throw 1 of 2,+1,85-91,,
1:33.0,L. Olbrich makes free throw 2 of 2,+1,86-91,,
1:13.0,,,86-91,,R. Rupert misses 2-pt jump shot from 22 ft
1:10.0,Defensive rebound by T. Jones,,86-91,,
1:07.0,P. Williams misses 3-pt jump shot from 25 ft,,86-91,,
1:04.0,Offensive rebound by T. Jones,,86-91,,
1:01.0,J. Giddey misses 3-pt jump shot from 26 ft,,86-91,,
0:58.0,,,86-91,,Defensive rebound by T. Burton
0:51.0,,,86-93,+2,J. Mashack makes 2-pt layup from 3 ft (assist by T. Burton)
0:51.0,,,86-93,,Shooting foul by J. Giddey (drawn by J. Mashack)
0:51.0,,,86-93,,C. Coward enters the game for A. Bal
0:51.0,,,86-93,,G. Jackson enters the game for T. Burton
0:51.0,,,86-94,+1,J. Mashack makes free throw 1 of 1
0:37.0,R. Dillingham misses 3-pt jump shot from 23 ft,,86-94,,
0:35.0,Offensive rebound by Team,,86-94,,
0:35.0,Chicago full timeout,,86-94,,
0:34.0,T. Jones makes 2-pt layup from 3 ft (assist by J. Giddey),+2,88-94,,
0:12.0,,,88-96,+2,C. Coward makes 2-pt jump shot from 12 ft
0:09.0,Offensive foul by L. Olbrich (drawn by G. Jackson),,88-96,,
0:09.0,Turnover by L. Olbrich (offensive foul),,88-96,,
0:00.0,,,88-98,+2,C. Coward makes 2-pt jump shot from 10 ft (assist by R. Rupert)
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q
Time,Chicago,,Score,,Memphis
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter
11:39.0,I. Okoro misses 2-pt layup from 3 ft,,88-98,,
11:37.0,Offensive rebound by L. Olbrich,,88-98,,
11:30.0,T. Jones makes 2-pt layup from 3 ft,+2,90-98,,
11:10.0,,,90-98,,G. Jackson misses 3-pt jump shot from 26 ft
11:07.0,Defensive rebound by T. Jones,,90-98,,
10:57.0,R. Dillingham makes 3-pt jump shot from 26 ft (assist by T. Jones),+3,93-98,,
10:45.0,,,93-98,,J. Small misses 3-pt jump shot from 25 ft
10:42.0,,,93-98,,Offensive rebound by O. Prosper
10:42.0,,,93-100,+2,O. Prosper makes 2-pt layup at rim
10:32.0,M. Buzelis misses 3-pt jump shot from 26 ft,,93-100,,
10:30.0,Offensive rebound by Team,,93-100,,
10:23.0,T. Jones makes 3-pt jump shot from 23 ft (assist by M. Buzelis),+3,96-100,,
10:05.0,,,96-100,,G. Jackson misses 3-pt jump shot from 26 ft
10:02.0,,,96-100,,Offensive rebound by C. Coward
10:02.0,,,96-102,+2,C. Coward makes 2-pt layup from 2 ft
10:02.0,,,96-102,,Shooting foul by M. Buzelis (drawn by C. Coward)
10:02.0,,,96-102,,T. Burton enters the game for G. Jackson
10:02.0,,,96-102,,C. Coward misses free throw 1 of 1
10:02.0,Defensive rebound by M. Buzelis,,96-102,,
9:54.0,,,96-102,,Memphis full timeout
9:54.0,,,96-102,,Instant Replay (Challenge: Ruling Stands)
9:54.0,,,96-102,,A. Bal enters the game for C. Coward
9:47.0,Turnover by R. Dillingham (bad pass; steal by J. Small),,96-102,,
9:39.0,,,96-105,+3,O. Prosper makes 3-pt jump shot from 23 ft (assist by T. Burton)
9:26.0,M. Buzelis makes 2-pt jump shot from 5 ft,+2,98-105,,
9:26.0,Shooting foul by R. Rupert (drawn by M. Buzelis),,98-105,,
9:26.0,L. Miller enters the game for R. Dillingham,,98-105,,
9:26.0,C. Sexton enters the game for L. Olbrich,,98-105,,
9:26.0,,,98-105,,W. Clayton enters the game for O. Prosper
9:26.0,,,98-105,,J. Mashack enters the game for J. Small
9:26.0,M. Buzelis makes free throw 1 of 1,+1,99-105,,
9:03.0,Jump ball: L. Miller vs. W. Clayton (T. Jones gains possession),Jump ball: L. Miller vs. W. Clayton (T. Jones gains possession),Jump ball: L. Miller vs. W. Clayton (T. Jones gains possession),Jump ball: L. Miller vs. W. Clayton (T. Jones gains possession),Jump ball: L. Miller vs. W. Clayton (T. Jones gains possession)
9:03.0,,,99-105,,Turnover by W. Clayton (lost ball; steal by L. Miller)
8:51.0,C. Sexton makes 3-pt jump shot from 26 ft (assist by T. Jones),+3,102-105,,
8:27.0,,,102-105,,T. Burton misses 2-pt jump shot from 4 ft
8:25.0,Defensive rebound by M. Buzelis,,102-105,,
8:18.0,Personal foul by R. Rupert (drawn by M. Buzelis),,102-105,,
8:18.0,,,102-105,,D. Jarreau enters the game for R. Rupert
8:11.0,C. Sexton misses 2-pt jump shot from 4 ft,,102-105,,
8:09.0,Offensive rebound by L. Miller,,102-105,,
8:09.0,Shooting foul by T. Burton (drawn by L. Miller),,102-105,,
8:09.0,L. Miller makes free throw 1 of 2,+1,103-105,,
8:09.0,L. Miller misses free throw 2 of 2,,103-105,,
8:09.0,,,103-105,,Defensive rebound by Team
7:50.0,,,103-105,,A. Bal misses 2-pt layup from 3 ft (block by I. Okoro)
7:50.0,,,103-105,,Offensive rebound by Team
7:47.0,,,103-105,,Turnover by W. Clayton (lost ball; steal by C. Sexton)
7:43.0,M. Buzelis makes 2-pt dunk from 2 ft (assist by T. Jones),+2,105-105,,
7:24.0,,,105-105,,D. Jarreau misses 2-pt layup from 2 ft (block by I. Okoro)
7:22.0,,,105-105,,Offensive rebound by Team
7:20.0,,,105-105,,W. Clayton misses 3-pt jump shot from 25 ft
7:17.0,Defensive rebound by L. Miller,,105-105,,
7:11.0,Turnover by T. Jones (out of bounds lost ball),,105-105,,
6:52.0,,,105-105,,T. Burton misses 3-pt jump shot from 25 ft
6:48.0,Defensive rebound by T. Jones,,105-105,,
6:42.0,C. Sexton makes 2-pt layup from 3 ft (assist by T. Jones),+2,107-105,,
6:22.0,,,107-105,,A. Bal misses 3-pt jump shot from 25 ft
6:19.0,Defensive rebound by C. Sexton,,107-105,,
6:18.0,Shooting foul by A. Bal (drawn by M. Buzelis),,107-105,,
6:18.0,,,107-105,,Memphis full timeout
6:18.0,J. Giddey enters the game for T. Jones,,107-105,,
6:18.0,,,107-105,,G. Jackson enters the game for D. Jarreau
6:18.0,M. Buzelis makes free throw 1 of 2,+1,108-105,,
6:18.0,M. Buzelis makes free throw 2 of 2,+1,109-105,,
6:05.0,,,109-107,+2,G. Jackson makes 2-pt layup from 3 ft
5:50.0,Turnover by C. Sexton (traveling),,109-107,,
5:42.0,,,109-107,,Shooting foul by I. Okoro (drawn by G. Jackson)
5:42.0,,,109-108,+1,G. Jackson makes free throw 1 of 2
5:42.0,,,109-109,+1,G. Jackson makes free throw 2 of 2
5:18.0,I. Okoro makes 2-pt layup from 3 ft,+2,111-109,,
4:53.0,,,111-111,+2,J. Mashack makes 2-pt layup from 3 ft (assist by A. Bal)
4:40.0,Shooting foul by A. Bal (drawn by C. Sexton),,111-111,,
4:40.0,C. Sexton misses free throw 1 of 2,,111-111,,
4:40.0,Offensive rebound by Team,,111-111,,
4:40.0,C. Sexton makes free throw 2 of 2,+1,112-111,,
4:27.0,,,112-111,,Shooting foul by I. Okoro (drawn by G. Jackson)
4:27.0,,,112-112,+1,G. Jackson makes free throw 1 of 2
4:27.0,T. Jones enters the game for I. Okoro,,112-112,,
4:27.0,,,112-113,+1,G. Jackson makes free throw 2 of 2
4:11.0,Turnover by M. Buzelis (bad pass; steal by J. Mashack),,112-113,,
4:06.0,,,112-113,,J. Mashack misses 2-pt layup from 4 ft
4:03.0,Defensive rebound by J. Giddey,,112-113,,
3:52.0,Shooting foul by W. Clayton (drawn by C. Sexton),,112-113,,
3:52.0,C. Sexton makes free throw 1 of 2,+1,113-113,,
3:52.0,C. Sexton makes free throw 2 of 2,+1,114-113,,
3:36.0,,,114-113,,G. Jackson misses 3-pt jump shot from 25 ft
3:32.0,Defensive rebound by J. Giddey,,114-113,,
3:24.0,M. Buzelis misses 2-pt layup from 4 ft,,114-113,,
3:21.0,,,114-113,,Defensive rebound by A. Bal
3:17.0,,,114-113,,Turnover by J. Mashack (bad pass; steal by J. Giddey)
3:17.0,Chicago full timeout,,114-113,,
3:17.0,I. Okoro enters the game for L. Miller,,114-113,,
3:17.0,,,114-113,,C. Coward enters the game for T. Burton
3:17.0,,,114-113,,R. Rupert enters the game for G. Jackson
3:01.0,M. Buzelis misses 3-pt jump shot from 25 ft,,114-113,,
2:59.0,,,114-113,,Defensive rebound by C. Coward
2:58.0,,,114-113,,Personal foul by J. Giddey (drawn by C. Coward)
2:39.0,,,114-113,,W. Clayton misses 2-pt layup from 3 ft
2:36.0,Defensive rebound by I. Okoro,,114-113,,
2:28.0,C. Sexton misses 3-pt jump shot from 27 ft,,114-113,,
2:26.0,Offensive rebound by Team,,114-113,,
2:17.0,M. Buzelis misses 2-pt layup from 3 ft,,114-113,,
2:15.0,,,114-113,,Defensive rebound by R. Rupert
1:56.0,,,114-116,+3,A. Bal makes 3-pt jump shot from 23 ft (assist by J. Mashack)
1:49.0,J. Giddey makes 2-pt layup from 3 ft,+2,116-116,,
1:27.0,,,116-118,+2,C. Coward makes 2-pt layup from 2 ft
1:07.0,Turnover by J. Giddey (lost ball; steal by W. Clayton),,116-118,,
1:04.0,,,116-120,+2,J. Mashack makes 2-pt layup from 3 ft (assist by W. Clayton)
1:04.0,Chicago full timeout,,116-120,,
1:01.0,T. Jones makes 2-pt layup from 4 ft (assist by J. Giddey),+2,118-120,,
0:43.0,,,118-120,,Offensive foul by C. Coward (drawn by C. Sexton)
0:43.0,,,118-120,,Turnover by C. Coward (offensive foul)
0:32.0,T. Jones makes 2-pt layup from 3 ft,+2,120-120,,
0:15.0,,,120-123,+3,W. Clayton makes 3-pt jump shot from 26 ft (assist by C. Coward)
0:15.0,Chicago full timeout,,120-123,,
0:07.0,J. Giddey makes 2-pt dunk from 1 ft (assist by T. Jones),+2,122-123,,
0:06.0,,,122-123,,Personal foul by C. Sexton (drawn by C. Coward)
0:06.0,,,122-124,+1,C. Coward makes free throw 1 of 2
0:06.0,,,122-125,+1,C. Coward makes free throw 2 of 2
0:04.0,Personal take foul by R. Rupert (drawn by J. Giddey),,122-125,,
0:04.0,,,122-125,,G. Jackson enters the game for R. Rupert
0:04.0,J. Giddey makes free throw 1 of 2,+1,123-125,,
0:04.0,J. Giddey makes free throw 2 of 2,+1,124-125,,
0:04.0,,,124-125,,Memphis full timeout
0:02.0,,,124-125,,Turnover by C. Coward (bad pass; steal by T. Jones)
0:00.0,,,124-125,,Instant Replay (Request: Ruling Stands)
0:00.0,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter
