style,tip
top:288px;left:205px;,"1st quarter, 11:17.0 remaining<br>Noah Clowney made 3-pointer from 26 ft<br>Brooklyn now leads 3-2"
top:213px;left:62px;,"1st quarter, 10:52.0 remaining<br>Terance Mann made 3-pointer from 26 ft<br>Brooklyn now leads 6-2"
top:29px;left:12px;,"1st quarter, 10:34.0 remaining<br>Nolan Traor̩ missed 3-pointer from 23 ft<br>Brooklyn leads 6-2"
top:113px;left:11px;,"1st quarter, 10:11.0 remaining<br>Drake Powell made 3-pointer from 24 ft<br>Brooklyn now leads 9-2"
top:48px;left:243px;,"1st quarter, 9:47.0 remaining<br>Noah Clowney missed 2-pointer from 2 ft<br>Brooklyn leads 9-2"
top:41px;left:271px;,"1st quarter, 9:23.0 remaining<br>Nolan Traor̩ made 2-pointer from 3 ft<br>Brooklyn now leads 11-4"
top:43px;left:259px;,"1st quarter, 8:36.0 remaining<br>Nolan Traor̩ made 2-pointer from 2 ft<br>Brooklyn now leads 13-6"
top:70px;left:282px;,"1st quarter, 7:58.0 remaining<br>Noah Clowney missed 2-pointer from 6 ft<br>Brooklyn leads 13-6"
top:187px;left:44px;,"1st quarter, 7:40.0 remaining<br>Nolan Traor̩ missed 3-pointer from 25 ft<br>Brooklyn leads 13-6"
top:47px;left:254px;,"1st quarter, 6:37.0 remaining<br>Nic Claxton made 2-pointer from 2 ft<br>Brooklyn now leads 17-8"
top:178px;left:359px;,"1st quarter, 6:02.0 remaining<br>Noah Clowney missed 2-pointer from 19 ft<br>Brooklyn leads 17-8"
top:27px;left:10px;,"1st quarter, 4:41.0 remaining<br>Tyson Etienne made 3-pointer from 23 ft<br>Brooklyn now leads 20-10"
top:64px;left:263px;,"1st quarter, 4:16.0 remaining<br>E.J. Liddell missed 2-pointer from 4 ft<br>Brooklyn leads 20-10"
top:30px;left:240px;,"1st quarter, 4:13.0 remaining<br>Ben Saraf made 2-pointer from 0 ft<br>Brooklyn now leads 22-10"
top:273px;left:322px;,"1st quarter, 3:33.0 remaining<br>E.J. Liddell missed 3-pointer from 26 ft<br>Brooklyn leads 22-13"
top:43px;left:244px;,"1st quarter, 3:04.0 remaining<br>Ochai Agbaji made 2-pointer from 1 ft<br>Brooklyn now leads 24-14"
top:275px;left:278px;,"1st quarter, 2:30.0 remaining<br>E.J. Liddell missed 3-pointer from 25 ft<br>Brooklyn leads 24-16"
top:251px;left:106px;,"1st quarter, 2:25.0 remaining<br>Ochai Agbaji made 3-pointer from 26 ft<br>Brooklyn now leads 27-16"
top:34px;left:217px;,"1st quarter, 1:58.0 remaining<br>Ben Saraf made 2-pointer from 2 ft<br>Brooklyn now leads 29-16"
top:122px;left:260px;,"1st quarter, 1:27.0 remaining<br>Malachi Smith missed 2-pointer from 9 ft<br>Brooklyn leads 29-16"
top:41px;left:259px;,"1st quarter, 1:14.0 remaining<br>Ben Saraf missed 2-pointer from 2 ft<br>Brooklyn leads 29-16"
