1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,Sacramento,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Brooklyn
12:00.0,Jump ball: M. Raynaud vs. N. Claxton (P. Achiuwa gains possession),Jump ball: M. Raynaud vs. N. Claxton (P. Achiuwa gains possession),Jump ball: M. Raynaud vs. N. Claxton (P. Achiuwa gains possession),Jump ball: M. Raynaud vs. N. Claxton (P. Achiuwa gains possession),Jump ball: M. Raynaud vs. N. Claxton (P. Achiuwa gains possession)
4:59.0,K. Hayes misses 2-pt layup from 4 ft,,8-17,,
4:55.0,Offensive rebound by N. Clifford,,8-17,,
4:54.0,M. Raynaud makes 2-pt dunk from 3 ft (assist by N. Clifford),+2,10-17,,
4:41.0,,,10-20,+3,T. Etienne makes 3-pt jump shot from 23 ft (assist by B. Saraf)
4:24.0,Turnover by D. McDermott (bad pass; steal by T. Etienne),,10-20,,
4:16.0,,,10-20,,E. Liddell misses 2-pt layup from 4 ft
4:13.0,,,10-20,,Offensive rebound by B. Saraf
4:13.0,,,10-22,+2,B. Saraf makes 2-pt layup at rim
4:01.0,K. Hayes misses 2-pt jump shot from 11 ft,,10-22,,
4:01.0,Offensive rebound by M. Raynaud,,10-22,,
3:55.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by M. Raynaud),+3,13-22,,
3:33.0,,,13-22,,E. Liddell misses 3-pt jump shot from 26 ft
3:31.0,Defensive rebound by K. Hayes,,13-22,,
3:20.0,Shooting foul by E. Liddell (drawn by M. Raynaud),,13-22,,
3:20.0,M. Raynaud makes free throw 1 of 2,+1,14-22,,
3:20.0,M. Raynaud misses free throw 2 of 2,,14-22,,
3:15.0,,,14-22,,Defensive rebound by M. Smith
3:04.0,,,14-24,+2,O. Agbaji makes 2-pt dunk from 1 ft (assist by E. Liddell)
2:44.0,N. Clifford makes 2-pt jump shot from 16 ft (assist by K. Hayes),+2,16-24,,
2:30.0,,,16-24,,E. Liddell misses 3-pt jump shot from 25 ft
2:27.0,,,16-24,,Offensive rebound by B. Saraf
2:25.0,,,16-27,+3,O. Agbaji makes 3-pt jump shot from 26 ft (assist by B. Saraf)
2:06.0,M. Raynaud misses 2-pt hook shot from 8 ft,,16-27,,
2:04.0,,,16-27,,Defensive rebound by B. Saraf
1:58.0,,,16-29,+2,B. Saraf makes 2-pt layup from 2 ft
1:58.0,Sacramento full timeout,,16-29,,
1:58.0,D. Cardwell enters the game for D. Jeffries,,16-29,,
1:58.0,D. Plowden enters the game for M. Raynaud,,16-29,,
1:35.0,D. Cardwell misses 2-pt hook shot from 10 ft,,16-29,,
1:33.0,,,16-29,,Defensive rebound by B. Saraf
1:27.0,,,16-29,,M. Smith misses 2-pt jump shot from 9 ft
1:24.0,,,16-29,,Offensive rebound by M. Smith
1:14.0,,,16-29,,B. Saraf misses 2-pt layup from 2 ft
1:13.0,Defensive rebound by D. Plowden,,16-29,,
0:52.0,N. Clifford makes 2-pt jump shot from 12 ft,+2,18-29,,
0:33.0,,,18-29,,O. Agbaji misses 2-pt jump shot from 5 ft
0:31.0,Defensive rebound by D. McDermott,,18-29,,
0:25.0,Turnover by N. Clifford (lost ball; steal by T. Etienne),,18-29,,
0:21.0,,,18-31,+2,O. Agbaji makes 2-pt layup from 2 ft (assist by T. Etienne)
0:06.0,K. Hayes misses 3-pt jump shot from 26 ft,,18-31,,
0:03.0,,,18-31,,Defensive rebound by Team
0:00.0,,,18-31,,B. Saraf misses 2-pt jump shot from 13 ft
0:00.0,,,18-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,End of 1st quarter,End of 1st quarter,End of 1st quarter,End of 1st quarter
2nd Q,2nd Q,2nd Q,2nd Q,2nd Q,2nd Q
Time,Sacramento,,Score,,Brooklyn
12:00.0,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter
11:41.0,,,18-31,,E. Liddell misses 3-pt jump shot from 25 ft
11:37.0,Defensive rebound by P. Achiuwa,,18-31,,
11:27.0,N. Clifford makes 2-pt jump shot from 10 ft,+2,20-31,,
11:15.0,,,20-31,,O. Agbaji misses 3-pt jump shot from 25 ft
11:11.0,,,20-31,,Offensive rebound by M. Smith
11:09.0,,,20-31,,M. Smith misses 2-pt layup from 2 ft (block by D. Cardwell)
11:09.0,,,20-31,,Offensive rebound by E. Liddell
11:06.0,,,20-33,+2,E. Liddell makes 2-pt dunk at rim
10:48.0,N. Clifford misses 3-pt jump shot from 25 ft,,20-33,,
10:46.0,,,20-33,,Defensive rebound by B. Saraf
10:36.0,,,20-33,,B. Saraf misses 2-pt dunk from 1 ft
10:33.0,Defensive rebound by D. Carter,,20-33,,
10:27.0,Turnover by D. Carter (bad pass; steal by N. Clowney),,20-33,,
10:23.0,,,20-35,+2,M. Smith makes 2-pt layup from 2 ft (assist by B. Saraf)
9:59.0,P. Achiuwa misses 2-pt jump shot from 11 ft,,20-35,,
9:58.0,,,20-35,,Defensive rebound by Team
9:45.0,,,20-38,+3,N. Clowney makes 3-pt jump shot from 26 ft (assist by M. Smith)
9:25.0,D. Plowden misses 3-pt jump shot from 26 ft,,20-38,,
9:22.0,,,20-38,,Defensive rebound by N. Clowney
9:12.0,,,20-38,,Shooting foul by D. Plowden (drawn by O. Agbaji)
9:12.0,,,20-39,+1,O. Agbaji makes free throw 1 of 2
9:12.0,,,20-40,+1,O. Agbaji makes free throw 2 of 2
8:51.0,Turnover by P. Achiuwa (lost ball; steal by M. Smith),,20-40,,
8:49.0,,,20-40,,Personal foul by P. Achiuwa (drawn by M. Smith)
8:42.0,,,20-43,+3,N. Clowney makes 3-pt jump shot from 25 ft
8:17.0,D. Plowden misses 3-pt jump shot from 25 ft,,20-43,,
8:12.0,,,20-43,,Defensive rebound by N. Clowney
8:06.0,,,20-43,,Shooting foul by D. Plowden (drawn by O. Agbaji)
8:06.0,Sacramento full timeout,,20-43,,
8:06.0,D. Jeffries enters the game for D. Plowden,,20-43,,
8:06.0,,,20-44,+1,O. Agbaji makes free throw 1 of 2
8:06.0,,,20-45,+1,O. Agbaji makes free throw 2 of 2
7:51.0,Shooting foul by E. Liddell (drawn by P. Achiuwa),,20-45,,
7:51.0,P. Achiuwa misses free throw 1 of 2,,20-45,,
7:51.0,Offensive rebound by Team,,20-45,,
7:51.0,P. Achiuwa makes free throw 2 of 2,+1,21-45,,
7:35.0,,,21-45,,N. Clowney misses 3-pt jump shot from 25 ft
7:31.0,Defensive rebound by N. Clifford,,21-45,,
7:26.0,N. Clifford misses 2-pt layup from 2 ft,,21-45,,
7:24.0,,,21-45,,Defensive rebound by N. Clowney
7:24.0,,,21-45,,Personal foul by P. Achiuwa (drawn by N. Clowney)
7:24.0,D. McDermott enters the game for D. Cardwell,,21-45,,
7:24.0,M. Raynaud enters the game for N. Clifford,,21-45,,
7:24.0,,,21-45,,N. Claxton enters the game for N. Clowney
7:24.0,,,21-45,,T. Etienne enters the game for E. Liddell
7:24.0,,,21-45,,T. Mann enters the game for M. Smith
7:07.0,,,21-45,,T. Etienne misses 3-pt jump shot from 27 ft
7:04.0,Defensive rebound by M. Raynaud,,21-45,,
7:01.0,Shooting foul by B. Saraf (drawn by D. Carter),,21-45,,
7:01.0,D. Carter makes free throw 1 of 2,+1,22-45,,
7:01.0,,,22-45,,N. Traor̩ enters the game for B. Saraf
7:01.0,D. Carter makes free throw 2 of 2,+1,23-45,,
6:43.0,,,23-48,+3,N. Traor̩ makes 3-pt jump shot from 26 ft (assist by T. Mann)
6:18.0,D. McDermott misses 3-pt jump shot from 25 ft,,23-48,,
6:14.0,,,23-48,,Defensive rebound by N. Claxton
6:09.0,,,23-50,+2,N. Claxton makes 2-pt layup from 3 ft
5:59.0,D. Jeffries makes 3-pt jump shot from 24 ft (assist by D. Carter),+3,26-50,,
5:48.0,,,26-50,,Personal foul by M. Raynaud (drawn by N. Claxton)
5:48.0,,,26-51,+1,N. Claxton makes free throw 1 of 2
5:48.0,,,26-51,,D. Powell enters the game for T. Etienne
5:48.0,,,26-52,+1,N. Claxton makes free throw 2 of 2
5:26.0,P. Achiuwa misses 2-pt layup from 4 ft,,26-52,,
5:23.0,,,26-52,,Defensive rebound by N. Claxton
5:20.0,,,26-52,,N. Traor̩ misses 3-pt jump shot from 23 ft
5:15.0,Defensive rebound by D. Carter,,26-52,,
5:13.0,Shooting foul by D. Powell (drawn by D. Carter),,26-52,,
5:13.0,D. Carter makes free throw 1 of 2,+1,27-52,,
5:13.0,D. Carter makes free throw 2 of 2,+1,28-52,,
5:05.0,,,28-52,,Personal foul by D. Carter (drawn by N. Traor̩)
5:05.0,,,28-52,,N. Traor̩ misses free throw 1 of 2
5:05.0,,,28-52,,Offensive rebound by Team
5:05.0,,,28-52,,T. Etienne enters the game for O. Agbaji
5:05.0,,,28-53,+1,N. Traor̩ makes free throw 2 of 2
4:51.0,D. Carter misses 3-pt jump shot from 27 ft,,28-53,,
4:45.0,Offensive rebound by D. Carter,,28-53,,
4:42.0,M. Raynaud misses 2-pt jump shot from 19 ft,,28-53,,
4:37.0,Offensive rebound by P. Achiuwa,,28-53,,
4:25.0,P. Achiuwa makes 2-pt layup from 2 ft,+2,30-53,,
4:12.0,,,30-53,,Turnover by T. Mann (lost ball; steal by D. Jeffries)
4:08.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by D. Carter),+3,33-53,,
3:49.0,,,33-56,+3,D. Powell makes 3-pt jump shot from 27 ft (assist by N. Claxton)
3:41.0,P. Achiuwa makes 2-pt layup from 2 ft,+2,35-56,,
3:41.0,Shooting foul by N. Traor̩ (drawn by P. Achiuwa),,35-56,,
3:41.0,N. Clifford enters the game for D. Carter,,35-56,,
3:41.0,P. Achiuwa makes free throw 1 of 1,+1,36-56,,
3:26.0,,,36-56,,T. Mann misses 3-pt jump shot from 26 ft
3:24.0,,,36-56,,Offensive rebound by T. Mann
3:17.0,,,36-58,+2,N. Traor̩ makes 2-pt layup from 1 ft (assist by T. Etienne)
2:58.0,D. Jeffries misses 3-pt jump shot from 23 ft,,36-58,,
2:57.0,Offensive rebound by Team,,36-58,,
2:57.0,,,36-58,,Loose ball foul by N. Claxton (drawn by M. Raynaud)
2:57.0,,,36-58,,Brooklyn full timeout
2:57.0,K. Hayes enters the game for P. Achiuwa,,36-58,,
2:57.0,M. Raynaud makes free throw 1 of 2,+1,37-58,,
2:57.0,M. Raynaud misses free throw 2 of 2,,37-58,,
2:54.0,,,37-58,,Defensive rebound by N. Traor̩
2:34.0,,,37-60,+2,N. Claxton makes 2-pt layup from 2 ft
2:34.0,,,37-60,,Shooting foul by N. Clifford (drawn by N. Claxton)
2:34.0,,,37-60,,N. Claxton misses free throw 1 of 1
2:32.0,Defensive rebound by M. Raynaud,,37-60,,
2:22.0,Shooting foul by T. Etienne (drawn by M. Raynaud),,37-60,,
2:22.0,M. Raynaud makes free throw 1 of 2,+1,38-60,,
2:22.0,M. Raynaud makes free throw 2 of 2,+1,39-60,,
2:11.0,,,39-60,,N. Claxton misses 2-pt layup from 3 ft
2:09.0,Defensive rebound by D. McDermott,,39-60,,
1:55.0,D. McDermott misses 3-pt jump shot from 25 ft,,39-60,,
1:51.0,Offensive rebound by Team,,39-60,,
1:48.0,Turnover by K. Hayes (bad pass; steal by T. Mann),,39-60,,
1:44.0,,,39-63,+3,T. Etienne makes 3-pt jump shot from 25 ft (assist by D. Powell)
1:29.0,M. Raynaud makes 2-pt layup at rim (assist by K. Hayes),+2,41-63,,
1:13.0,,,41-66,+3,T. Etienne makes 3-pt jump shot from 24 ft (assist by N. Traor̩)
1:02.0,N. Clifford misses 2-pt layup from 3 ft (block by N. Claxton),,41-66,,
1:02.0,Offensive rebound by Team,,41-66,,
1:02.0,Away from play foul by T. Mann (drawn by K. Hayes),,41-66,,
1:02.0,K. Hayes makes free throw 1 of 1,+1,42-66,,
1:00.0,Turnover by K. Hayes (bad pass; steal by T. Mann),,42-66,,
0:57.0,,,42-66,,T. Etienne misses 3-pt jump shot from 25 ft
0:53.0,Defensive rebound by N. Clifford,,42-66,,
0:37.0,D. Jeffries misses 2-pt layup from 2 ft,,42-66,,
0:33.0,Offensive rebound by M. Raynaud,,42-66,,
0:33.0,M. Raynaud misses 2-pt layup at rim,,42-66,,
0:33.0,,,42-66,,Defensive rebound by T. Mann
0:28.0,,,42-66,,N. Claxton misses 3-pt jump shot from 26 ft
0:28.0,Defensive rebound by K. Hayes,,42-66,,
0:04.0,D. McDermott makes 3-pt jump shot from 27 ft (assist by K. Hayes),+3,45-66,,
0:01.0,,,45-66,,Shooting foul by D. Jeffries (drawn by N. Traor̩)
0:01.0,,,45-67,+1,N. Traor̩ makes free throw 1 of 3
0:01.0,,,45-68,+1,N. Traor̩ makes free throw 2 of 3
0:01.0,,,45-68,,N. Traor̩ misses free throw 3 of 3
0:01.0,Defensive rebound by D. Jeffries,,45-68,,
0:00.0,Team misses heave shot,,45-68,,
0:00.0,Offensive rebound by Team,,45-68,,
0:00.0,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter
3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,3rd Q
Time,Sacramento,,Score,,Brooklyn
12:00.0,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter
11:43.0,,,45-68,,N. Clowney misses 3-pt jump shot from 26 ft
11:41.0,Defensive rebound by D. Carter,,45-68,,
11:19.0,P. Achiuwa misses 2-pt jump shot from 9 ft,,45-68,,
11:17.0,,,45-68,,Defensive rebound by N. Claxton
11:08.0,,,45-68,,N. Claxton misses 2-pt hook shot from 5 ft
11:05.0,Defensive rebound by N. Clifford,,45-68,,
10:57.0,D. Plowden misses 3-pt jump shot from 23 ft,,45-68,,
10:54.0,,,45-68,,Defensive rebound by N. Traor̩
10:45.0,,,45-68,,Turnover by N. Traor̩ (step out of bounds)
10:30.0,P. Achiuwa makes 2-pt layup from 1 ft (assist by N. Clifford),+2,47-68,,
10:15.0,,,47-71,+3,T. Mann makes 3-pt jump shot from 23 ft (assist by N. Traor̩)
9:58.0,N. Clifford makes 2-pt dunk from 1 ft (assist by M. Raynaud),+2,49-71,,
9:49.0,,,49-71,,Turnover by T. Mann (bad pass; steal by M. Raynaud)
9:42.0,P. Achiuwa makes 2-pt layup from 2 ft (assist by D. Carter),+2,51-71,,
9:26.0,,,51-71,,Personal foul by D. Plowden (drawn by N. Claxton)
9:20.0,,,51-71,,N. Traor̩ misses 3-pt jump shot from 27 ft
9:16.0,Defensive rebound by P. Achiuwa,,51-71,,
9:12.0,D. Carter misses 2-pt layup from 2 ft,,51-71,,
9:09.0,Offensive rebound by P. Achiuwa,,51-71,,
9:09.0,P. Achiuwa makes 2-pt layup at rim,+2,53-71,,
8:53.0,,,53-71,,Shooting foul by M. Raynaud (drawn by T. Mann)
8:53.0,,,53-72,+1,T. Mann makes free throw 1 of 2
8:53.0,,,53-73,+1,T. Mann makes free throw 2 of 2
8:36.0,D. Plowden misses 3-pt jump shot from 26 ft,,53-73,,
8:31.0,,,53-73,,Defensive rebound by N. Clowney
8:23.0,,,53-75,+2,N. Clowney makes 2-pt layup at rim (assist by T. Mann)
8:03.0,N. Clifford makes 2-pt layup from 5 ft (assist by D. Plowden),+2,55-75,,
7:43.0,,,55-77,+2,N. Clowney makes 2-pt hook shot from 9 ft
7:30.0,,,55-77,,Violation by Team (kicked ball)
7:27.0,Personal foul by N. Claxton (drawn by N. Clifford),,55-77,,
7:20.0,N. Clifford makes 2-pt layup from 1 ft,+2,57-77,,
7:13.0,,,57-77,,Turnover by T. Mann (bad pass; steal by D. Carter)
7:11.0,D. Carter makes 2-pt layup from 2 ft,+2,59-77,,
6:56.0,,,59-77,,Personal foul by N. Clifford (drawn by T. Mann)
6:56.0,,,59-77,,Brooklyn full timeout
6:40.0,,,59-79,+2,N. Claxton makes 2-pt hook shot from 3 ft (assist by T. Mann)
6:25.0,D. Plowden misses 3-pt jump shot from 27 ft,,59-79,,
6:21.0,,,59-79,,Defensive rebound by D. Powell
6:17.0,,,59-79,,Turnover by N. Traor̩ (traveling)
6:04.0,P. Achiuwa misses 3-pt jump shot from 24 ft,,59-79,,
6:02.0,,,59-79,,Defensive rebound by N. Clowney
5:53.0,,,59-79,,N. Clowney misses 3-pt jump shot from 25 ft
5:48.0,Defensive rebound by N. Clifford,,59-79,,
5:35.0,D. Carter makes 3-pt jump shot from 27 ft (assist by P. Achiuwa),+3,62-79,,
5:15.0,,,62-79,,Personal foul by D. Plowden (drawn by T. Mann)
5:15.0,D. Jeffries enters the game for D. Plowden,,62-79,,
5:15.0,,,62-79,,T. Etienne enters the game for D. Powell
5:15.0,,,62-79,,B. Saraf enters the game for N. Traor̩
5:07.0,,,62-79,,Shooting foul by N. Clifford (drawn by N. Clowney)
5:07.0,,,62-79,,N. Clowney misses free throw 1 of 2
5:07.0,,,62-79,,Offensive rebound by Team
5:07.0,D. Cardwell enters the game for N. Clifford,,62-79,,
5:07.0,D. McDermott enters the game for M. Raynaud,,62-79,,
5:07.0,,,62-79,,N. Clowney misses free throw 2 of 2
5:05.0,Defensive rebound by P. Achiuwa,,62-79,,
4:41.0,D. Jeffries misses 3-pt jump shot from 25 ft,,62-79,,
4:37.0,,,62-79,,Defensive rebound by N. Clowney
4:30.0,,,62-79,,N. Claxton misses 2-pt hook shot from 6 ft
4:26.0,,,62-79,,Offensive rebound by N. Claxton
4:24.0,,,62-79,,Turnover by B. Saraf (traveling)
4:24.0,K. Hayes enters the game for D. Carter,,62-79,,
4:10.0,D. McDermott misses 3-pt jump shot from 26 ft,,62-79,,
4:06.0,,,62-79,,Defensive rebound by N. Claxton
3:54.0,,,62-79,,Shooting foul by D. Jeffries (drawn by B. Saraf)
3:54.0,,,62-80,+1,B. Saraf makes free throw 1 of 2
3:54.0,,,62-81,+1,B. Saraf makes free throw 2 of 2
3:41.0,K. Hayes misses 2-pt layup from 1 ft (block by N. Clowney),,62-81,,
3:41.0,,,62-81,,Defensive rebound by Team
3:41.0,,,62-81,,O. Agbaji enters the game for T. Mann
3:41.0,,,62-81,,Brooklyn full timeout
3:41.0,,,62-81,,T. Mann enters the game for O. Agbaji
3:41.0,,,62-81,,Instant Replay (Challenge: Ruling Stands)
3:41.0,,,62-81,,O. Agbaji enters the game for T. Mann
3:28.0,,,62-81,,Turnover by N. Clowney (bad pass; steal by D. Jeffries)
3:26.0,Shooting foul by B. Saraf (drawn by D. Jeffries),,62-81,,
3:26.0,D. Jeffries makes free throw 1 of 2,+1,63-81,,
3:26.0,D. Jeffries makes free throw 2 of 2,+1,64-81,,
3:09.0,,,64-81,,Turnover by B. Saraf (bad pass; steal by P. Achiuwa)
3:04.0,P. Achiuwa misses 2-pt layup from 1 ft (block by N. Clowney),,64-81,,
3:04.0,Offensive rebound by Team,,64-81,,
3:04.0,,,64-81,,E. Liddell enters the game for N. Claxton
3:04.0,,,64-81,,M. Smith enters the game for N. Clowney
2:54.0,P. Achiuwa misses 2-pt layup from 3 ft (block by E. Liddell),,64-81,,
2:49.0,Offensive rebound by D. Cardwell,,64-81,,
2:49.0,D. Cardwell misses 2-pt layup from 1 ft,,64-81,,
2:47.0,,,64-81,,Defensive rebound by B. Saraf
2:44.0,,,64-81,,B. Saraf misses 2-pt layup from 2 ft (block by K. Hayes)
2:41.0,,,64-81,,Offensive rebound by B. Saraf
2:29.0,,,64-84,+3,M. Smith makes 3-pt jump shot from 25 ft (assist by T. Etienne)
2:04.0,K. Hayes misses 2-pt jump shot from 13 ft,,64-84,,
2:00.0,Offensive rebound by D. Cardwell,,64-84,,
2:00.0,D. Cardwell makes 2-pt layup at rim,+2,66-84,,
1:55.0,,,66-84,,Turnover by B. Saraf (step out of bounds)
1:55.0,N. Clifford enters the game for P. Achiuwa,,66-84,,
1:38.0,D. Jeffries misses 3-pt jump shot from 25 ft,,66-84,,
1:36.0,,,66-84,,Defensive rebound by Team
1:22.0,,,66-86,+2,B. Saraf makes 2-pt jump shot from 8 ft
1:07.0,Shooting foul by O. Agbaji (drawn by D. Jeffries),,66-86,,
1:07.0,,,66-86,,Brooklyn full timeout
1:07.0,,,66-86,,Instant Replay (Challenge: Ruling Stands)
1:07.0,D. Jeffries makes free throw 1 of 2,+1,67-86,,
1:07.0,D. Jeffries makes free throw 2 of 2,+1,68-86,,
0:51.0,,,68-86,,Turnover by M. Smith (out of bounds lost ball)
0:39.0,D. Cardwell makes 2-pt hook shot from 6 ft (assist by K. Hayes),+2,70-86,,
0:30.0,,,70-86,,Turnover by B. Saraf (traveling)
0:21.0,D. Jeffries makes 3-pt jump shot from 24 ft (assist by K. Hayes),+3,73-86,,
0:01.0,,,73-86,,B. Saraf misses 2-pt layup from 4 ft (block by D. Cardwell)
0:01.0,Defensive rebound by D. Cardwell,,73-86,,
0:00.0,Team misses heave shot,,73-86,,
0:00.0,Offensive rebound by Team,,73-86,,
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q
Time,Sacramento,,Score,,Brooklyn
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter
11:37.0,N. Clifford makes 2-pt jump shot from 6 ft,+2,75-86,,
11:14.0,,,75-88,+2,O. Agbaji makes 2-pt layup from 4 ft (assist by B. Saraf)
11:03.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by K. Hayes),+3,78-88,,
10:53.0,,,78-88,,Personal foul by D. Jeffries (drawn by E. Liddell)
10:53.0,Personal foul by E. Liddell (drawn by D. Jeffries),,78-88,,
10:42.0,,,78-90,+2,M. Smith makes 2-pt layup from 4 ft
10:32.0,Personal foul by E. Liddell (drawn by D. Cardwell),,78-90,,
10:22.0,D. Jeffries makes 2-pt layup from 4 ft (assist by K. Hayes),+2,80-90,,
10:05.0,,,80-92,+2,E. Liddell makes 2-pt hook shot from 4 ft (assist by T. Etienne)
9:49.0,N. Clifford makes 3-pt jump shot from 25 ft (assist by D. Cardwell),+3,83-92,,
9:38.0,,,83-92,,Personal foul by D. Cardwell (drawn by E. Liddell)
9:38.0,P. Achiuwa enters the game for D. Cardwell,,83-92,,
9:29.0,,,83-94,+2,O. Agbaji makes 2-pt layup at rim (assist by E. Liddell)
9:13.0,Shooting foul by B. Saraf (drawn by P. Achiuwa),,83-94,,
9:13.0,P. Achiuwa misses free throw 1 of 2,,83-94,,
9:13.0,Offensive rebound by Team,,83-94,,
9:13.0,,,83-94,,D. Powell enters the game for T. Etienne
9:13.0,,,83-94,,N. Traor̩ enters the game for M. Smith
9:13.0,P. Achiuwa misses free throw 2 of 2,,83-94,,
9:10.0,,,83-94,,Defensive rebound by E. Liddell
8:55.0,,,83-97,+3,O. Agbaji makes 3-pt jump shot from 25 ft (assist by B. Saraf)
8:33.0,D. McDermott misses 3-pt jump shot from 27 ft,,83-97,,
8:32.0,,,83-97,,Defensive rebound by Team
8:21.0,,,83-97,,Offensive foul by E. Liddell (drawn by N. Clifford)
