Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Nolan Traor̩,29:52,.559,.538,.692,.385,0.0,12.1,5.8,29.8,1.7,0.0,20.8,28.4,103,108,-8.1
Drake Powell,28:18,1.000,1.000,.750,.000,0.0,8.5,4.1,10.7,1.8,0.0,0.0,12.5,193,110,8.4
Nic Claxton,23:13,.536,.500,.125,.375,4.8,31.0,17.4,18.4,0.0,4.0,0.0,17.7,132,103,-1.4
Terance Mann,22:15,1.031,1.000,1.000,.667,5.0,5.4,5.2,17.2,4.6,0.0,43.6,13.6,120,104,2.9
Noah Clowney,20:04,.588,.591,.545,.364,0.0,41.9,20.2,8.0,5.1,9.2,7.3,30.3,110,86,7.9
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ben Saraf,25:25,.368,.300,.000,.200,17.6,18.9,18.2,31.2,0.0,0.0,31.5,27.6,87,110,-16.0
Ochai Agbaji,25:05,.705,.636,.545,.364,0.0,4.8,2.3,0.0,0.0,0.0,0.0,22.4,145,115,-1.6
E.J. Liddell,21:21,.286,.286,.429,.000,10.5,11.2,10.8,12.0,0.0,4.3,12.5,16.5,84,109,-16.2
Tyson Etienne,20:11,.900,.900,1.000,.000,0.0,0.0,0.0,27.3,5.0,0.0,0.0,10.9,190,105,11.1
Malachi Smith,15:55,.700,.700,.200,.000,14.0,7.5,10.9,9.2,3.2,0.0,16.7,16.6,128,107,1.4
Chaney Johnson,8:21,.500,.500,.250,.000,26.7,14.4,20.8,37.7,6.1,0.0,0.0,21.1,143,98,8.6
Ziaire Williams,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Team Totals,240,.618,.594,.482,.235,27.9,70.0,48.2,71.4,10.6,7.7,13.8,100.0,122.9,104.9,
