1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
10:11.0,Offensive rebound by K. Oubre,,32-42,,
10:06.0,A. Bona makes 2-pt layup from 3 ft (assist by Q. Grimes),+2,34-42,,
10:04.0,,,34-42,,Shooting foul by Q. Grimes (drawn by G. Williams)
10:04.0,,,34-42,,G. Williams misses free throw 1 of 2
10:04.0,,,34-42,,Offensive rebound by Team
10:04.0,,,34-43,+1,G. Williams makes free throw 2 of 2
9:47.0,Q. Grimes misses 2-pt layup from 4 ft,,34-43,,
9:45.0,,,34-43,,Defensive rebound by K. Knueppel
9:43.0,,,34-46,+3,G. Williams makes 3-pt jump shot from 25 ft (assist by K. Knueppel)
9:26.0,T. Maxey makes 3-pt jump shot from 28 ft,+3,37-46,,
9:18.0,,,37-46,,Shooting foul by P. George (drawn by K. Knueppel)
9:18.0,,,37-47,+1,K. Knueppel makes free throw 1 of 2
9:18.0,,,37-47,,M. Bridges enters the game for G. Williams
9:18.0,,,37-48,+1,K. Knueppel makes free throw 2 of 2
9:02.0,P. George makes 2-pt jump shot from 17 ft (assist by T. Maxey),+2,39-48,,
8:52.0,,,39-48,,K. Knueppel misses 2-pt jump shot from 14 ft
8:50.0,,,39-48,,Offensive rebound by M. Bridges
8:50.0,,,39-50,+2,M. Bridges makes 2-pt layup at rim
8:33.0,T. Maxey misses 2-pt jump shot from 6 ft,,39-50,,
8:31.0,,,39-50,,Defensive rebound by M. Diabat̩
8:20.0,,,39-50,,Turnover by L. Ball (bad pass; steal by K. Oubre)
8:16.0,Q. Grimes misses 3-pt jump shot from 24 ft,,39-50,,
8:13.0,,,39-50,,Defensive rebound by L. Ball
8:07.0,,,39-50,,S. James misses 3-pt jump shot from 23 ft
8:04.0,Defensive rebound by P. George,,39-50,,
7:56.0,P. George makes 2-pt jump shot from 8 ft,+2,41-50,,
7:38.0,,,41-52,+2,M. Bridges makes 2-pt layup from 4 ft (assist by M. Diabat̩)
7:31.0,Philadelphia full timeout,,41-52,,
7:31.0,V. Edgecombe enters the game for A. Bona,,41-52,,
7:31.0,J. Edwards enters the game for P. George,,41-52,,
7:31.0,J. Embiid enters the game for K. Oubre,,41-52,,
7:31.0,,,41-52,,C. White enters the game for S. James
7:18.0,J. Edwards misses 3-pt jump shot from 25 ft,,41-52,,
7:16.0,,,41-52,,Defensive rebound by Team
6:55.0,,,41-54,+2,C. White makes 2-pt jump shot from 15 ft
6:39.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by V. Edgecombe),+3,44-54,,
6:18.0,,,44-54,,L. Ball misses 3-pt jump shot from 24 ft
6:15.0,,,44-54,,Offensive rebound by L. Ball
6:13.0,,,44-54,,M. Diabat̩ misses 2-pt jump shot from 11 ft
6:13.0,,,44-54,,Offensive rebound by M. Diabat̩
6:08.0,,,44-54,,M. Diabat̩ misses 2-pt layup at rim
6:07.0,Defensive rebound by V. Edgecombe,,44-54,,
5:56.0,T. Maxey makes 3-pt jump shot from 23 ft (assist by J. Embiid),+3,47-54,,
5:40.0,,,47-54,,M. Bridges misses 2-pt hook shot from 6 ft
5:37.0,Defensive rebound by J. Embiid,,47-54,,
5:27.0,Shooting foul by M. Bridges (drawn by J. Embiid),,47-54,,
5:27.0,J. Embiid makes free throw 1 of 2,+1,48-54,,
5:27.0,,,48-54,,J. Green enters the game for L. Ball
5:27.0,J. Embiid makes free throw 2 of 2,+1,49-54,,
5:18.0,,,49-56,+2,C. White makes 2-pt layup from 4 ft
5:08.0,T. Maxey makes 3-pt jump shot from 28 ft,+3,52-56,,
5:07.0,,,52-56,,Charlotte full timeout
5:07.0,,,52-56,,R. Kalkbrenner enters the game for M. Diabat̩
4:54.0,,,52-56,,K. Knueppel misses 3-pt jump shot from 27 ft
4:50.0,,,52-56,,Offensive rebound by C. White
4:45.0,,,52-56,,J. Green misses 3-pt jump shot from 26 ft
4:40.0,,,52-56,,Offensive rebound by C. White
4:38.0,,,52-58,+2,J. Green makes 2-pt layup from 4 ft (assist by C. White)
4:14.0,J. Embiid makes 2-pt layup from 3 ft,+2,54-58,,
4:04.0,,,54-58,,K. Knueppel misses 2-pt layup from 5 ft
4:02.0,Defensive rebound by V. Edgecombe,,54-58,,
3:52.0,T. Maxey misses 3-pt jump shot from 25 ft,,54-58,,
3:50.0,,,54-58,,Defensive rebound by K. Knueppel
3:45.0,,,54-58,,C. White misses 2-pt layup from 4 ft
3:42.0,Defensive rebound by T. Maxey,,54-58,,
3:41.0,Turnover by Q. Grimes (step out of bounds),,54-58,,
3:41.0,,,54-58,,B. Miller enters the game for J. Green
3:29.0,,,54-58,,C. White misses 3-pt jump shot from 27 ft
3:25.0,Defensive rebound by J. Embiid,,54-58,,
3:21.0,V. Edgecombe makes 3-pt jump shot from 25 ft (assist by T. Maxey),+3,57-58,,
3:07.0,,,57-58,,Personal foul by T. Maxey (drawn by M. Bridges)
3:07.0,D. Barlow enters the game for J. Edwards,,57-58,,
3:07.0,P. George enters the game for T. Maxey,,57-58,,
3:07.0,,,57-58,,L. Ball enters the game for C. White
2:55.0,,,57-58,,K. Knueppel misses 3-pt jump shot from 28 ft
2:53.0,,,57-58,,Offensive rebound by Team
2:53.0,Loose ball foul by D. Barlow (drawn by R. Kalkbrenner),,57-58,,
2:53.0,,,57-59,+1,R. Kalkbrenner makes free throw 1 of 2
2:53.0,,,57-60,+1,R. Kalkbrenner makes free throw 2 of 2
2:53.0,,,57-60,,G. Williams enters the game for B. Miller
2:42.0,P. George misses 3-pt jump shot from 26 ft,,57-60,,
2:38.0,,,57-60,,Defensive rebound by K. Knueppel
2:30.0,,,57-62,+2,L. Ball makes 2-pt layup from 4 ft
2:13.0,V. Edgecombe misses 2-pt dunk from 4 ft (block by R. Kalkbrenner),,57-62,,
2:11.0,,,57-62,,Defensive rebound by M. Bridges
1:56.0,,,57-62,,L. Ball misses 3-pt jump shot from 23 ft
1:53.0,,,57-62,,Offensive rebound by G. Williams
1:52.0,,,57-62,,K. Knueppel misses 3-pt jump shot from 25 ft
1:52.0,,,57-62,,Offensive rebound by G. Williams
1:46.0,,,57-62,,M. Bridges misses 3-pt jump shot from 26 ft
1:41.0,Defensive rebound by D. Barlow,,57-62,,
1:36.0,P. George makes 2-pt layup from 5 ft,+2,59-62,,
1:36.0,Shooting foul by R. Kalkbrenner (drawn by P. George),,59-62,,
1:36.0,K. Oubre enters the game for Q. Grimes,,59-62,,
1:36.0,,,59-62,,B. Miller enters the game for M. Bridges
1:36.0,P. George makes free throw 1 of 1,+1,60-62,,
1:21.0,,,60-62,,Personal foul by K. Oubre (drawn by B. Miller)
1:21.0,,,60-63,+1,B. Miller makes free throw 1 of 2
1:21.0,T. Maxey enters the game for D. Barlow,,60-63,,
1:21.0,,,60-63,,M. Diabat̩ enters the game for R. Kalkbrenner
1:21.0,,,60-64,+1,B. Miller makes free throw 2 of 2
0:59.0,J. Embiid misses 2-pt jump shot from 15 ft,,60-64,,
0:56.0,,,60-64,,Defensive rebound by K. Knueppel
0:38.0,,,60-67,+3,K. Knueppel makes 3-pt jump shot from 25 ft (assist by L. Ball)
0:31.0,T. Maxey makes 2-pt layup from 4 ft,+2,62-67,,
0:11.0,,,62-69,+2,L. Ball makes 2-pt layup from 4 ft
0:02.0,P. George makes 2-pt layup from 5 ft,+2,64-69,,
0:00.0,,,64-69,,Team misses heave shot
0:00.0,,,64-69,,Offensive rebound by Team
0:00.0,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter
3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,3rd Q
Time,Philadelphia,,Score,,Charlotte
12:00.0,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter
11:39.0,P. George makes 3-pt jump shot from 27 ft,+3,67-69,,
11:28.0,,,67-69,,L. Ball misses 3-pt jump shot from 26 ft
11:25.0,Defensive rebound by P. George,,67-69,,
11:21.0,P. George misses 3-pt jump shot from 26 ft,,67-69,,
11:17.0,Offensive rebound by D. Barlow,,67-69,,
11:17.0,D. Barlow makes 2-pt layup at rim,+2,69-69,,
11:08.0,,,69-69,,Shooting foul by V. Edgecombe (drawn by M. Bridges)
11:08.0,,,69-70,+1,M. Bridges makes free throw 1 of 2
11:08.0,,,69-71,+1,M. Bridges makes free throw 2 of 2
10:56.0,J. Embiid misses 3-pt jump shot from 27 ft,,69-71,,
10:53.0,,,69-71,,Defensive rebound by B. Miller
10:50.0,,,69-71,,K. Knueppel misses 3-pt jump shot from 28 ft
10:43.0,,,69-71,,Offensive rebound by M. Diabat̩
10:43.0,,,69-71,,M. Diabat̩ misses 2-pt layup from 5 ft
10:43.0,,,69-71,,Offensive rebound by M. Diabat̩
10:43.0,,,69-73,+2,M. Diabat̩ makes 2-pt layup from 5 ft
10:43.0,,,69-73,,Shooting foul by D. Barlow (drawn by M. Diabat̩)
10:43.0,,,69-73,,M. Diabat̩ misses free throw 1 of 1
10:41.0,Defensive rebound by P. George,,69-73,,
10:24.0,J. Embiid misses 2-pt jump shot from 16 ft,,69-73,,
10:21.0,,,69-73,,Defensive rebound by M. Diabat̩
10:10.0,,,69-73,,Shooting foul by P. George (drawn by B. Miller)
10:10.0,,,69-74,+1,B. Miller makes free throw 1 of 2
10:10.0,,,69-74,,B. Miller misses free throw 2 of 2
10:08.0,Defensive rebound by P. George,,69-74,,
9:51.0,P. George misses 2-pt jump shot from 21 ft,,69-74,,
9:48.0,,,69-74,,Defensive rebound by K. Knueppel
9:39.0,,,69-77,+3,B. Miller makes 3-pt jump shot from 27 ft (assist by L. Ball)
9:25.0,T. Maxey misses 2-pt layup from 6 ft,,69-77,,
9:23.0,,,69-77,,Defensive rebound by K. Knueppel
9:15.0,,,69-80,+3,B. Miller makes 3-pt jump shot from 23 ft (assist by L. Ball)
9:13.0,Philadelphia full timeout,,69-80,,
8:56.0,V. Edgecombe makes 2-pt jump shot from 10 ft,+2,71-80,,
8:30.0,,,71-80,,B. Miller misses 2-pt jump shot from 9 ft
8:28.0,,,71-80,,Offensive rebound by K. Knueppel
8:28.0,,,71-80,,K. Knueppel misses 2-pt layup at rim
8:27.0,,,71-80,,Offensive rebound by M. Diabat̩
8:27.0,,,71-82,+2,M. Diabat̩ makes 2-pt layup at rim
8:16.0,J. Embiid misses 3-pt jump shot from 27 ft,,71-82,,
8:14.0,,,71-82,,Defensive rebound by B. Miller
8:06.0,,,71-82,,M. Bridges misses 2-pt layup from 5 ft (block by P. George)
8:00.0,,,71-82,,Offensive rebound by M. Diabat̩
8:00.0,,,71-84,+2,M. Diabat̩ makes 2-pt layup at rim
7:46.0,Turnover by T. Maxey (bad pass; steal by M. Diabat̩),,71-84,,
7:39.0,,,71-86,+2,B. Miller makes 2-pt dunk from 1 ft (assist by L. Ball)
7:27.0,P. George makes 2-pt jump shot from 12 ft,+2,73-86,,
7:17.0,,,73-86,,L. Ball misses 3-pt jump shot from 26 ft
7:14.0,Defensive rebound by Team,,73-86,,
7:06.0,P. George misses 2-pt jump shot from 8 ft,,73-86,,
7:04.0,Offensive rebound by Team,,73-86,,
7:04.0,,,73-86,,Loose ball foul by L. Ball (drawn by D. Barlow)
6:54.0,T. Maxey misses 3-pt jump shot from 27 ft,,73-86,,
6:50.0,,,73-86,,Defensive rebound by L. Ball
6:40.0,,,73-86,,Shooting foul by D. Barlow (drawn by M. Diabat̩)
6:40.0,,,73-87,+1,M. Diabat̩ makes free throw 1 of 2
6:40.0,Q. Grimes enters the game for D. Barlow,,73-87,,
6:40.0,,,73-88,+1,M. Diabat̩ makes free throw 2 of 2
6:20.0,P. George makes 3-pt jump shot from 25 ft,+3,76-88,,
6:06.0,,,76-88,,B. Miller misses 3-pt jump shot from 24 ft
6:05.0,Defensive rebound by Team,,76-88,,
5:52.0,V. Edgecombe makes 2-pt layup from 4 ft,+2,78-88,,
5:32.0,,,78-88,,M. Bridges misses 2-pt layup from 3 ft
5:28.0,Defensive rebound by P. George,,78-88,,
5:22.0,V. Edgecombe makes 3-pt jump shot from 23 ft (assist by P. George),+3,81-88,,
5:22.0,,,81-88,,Charlotte full timeout
5:22.0,,,81-88,,J. Green enters the game for M. Bridges
5:22.0,,,81-88,,G. Williams enters the game for K. Knueppel
5:07.0,,,81-88,,B. Miller misses 3-pt jump shot from 25 ft
5:03.0,,,81-88,,Offensive rebound by G. Williams
4:53.0,,,81-88,,L. Ball misses 3-pt jump shot from 27 ft
4:50.0,Defensive rebound by P. George,,81-88,,
4:43.0,Q. Grimes misses 2-pt layup from 2 ft,,81-88,,
4:41.0,,,81-88,,Defensive rebound by M. Diabat̩
4:36.0,,,81-88,,Turnover by G. Williams (step out of bounds)
4:29.0,V. Edgecombe misses 2-pt jump shot from 7 ft,,81-88,,
4:27.0,Offensive rebound by V. Edgecombe,,81-88,,
4:27.0,Personal foul by L. Ball (drawn by V. Edgecombe),,81-88,,
4:27.0,K. Oubre enters the game for V. Edgecombe,,81-88,,
4:27.0,,,81-88,,C. White enters the game for L. Ball
4:27.0,Turnover by P. George (bad pass),,81-88,,
4:08.0,,,81-88,,J. Green misses 3-pt jump shot from 23 ft
4:03.0,Defensive rebound by K. Oubre,,81-88,,
3:55.0,P. George misses 3-pt jump shot from 27 ft,,81-88,,
3:52.0,,,81-88,,Defensive rebound by M. Diabat̩
3:41.0,,,81-88,,Personal foul by K. Oubre (drawn by G. Williams)
3:41.0,,,81-89,+1,G. Williams makes free throw 1 of 2
3:41.0,J. Edwards enters the game for P. George,,81-89,,
3:41.0,,,81-90,+1,G. Williams makes free throw 2 of 2
3:28.0,K. Oubre makes 2-pt dunk from 3 ft (assist by J. Embiid),+2,83-90,,
3:08.0,,,83-90,,Turnover by J. Green (lost ball; steal by T. Maxey)
3:02.0,J. Edwards makes 2-pt dunk from 3 ft (assist by T. Maxey),+2,85-90,,
2:40.0,,,85-90,,B. Miller misses 2-pt jump shot from 6 ft
2:38.0,,,85-90,,Offensive rebound by M. Diabat̩
2:38.0,,,85-90,,Turnover by M. Diabat̩ (bad pass)
2:23.0,T. Maxey makes 2-pt layup from 4 ft,+2,87-90,,
2:07.0,,,87-90,,Shooting foul by Q. Grimes (drawn by C. White)
2:07.0,,,87-91,+1,C. White makes free throw 1 of 2
2:07.0,,,87-91,,S. James enters the game for M. Diabat̩
2:07.0,,,87-91,,R. Kalkbrenner enters the game for J. Green
2:07.0,,,87-91,,K. Knueppel enters the game for B. Miller
2:07.0,,,87-91,,C. White misses free throw 2 of 2
2:02.0,,,87-91,,Offensive rebound by Team
2:02.0,Jump ball: G. Williams vs. Q. Grimes (K. Knueppel gains possession),Jump ball: G. Williams vs. Q. Grimes (K. Knueppel gains possession),Jump ball: G. Williams vs. Q. Grimes (K. Knueppel gains possession),Jump ball: G. Williams vs. Q. Grimes (K. Knueppel gains possession),Jump ball: G. Williams vs. Q. Grimes (K. Knueppel gains possession)
1:46.0,,,87-91,,S. James misses 3-pt jump shot from 25 ft
1:42.0,,,87-91,,Offensive rebound by G. Williams
1:42.0,,,87-91,,Personal foul by Q. Grimes (drawn by S. James)
1:42.0,,,87-92,+1,S. James makes free throw 1 of 2
1:42.0,,,87-93,+1,S. James makes free throw 2 of 2
1:29.0,Shooting foul by R. Kalkbrenner (drawn by J. Embiid),,87-93,,
1:29.0,J. Embiid makes free throw 1 of 2,+1,88-93,,
1:29.0,V. Edgecombe enters the game for T. Maxey,,88-93,,
1:29.0,J. Embiid makes free throw 2 of 2,+1,89-93,,
1:12.0,,,89-93,,S. James misses 3-pt jump shot from 23 ft
1:08.0,,,89-93,,Offensive rebound by G. Williams
1:06.0,,,89-93,,C. White misses 3-pt jump shot from 26 ft
1:04.0,,,89-93,,Offensive rebound by S. James
1:01.0,,,89-95,+2,C. White makes 2-pt layup from 4 ft (assist by S. James)
0:43.0,J. Embiid makes 2-pt jump shot from 12 ft (assist by V. Edgecombe),+2,91-95,,
0:34.0,,,91-95,,Personal foul by V. Edgecombe (drawn by C. White)
0:34.0,,,91-96,+1,C. White makes free throw 1 of 2
0:34.0,T. Maxey enters the game for J. Edwards,,91-96,,
0:34.0,,,91-96,,M. Bridges enters the game for R. Kalkbrenner
0:34.0,,,91-97,+1,C. White makes free throw 2 of 2
0:27.0,Shooting foul by G. Williams (drawn by J. Embiid),,91-97,,
0:27.0,J. Embiid misses free throw 1 of 2,,91-97,,
0:27.0,Offensive rebound by Team,,91-97,,
0:27.0,J. Edwards enters the game for V. Edgecombe,,91-97,,
0:27.0,,,91-97,,L. Ball enters the game for S. James
0:27.0,J. Embiid makes free throw 2 of 2,+1,92-97,,
0:05.0,,,92-97,,G. Williams misses 3-pt jump shot from 24 ft
0:02.0,Defensive rebound by T. Maxey,,92-97,,
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q
Time,Philadelphia,,Score,,Charlotte
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter
11:41.0,,,92-97,,Turnover by K. Knueppel (bad pass; steal by Q. Grimes)
11:27.0,T. Maxey misses 2-pt jump shot from 12 ft,,92-97,,
11:24.0,,,92-97,,Defensive rebound by K. Knueppel
11:11.0,,,92-97,,L. Ball misses 2-pt jump shot from 9 ft
11:09.0,Defensive rebound by K. Oubre,,92-97,,
11:02.0,P. George misses 3-pt jump shot from 27 ft,,92-97,,
11:00.0,,,92-97,,Defensive rebound by K. Knueppel
10:49.0,,,92-97,,K. Knueppel misses 2-pt layup from 4 ft
10:47.0,Defensive rebound by P. George,,92-97,,
10:47.0,Personal foul by R. Kalkbrenner (drawn by P. George),,92-97,,
10:28.0,Q. Grimes makes 3-pt jump shot from 23 ft (assist by A. Drummond),+3,95-97,,
10:10.0,,,95-97,,L. Ball misses 3-pt jump shot from 27 ft
10:07.0,Defensive rebound by T. Maxey,,95-97,,
10:03.0,T. Maxey makes 2-pt dunk from 3 ft,+2,97-97,,
10:03.0,,,97-97,,Charlotte full timeout
10:03.0,,,97-97,,M. Diabat̩ enters the game for M. Bridges
10:03.0,,,97-97,,B. Miller enters the game for R. Kalkbrenner
10:03.0,,,97-97,,G. Williams enters the game for K. Knueppel
9:39.0,,,97-97,,C. White misses 3-pt jump shot from 24 ft
9:39.0,Defensive rebound by Team,,97-97,,
