style,tip
top:30px;left:240px;,"2nd quarter, 6:08.0 remaining<br>Moussa Diabat̩ missed 2-pointer from 0 ft<br>Charlotte leads 54-44"
top:88px;left:227px;,"2nd quarter, 5:40.0 remaining<br>Miles Bridges missed 2-pointer from 6 ft<br>Charlotte leads 54-47"
top:54px;left:278px;,"2nd quarter, 5:18.0 remaining<br>Coby White made 2-pointer from 4 ft<br>Charlotte now leads 56-49"
top:292px;left:177px;,"2nd quarter, 4:54.0 remaining<br>Kon Knueppel missed 3-pointer from 27 ft<br>Charlotte leads 56-52"
top:198px;left:445px;,"2nd quarter, 4:45.0 remaining<br>Josh Green missed 3-pointer from 26 ft<br>Charlotte leads 56-52"
top:60px;left:222px;,"2nd quarter, 4:38.0 remaining<br>Josh Green made 2-pointer from 4 ft<br>Charlotte now leads 58-52"
top:69px;left:207px;,"2nd quarter, 4:04.0 remaining<br>Kon Knueppel missed 2-pointer from 5 ft<br>Charlotte leads 58-54"
top:58px;left:207px;,"2nd quarter, 3:45.0 remaining<br>Coby White missed 2-pointer from 4 ft<br>Charlotte leads 58-54"
top:236px;left:408px;,"2nd quarter, 3:29.0 remaining<br>Coby White missed 3-pointer from 27 ft<br>Charlotte leads 58-54"
top:265px;left:81px;,"2nd quarter, 2:55.0 remaining<br>Kon Knueppel missed 3-pointer from 28 ft<br>Charlotte leads 58-57"
top:55px;left:268px;,"2nd quarter, 2:30.0 remaining<br>LaMelo Ball made 2-pointer from 4 ft<br>Charlotte now leads 62-57"
top:91px;left:15px;,"2nd quarter, 1:56.0 remaining<br>LaMelo Ball missed 3-pointer from 23 ft<br>Charlotte leads 62-57"
top:173px;left:451px;,"2nd quarter, 1:52.0 remaining<br>Kon Knueppel missed 3-pointer from 25 ft<br>Charlotte leads 62-57"
top:210px;left:52px;,"2nd quarter, 1:46.0 remaining<br>Miles Bridges missed 3-pointer from 26 ft<br>Charlotte leads 62-57"
top:165px;left:25px;,"2nd quarter, 0:38.0 remaining<br>Kon Knueppel made 3-pointer from 25 ft<br>Charlotte now leads 67-60"
top:59px;left:270px;,"2nd quarter, 0:11.0 remaining<br>LaMelo Ball made 2-pointer from 4 ft<br>Charlotte now leads 69-62"
top:242px;left:392px;,"3rd quarter, 11:28.0 remaining<br>LaMelo Ball missed 3-pointer from 26 ft<br>Charlotte leads 69-67"
top:232px;left:434px;,"3rd quarter, 10:50.0 remaining<br>Kon Knueppel missed 3-pointer from 28 ft<br>Charlotte leads 71-69"
top:59px;left:278px;,"3rd quarter, 10:43.0 remaining<br>Moussa Diabat̩ missed 2-pointer from 5 ft<br>Charlotte leads 71-69"
top:59px;left:278px;,"3rd quarter, 10:43.0 remaining<br>Moussa Diabat̩ made 2-pointer from 5 ft<br>Charlotte now leads 73-69"
top:255px;left:97px;,"3rd quarter, 9:39.0 remaining<br>Brandon Miller made 3-pointer from 27 ft<br>Charlotte now leads 77-69"
top:47px;left:471px;,"3rd quarter, 9:15.0 remaining<br>Brandon Miller made 3-pointer from 23 ft<br>Charlotte now leads 80-69"
top:83px;left:307px;,"3rd quarter, 8:30.0 remaining<br>Brandon Miller missed 2-pointer from 9 ft<br>Charlotte leads 80-71"
top:31px;left:240px;,"3rd quarter, 8:28.0 remaining<br>Kon Knueppel missed 2-pointer from 0 ft<br>Charlotte leads 80-71"
top:31px;left:240px;,"3rd quarter, 8:27.0 remaining<br>Moussa Diabat̩ made 2-pointer from 0 ft<br>Charlotte now leads 82-71"
top:57px;left:283px;,"3rd quarter, 8:06.0 remaining<br>Miles Bridges missed 2-pointer from 5 ft<br>Charlotte leads 82-71"
top:31px;left:240px;,"3rd quarter, 8:00.0 remaining<br>Moussa Diabat̩ made 2-pointer from 0 ft<br>Charlotte now leads 84-71"
top:38px;left:252px;,"3rd quarter, 7:39.0 remaining<br>Brandon Miller made 2-pointer from 1 ft<br>Charlotte now leads 86-71"
top:238px;left:77px;,"3rd quarter, 7:17.0 remaining<br>LaMelo Ball missed 3-pointer from 26 ft<br>Charlotte leads 86-73"
top:41px;left:4px;,"3rd quarter, 6:06.0 remaining<br>Brandon Miller missed 3-pointer from 24 ft<br>Charlotte leads 88-76"
top:38px;left:209px;,"3rd quarter, 5:32.0 remaining<br>Miles Bridges missed 2-pointer from 3 ft<br>Charlotte leads 88-78"
top:219px;left:408px;,"3rd quarter, 5:07.0 remaining<br>Brandon Miller missed 3-pointer from 25 ft<br>Charlotte leads 88-81"
top:203px;left:32px;,"3rd quarter, 4:53.0 remaining<br>LaMelo Ball missed 3-pointer from 27 ft<br>Charlotte leads 88-81"
top:41px;left:12px;,"3rd quarter, 4:08.0 remaining<br>Josh Green missed 3-pointer from 23 ft<br>Charlotte leads 88-81"
top:75px;left:196px;,"3rd quarter, 2:40.0 remaining<br>Brandon Miller missed 2-pointer from 6 ft<br>Charlotte leads 90-85"
top:228px;left:399px;,"3rd quarter, 1:46.0 remaining<br>Sion James missed 3-pointer from 25 ft<br>Charlotte leads 91-87"
top:38px;left:469px;,"3rd quarter, 1:12.0 remaining<br>Sion James missed 3-pointer from 23 ft<br>Charlotte leads 93-89"
top:275px;left:167px;,"3rd quarter, 1:06.0 remaining<br>Coby White missed 3-pointer from 26 ft<br>Charlotte leads 93-89"
top:45px;left:207px;,"3rd quarter, 1:01.0 remaining<br>Coby White made 2-pointer from 4 ft<br>Charlotte now leads 95-89"
top:32px;left:480px;,"3rd quarter, 0:05.0 remaining<br>Grant Williams missed 3-pointer from 24 ft<br>Charlotte leads 97-92"
top:117px;left:249px;,"4th quarter, 11:11.0 remaining<br>LaMelo Ball missed 2-pointer from 9 ft<br>Charlotte leads 97-92"
top:54px;left:270px;,"4th quarter, 10:49.0 remaining<br>Kon Knueppel missed 2-pointer from 4 ft<br>Charlotte leads 97-92"
top:215px;left:50px;,"4th quarter, 10:10.0 remaining<br>LaMelo Ball missed 3-pointer from 27 ft<br>Charlotte leads 97-95"
top:101px;left:10px;,"4th quarter, 9:39.0 remaining<br>Coby White missed 3-pointer from 24 ft<br>Charlotte tied 97-97"
top:83px;left:202px;,"4th quarter, 9:01.0 remaining<br>Coby White missed 2-pointer from 7 ft<br>Charlotte tied 97-97"
top:172px;left:459px;,"4th quarter, 8:42.0 remaining<br>Brandon Miller missed 3-pointer from 26 ft<br>Charlotte trails 97-99"
top:246px;left:105px;,"4th quarter, 8:18.0 remaining<br>LaMelo Ball missed 3-pointer from 25 ft<br>Charlotte trails 97-99"
top:43px;left:9px;,"4th quarter, 6:31.0 remaining<br>Kon Knueppel made 3-pointer from 23 ft<br>Charlotte now leads 102-101"
top:216px;left:71px;,"4th quarter, 5:59.0 remaining<br>LaMelo Ball missed 3-pointer from 25 ft<br>Charlotte trails 102-103"
top:32px;left:471px;,"4th quarter, 5:42.0 remaining<br>LaMelo Ball made 3-pointer from 23 ft<br>Charlotte now leads 105-103"
top:298px;left:268px;,"4th quarter, 5:16.0 remaining<br>LaMelo Ball missed 3-pointer from 27 ft<br>Charlotte trails 105-106"
top:191px;left:437px;,"4th quarter, 4:57.0 remaining<br>Grant Williams missed 3-pointer from 25 ft<br>Charlotte trails 105-106"
top:238px;left:92px;,"4th quarter, 4:28.0 remaining<br>Kon Knueppel missed 3-pointer from 26 ft<br>Charlotte trails 105-108"
top:274px;left:282px;,"4th quarter, 4:04.0 remaining<br>LaMelo Ball made 3-pointer from 25 ft<br>Charlotte now tied 108-108"
top:73px;left:283px;,"4th quarter, 3:20.0 remaining<br>Grant Williams missed 2-pointer from 6 ft<br>Charlotte trails 108-110"
top:270px;left:355px;,"4th quarter, 2:51.0 remaining<br>Miles Bridges made 3-pointer from 27 ft<br>Charlotte now leads 111-110"
top:163px;left:453px;,"4th quarter, 2:17.0 remaining<br>Miles Bridges missed 3-pointer from 25 ft<br>Charlotte leads 111-110"
top:280px;left:199px;,"4th quarter, 1:46.0 remaining<br>Kon Knueppel missed 3-pointer from 25 ft<br>Charlotte leads 111-110"
top:274px;left:366px;,"4th quarter, 1:24.0 remaining<br>LaMelo Ball made 3-pointer from 27 ft<br>Charlotte now leads 114-112"
top:268px;left:434px;,"4th quarter, 0:19.0 remaining<br>LaMelo Ball missed 3-pointer from 31 ft<br>Charlotte trails 114-117"
top:65px;left:9px;,"4th quarter, 0:07.0 remaining<br>Brandon Miller missed 3-pointer from 23 ft<br>Charlotte trails 114-117"
top:50px;left:470px;,"4th quarter, 0:04.0 remaining<br>LaMelo Ball missed 3-pointer from 23 ft<br>Charlotte trails 114-117"
