style,tip
top:106px;left:187px;,"1st quarter, 11:42.0 remaining<br>Jarrett Allen made 2-pointer from 9 ft<br>Cleveland now leads 2-0"
top:183px;left:151px;,"1st quarter, 10:34.0 remaining<br>Donovan Mitchell missed 2-pointer from 18 ft<br>Cleveland leads 5-0"
top:220px;left:78px;,"1st quarter, 10:29.0 remaining<br>Sam Merrill made 3-pointer from 25 ft<br>Cleveland now leads 8-0"
top:28px;left:239px;,"1st quarter, 10:11.0 remaining<br>Jarrett Allen made 2-pointer from 0 ft<br>Cleveland now leads 10-2"
top:283px;left:218px;,"1st quarter, 9:54.0 remaining<br>Evan Mobley made 3-pointer from 25 ft<br>Cleveland now leads 13-2"
top:134px;left:152px;,"1st quarter, 9:28.0 remaining<br>Donovan Mitchell made 2-pointer from 14 ft<br>Cleveland now leads 15-2"
top:253px;left:103px;,"1st quarter, 8:48.0 remaining<br>Sam Merrill missed 3-pointer from 26 ft<br>Cleveland leads 15-5"
top:48px;left:326px;,"1st quarter, 8:17.0 remaining<br>Donovan Mitchell missed 2-pointer from 9 ft<br>Cleveland leads 17-8"
top:39px;left:240px;,"1st quarter, 7:57.0 remaining<br>Jarrett Allen made 2-pointer from 1 ft<br>Cleveland now leads 19-8"
top:44px;left:237px;,"1st quarter, 7:31.0 remaining<br>Evan Mobley made 2-pointer from 1 ft<br>Cleveland now leads 21-8"
top:64px;left:187px;,"1st quarter, 7:04.0 remaining<br>Evan Mobley missed 2-pointer from 6 ft<br>Cleveland leads 21-8"
top:254px;left:96px;,"1st quarter, 6:46.0 remaining<br>Donovan Mitchell missed 3-pointer from 27 ft<br>Cleveland leads 21-8"
top:32px;left:7px;,"1st quarter, 6:23.0 remaining<br>Evan Mobley missed 3-pointer from 23 ft<br>Cleveland leads 21-10"
top:248px;left:112px;,"1st quarter, 5:43.0 remaining<br>James Harden missed 3-pointer from 25 ft<br>Cleveland leads 21-10"
top:55px;left:260px;,"1st quarter, 5:19.0 remaining<br>Sam Merrill missed 2-pointer from 3 ft<br>Cleveland leads 21-12"
top:24px;left:240px;,"1st quarter, 5:06.0 remaining<br>Evan Mobley missed 2-pointer from 1 ft<br>Cleveland leads 21-12"
top:278px;left:48px;,"1st quarter, 4:37.0 remaining<br>Max Strus made 3-pointer from 31 ft<br>Cleveland now leads 24-14"
top:298px;left:124px;,"1st quarter, 4:12.0 remaining<br>Max Strus made 3-pointer from 29 ft<br>Cleveland now leads 27-14"
top:91px;left:218px;,"1st quarter, 3:28.0 remaining<br>Thomas Bryant made 2-pointer from 6 ft<br>Cleveland now leads 29-16"
top:241px;left:416px;,"1st quarter, 2:57.0 remaining<br>Max Strus made 3-pointer from 27 ft<br>Cleveland now leads 32-18"
top:64px;left:303px;,"1st quarter, 1:58.0 remaining<br>Dennis Schr̦der missed 2-pointer from 7 ft<br>Cleveland leads 32-22"
top:30px;left:240px;,"1st quarter, 1:56.0 remaining<br>Thomas Bryant made 2-pointer from 0 ft<br>Cleveland now leads 34-22"
top:39px;left:259px;,"1st quarter, 1:32.0 remaining<br>Donovan Mitchell missed 2-pointer from 2 ft<br>Cleveland leads 34-22"
top:238px;left:369px;,"1st quarter, 1:16.0 remaining<br>Max Strus made 3-pointer from 25 ft<br>Cleveland now leads 37-22"
top:284px;left:97px;,"1st quarter, 0:48.0 remaining<br>Max Strus missed 3-pointer from 29 ft<br>Cleveland leads 37-25"
top:270px;left:323px;,"1st quarter, 0:36.0 remaining<br>Keon Ellis made 3-pointer from 25 ft<br>Cleveland now leads 40-25"
top:260px;left:138px;,"1st quarter, 0:00.0 remaining<br>Thomas Bryant missed 3-pointer from 25 ft<br>Cleveland leads 40-27"
top:174px;left:247px;,"2nd quarter, 11:31.0 remaining<br>Dennis Schr̦der made 2-pointer from 14 ft<br>Cleveland now leads 42-29"
