Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Scottie Barnes,28:22,9,14,.643,2,2,1.000,3,5,.600,1,4,5,15,3,0,2,1,23,29.0,+30
Ja'Kobe Walter,28:07,4,8,.500,3,5,.600,0,0,,3,3,6,0,1,0,1,1,11,9.6,+31
RJ Barrett,26:28,8,14,.571,0,4,.000,8,8,1.000,0,3,3,3,3,0,1,4,24,20.8,+22
Jakob Poeltl,25:03,5,7,.714,0,0,,1,2,.500,1,6,7,3,1,1,0,3,11,12.8,+29
Jamal Shead,23:22,4,5,.800,0,0,,4,4,1.000,0,2,2,10,3,0,0,1,12,20.3,+34
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Gradey Dick,23:14,5,11,.455,1,2,.500,0,0,,0,3,3,1,0,0,2,2,11,4.1,+21
Sandro Mamukelashvili,21:19,8,13,.615,2,4,.500,1,1,1.000,0,4,4,0,3,0,3,1,19,13.9,+47
A.J. Lawson,19:14,5,7,.714,4,6,.667,0,0,,0,2,2,2,3,0,0,4,14,14.5,+31
Alijah Martin,12:57,3,7,.429,1,4,.250,1,2,.500,2,2,4,1,1,1,0,0,8,8.3,+18
Trayce Jackson-Davis,10:38,2,3,.667,0,0,,0,0,,0,1,1,2,1,1,1,1,4,4.7,-1
Jonathan Mogbo,10:38,1,2,.500,0,1,.000,0,0,,0,6,6,3,1,0,0,0,2,5.9,-1
Markelle Fultz,7:21,0,2,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,-0.4,-7
Garrett Temple,3:17,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+6
Brandon Ingram,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Collin Murray-Boyles,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,54,94,.574,13,29,.448,18,22,.818,7,37,44,41,20,3,11,18,139,,
