Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Box Score,OT,Attend.,LOG,Arena,Notes
Wed Nov 07 2012,7:30p,Brooklyn Nets,73,Miami Heat,103,Box Score,,Box Score,,"19,627",2:03
Wed Nov 07 2012,8:00p,Denver Nuggets,93,Houston Rockets,87,Box Score,,Box Score,,"13,372",2:11
Wed Nov 07 2012,8:00p,Memphis Grizzlies,108,Milwaukee Bucks,90,Box Score,,Box Score,,"11,465",2:08
Wed Nov 07 2012,8:00p,Orlando Magic,75,Minnesota Timberwolves,90,Box Score,,Box Score,,"17,121",2:05
Wed Nov 07 2012,8:00p,Philadelphia 76ers,77,New Orleans Hornets,62,Box Score,,Box Score,,"12,988",2:10
Wed Nov 07 2012,8:30p,Toronto Raptors,104,Dallas Mavericks,109,Box Score,,Box Score,,"19,763",2:27
Wed Nov 07 2012,9:00p,Los Angeles Lakers,86,Utah Jazz,95,Box Score,,Box Score,,"19,911",2:18
Wed Nov 07 2012,10:00p,Detroit Pistons,103,Sacramento Kings,105,Box Score,,Box Score,,"10,185",2:22
Wed Nov 07 2012,10:30p,Cleveland Cavaliers,96,Golden State Warriors,106,Box Score,,Box Score,,"18,124",2:10
Wed Nov 07 2012,10:30p,San Antonio Spurs,84,Los Angeles Clippers,106,Box Score,,Box Score,,"19,060",2:11
Thu Nov 08 2012,8:00p,Oklahoma City Thunder,97,Chicago Bulls,91,Box Score,,Box Score,,"21,737",2:25
Thu Nov 08 2012,10:30p,Los Angeles Clippers,103,Portland Trail Blazers,90,Box Score,,Box Score,,"20,425",2:27
Fri Nov 09 2012,7:00p,Brooklyn Nets,107,Orlando Magic,68,Box Score,,Box Score,,"17,532",2:05
Fri Nov 09 2012,7:00p,Milwaukee Bucks,101,Washington Wizards,91,Box Score,,Box Score,,"14,531",2:10
Fri Nov 09 2012,7:30p,Miami Heat,95,Atlanta Hawks,89,Box Score,,Box Score,,"16,785",2:10
Fri Nov 09 2012,7:30p,Philadelphia 76ers,106,Boston Celtics,100,Box Score,,Box Score,,"18,624",2:19
Fri Nov 09 2012,7:30p,Dallas Mavericks,94,New York Knicks,104,Box Score,,Box Score,,"19,033",2:27
Fri Nov 09 2012,8:00p,Houston Rockets,85,Memphis Grizzlies,93,Box Score,,Box Score,,"16,087",2:12
Fri Nov 09 2012,8:00p,Indiana Pacers,94,Minnesota Timberwolves,96,Box Score,,Box Score,,"18,222",2:12
Fri Nov 09 2012,8:00p,Charlotte Bobcats,99,New Orleans Hornets,107,Box Score,,Box Score,,"12,668",2:15
Fri Nov 09 2012,8:00p,Detroit Pistons,94,Oklahoma City Thunder,105,Box Score,,Box Score,,"18,203",2:16
Fri Nov 09 2012,9:00p,Cleveland Cavaliers,105,Phoenix Suns,107,Box Score,,Box Score,,"15,236",2:13
Fri Nov 09 2012,10:00p,San Antonio Spurs,97,Sacramento Kings,86,Box Score,,Box Score,,"13,505",2:09
Fri Nov 09 2012,10:30p,Utah Jazz,84,Denver Nuggets,104,Box Score,,Box Score,,"15,523",2:23
Fri Nov 09 2012,10:30p,Golden State Warriors,77,Los Angeles Lakers,101,Box Score,,Box Score,,"18,997",2:06
Sat Nov 10 2012,7:00p,Washington Wizards,85,Indiana Pacers,89,Box Score,,Box Score,,"12,036",2:07
Sat Nov 10 2012,7:00p,Philadelphia 76ers,93,Toronto Raptors,83,Box Score,,Box Score,,"19,800",2:18
Sat Nov 10 2012,7:30p,Dallas Mavericks,97,Charlotte Bobcats,101,Box Score,,Box Score,OT,"15,763",2:40
Sat Nov 10 2012,8:00p,Minnesota Timberwolves,80,Chicago Bulls,87,Box Score,,Box Score,,"21,974",2:09
Sat Nov 10 2012,8:00p,Detroit Pistons,82,Houston Rockets,96,Box Score,,Box Score,,"15,037",2:08
Sat Nov 10 2012,8:30p,Boston Celtics,96,Milwaukee Bucks,92,Box Score,,Box Score,,"14,589",2:24
Sat Nov 10 2012,9:00p,Phoenix Suns,81,Utah Jazz,94,Box Score,,Box Score,,"19,100",2:08
Sat Nov 10 2012,10:00p,San Antonio Spurs,112,Portland Trail Blazers,109,Box Score,,Box Score,,"20,447",2:12
Sat Nov 10 2012,10:30p,Denver Nuggets,107,Golden State Warriors,101,Box Score,,Box Score,2OT,"19,596",2:53
Sun Nov 11 2012,3:00p,Orlando Magic,74,Brooklyn Nets,82,Box Score,,Box Score,,"16,523",2:15
Sun Nov 11 2012,3:30p,Atlanta Hawks,76,Los Angeles Clippers,89,Box Score,,Box Score,,"19,060",2:03
Sun Nov 11 2012,6:00p,Miami Heat,86,Memphis Grizzlies,104,Box Score,,Box Score,,"18,119",2:15
Sun Nov 11 2012,7:00p,Cleveland Cavaliers,91,Oklahoma City Thunder,106,Box Score,,Box Score,,"18,203",2:11
Sun Nov 11 2012,9:30p,Sacramento Kings,90,Los Angeles Lakers,103,Box Score,,Box Score,,"18,997",2:08
Mon Nov 12 2012,7:00p,Milwaukee Bucks,105,Philadelphia 76ers,96,Box Score,,Box Score,,"15,086",2:03
Mon Nov 12 2012,7:00p,Utah Jazz,140,Toronto Raptors,133,Box Score,,Box Score,3OT,"18,230",3:13
Mon Nov 12 2012,7:30p,Oklahoma City Thunder,92,Detroit Pistons,90,Box Score,,Box Score,,"12,784",2:32
Mon Nov 12 2012,8:00p,Boston Celtics,101,Chicago Bulls,95,Box Score,,Box Score,,"21,712",2:12
Mon Nov 12 2012,8:00p,Miami Heat,113,Houston Rockets,110,Box Score,,Box Score,,"18,041",2:23
Mon Nov 12 2012,8:30p,Minnesota Timberwolves,90,Dallas Mavericks,82,Box Score,,Box Score,,"19,322",2:20
Mon Nov 12 2012,9:00p,Denver Nuggets,100,Phoenix Suns,110,Box Score,,Box Score,,"14,060",2:12
Mon Nov 12 2012,10:00p,Atlanta Hawks,95,Portland Trail Blazers,87,Box Score,,Box Score,,"19,095",2:13
Tue Nov 13 2012,7:00p,Washington Wizards,76,Charlotte Bobcats,92,Box Score,,Box Score,,"11,139",2:11
Tue Nov 13 2012,7:00p,Toronto Raptors,74,Indiana Pacers,72,Box Score,,Box Score,,"11,947",2:12
Tue Nov 13 2012,7:00p,New York Knicks,99,Orlando Magic,89,Box Score,,Box Score,,"18,846",2:11
Tue Nov 13 2012,7:30p,Cleveland Cavaliers,101,Brooklyn Nets,114,Box Score,,Box Score,,"17,032",2:12
Tue Nov 13 2012,10:00p,Portland Trail Blazers,103,Sacramento Kings,86,Box Score,,Box Score,,"10,153",2:05
Tue Nov 13 2012,10:30p,San Antonio Spurs,84,Los Angeles Lakers,82,Box Score,,Box Score,,"18,997",2:08
Wed Nov 14 2012,7:00p,Detroit Pistons,94,Philadelphia 76ers,76,Box Score,,Box Score,,"11,879",2:16
Wed Nov 14 2012,7:30p,Utah Jazz,93,Boston Celtics,98,Box Score,,Box Score,,"18,624",2:16
Wed Nov 14 2012,8:00p,New Orleans Hornets,96,Houston Rockets,100,Box Score,,Box Score,,"14,535",2:12
Wed Nov 14 2012,8:00p,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,Box Score,,"11,573",2:07
Wed Nov 14 2012,8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,87,Box Score,,Box Score,,"13,272",2:18
Wed Nov 14 2012,8:00p,Memphis Grizzlies,107,Oklahoma City Thunder,97,Box Score,,Box Score,,"18,203",2:22
Wed Nov 14 2012,8:30p,Washington Wizards,101,Dallas Mavericks,107,Box Score,,Box Score,,"19,560",2:13
Wed Nov 14 2012,9:00p,Chicago Bulls,112,Phoenix Suns,106,Box Score,,Box Score,OT,"15,305",2:35
Wed Nov 14 2012,10:30p,Atlanta Hawks,88,Golden State Warriors,92,Box Score,,Box Score,,"18,107",2:21
Wed Nov 14 2012,10:30p,Miami Heat,100,Los Angeles Clippers,107,Box Score,,Box Score,,"19,146",2:34
Thu Nov 15 2012,8:00p,Boston Celtics,97,Brooklyn Nets,102,Box Score,,Box Score,,"17,732",2:37
Thu Nov 15 2012,8:30p,New York Knicks,104,San Antonio Spurs,100,Box Score,,Box Score,,"18,581",2:08
Thu Nov 15 2012,10:30p,Miami Heat,98,Denver Nuggets,93,Box Score,,Box Score,,"19,155",2:25
Fri Nov 16 2012,7:00p,Dallas Mavericks,83,Indiana Pacers,103,Box Score,,Box Score,,"15,110",2:18
Fri Nov 16 2012,7:00p,Utah Jazz,93,Philadelphia 76ers,99,Box Score,,Box Score,,"15,851",2:19
Fri Nov 16 2012,7:30p,Orlando Magic,110,Detroit Pistons,106,Box Score,,Box Score,,"11,594",2:13
Fri Nov 16 2012,8:00p,Golden State Warriors,106,Minnesota Timberwolves,98,Box Score,,Box Score,,"16,013",2:12
Fri Nov 16 2012,8:00p,Oklahoma City Thunder,110,New Orleans Hornets,95,Box Score,,Box Score,,"15,458",2:06
Fri Nov 16 2012,9:30p,New York Knicks,95,Memphis Grizzlies,105,Box Score,,Box Score,,"17,516",2:35
Fri Nov 16 2012,10:00p,Houston Rockets,117,Portland Trail Blazers,119,Box Score,,Box Score,OT,"20,382",2:40
Fri Nov 16 2012,10:00p,Atlanta Hawks,112,Sacramento Kings,96,Box Score,,Box Score,,"11,814",2:03
Fri Nov 16 2012,10:30p,Phoenix Suns,102,Los Angeles Lakers,114,Box Score,,Box Score,,"18,997",2:13
Sat Nov 17 2012,12:30p,Toronto Raptors,89,Boston Celtics,107,Box Score,,Box Score,,"18,624",2:13
Sat Nov 17 2012,7:00p,Utah Jazz,83,Washington Wizards,76,Box Score,,Box Score,,"16,210",2:05
Sat Nov 17 2012,7:30p,Memphis Grizzlies,94,Charlotte Bobcats,87,Box Score,,Box Score,,"16,541",2:28
Sat Nov 17 2012,7:30p,Dallas Mavericks,103,Cleveland Cavaliers,95,Box Score,,Box Score,,"18,633",2:12
Sat Nov 17 2012,8:30p,New Orleans Hornets,113,Milwaukee Bucks,117,Box Score,,Box Score,,"14,731",2:11
Sat Nov 17 2012,8:30p,Denver Nuggets,100,San Antonio Spurs,126,Box Score,,Box Score,,"18,581",2:05
Sat Nov 17 2012,9:00p,Chicago Bulls,80,Los Angeles Clippers,101,Box Score,,Box Score,,"19,060",2:14
Sat Nov 17 2012,9:00p,Miami Heat,97,Phoenix Suns,88,Box Score,,Box Score,,"16,840",2:14
Sun Nov 18 2012,12:00p,Indiana Pacers,76,New York Knicks,88,Box Score,,Box Score,,"19,033",2:10
Sun Nov 18 2012,1:00p,Orlando Magic,86,Toronto Raptors,97,Box Score,,Box Score,,"18,702",2:05
Sun Nov 18 2012,6:00p,Cleveland Cavaliers,79,Philadelphia 76ers,86,Box Score,,Box Score,,"15,021",2:02
Sun Nov 18 2012,6:00p,Brooklyn Nets,99,Sacramento Kings,90,Box Score,,Box Score,,"11,965",2:12
Sun Nov 18 2012,7:00p,Golden State Warriors,109,Oklahoma City Thunder,119,Box Score,,Box Score,,"18,203",2:03
Sun Nov 18 2012,7:30p,Boston Celtics,83,Detroit Pistons,103,Box Score,,Box Score,,"12,214",2:15
Sun Nov 18 2012,9:00p,Chicago Bulls,94,Portland Trail Blazers,102,Box Score,,Box Score,,"20,242",2:13
Sun Nov 18 2012,9:30p,Houston Rockets,108,Los Angeles Lakers,119,Box Score,,Box Score,,"18,997",2:12
Mon Nov 19 2012,7:00p,Milwaukee Bucks,98,Charlotte Bobcats,102,Box Score,,Box Score,,"11,248",2:09
Mon Nov 19 2012,7:00p,Indiana Pacers,96,Washington Wizards,89,Box Score,,Box Score,,"14,426",2:19
Mon Nov 19 2012,7:30p,Orlando Magic,72,Atlanta Hawks,81,Box Score,,Box Score,,"15,066",2:00
Mon Nov 19 2012,8:00p,Denver Nuggets,97,Memphis Grizzlies,92,Box Score,,Box Score,,"15,111",2:12
Mon Nov 19 2012,8:30p,Golden State Warriors,105,Dallas Mavericks,101,Box Score,,Box Score,OT,"20,034",2:42
Mon Nov 19 2012,8:30p,Los Angeles Clippers,92,San Antonio Spurs,87,Box Score,,Box Score,,"17,920",2:22
Mon Nov 19 2012,9:00p,Houston Rockets,91,Utah Jazz,102,Box Score,,Box Score,,"19,197",2:11
Tue Nov 20 2012,7:00p,Toronto Raptors,98,Philadelphia 76ers,106,Box Score,,Box Score,,"13,965",2:11
Tue Nov 20 2012,8:00p,New York Knicks,102,New Orleans Hornets,80,Box Score,,Box Score,,"13,705",2:08
Tue Nov 20 2012,10:30p,Brooklyn Nets,90,Los Angeles Lakers,95,Box Score,,Box Score,,"18,997",2:20
Wed Nov 21 2012,7:00p,Toronto Raptors,97,Charlotte Bobcats,98,Box Score,,Box Score,,"15,240",2:21
Wed Nov 21 2012,7:00p,Philadelphia 76ers,83,Cleveland Cavaliers,92,Box Score,,Box Score,,"16,743",2:07
Wed Nov 21 2012,7:00p,New Orleans Hornets,107,Indiana Pacers,115,Box Score,,Box Score,OT,"12,633",2:37
Wed Nov 21 2012,7:00p,Detroit Pistons,74,Orlando Magic,90,Box Score,,Box Score,,"17,199",2:11
Wed Nov 21 2012,7:30p,Washington Wizards,100,Atlanta Hawks,101,Box Score,,Box Score,OT,"11,338",2:39
Wed Nov 21 2012,7:30p,San Antonio Spurs,112,Boston Celtics,100,Box Score,,Box Score,,"18,624",2:03
Wed Nov 21 2012,7:30p,Milwaukee Bucks,106,Miami Heat,113,Box Score,,Box Score,OT,"19,971",2:23
Wed Nov 21 2012,7:30p,Los Angeles Clippers,111,Oklahoma City Thunder,117,Box Score,,Box Score,OT,"18,203",2:51
Wed Nov 21 2012,8:00p,Chicago Bulls,89,Houston Rockets,93,Box Score,,Box Score,,"15,950",2:20
Wed Nov 21 2012,8:00p,Denver Nuggets,101,Minnesota Timberwolves,94,Box Score,,Box Score,,"16,879",2:10
Wed Nov 21 2012,8:30p,New York Knicks,111,Dallas Mavericks,114,Box Score,,Box Score,,"20,157",2:17
Wed Nov 21 2012,9:00p,Portland Trail Blazers,87,Phoenix Suns,114,Box Score,,Box Score,,"14,263",2:13
Wed Nov 21 2012,10:00p,Los Angeles Lakers,97,Sacramento Kings,113,Box Score,,Box Score,,"15,249",2:21
Wed Nov 21 2012,10:30p,Brooklyn Nets,93,Golden State Warriors,102,Box Score,,Box Score,,"18,374",2:12
Fri Nov 23 2012,7:00p,Atlanta Hawks,101,Charlotte Bobcats,91,Box Score,,Box Score,,"17,868",2:09
Fri Nov 23 2012,7:00p,Cleveland Cavaliers,104,Orlando Magic,108,Box Score,,Box Score,,"17,334",2:19
Fri Nov 23 2012,7:30p,Oklahoma City Thunder,100,Boston Celtics,108,Box Score,,Box Score,,"18,624",2:18
Fri Nov 23 2012,7:30p,Los Angeles Clippers,76,Brooklyn Nets,86,Box Score,,Box Score,,"17,732",2:17
Fri Nov 23 2012,7:30p,Toronto Raptors,90,Detroit Pistons,91,Box Score,,Box Score,,"12,778",2:27
Fri Nov 23 2012,8:00p,New York Knicks,103,Houston Rockets,131,Box Score,,Box Score,,"18,038",2:16
Fri Nov 23 2012,8:00p,San Antonio Spurs,104,Indiana Pacers,97,Box Score,,Box Score,,"17,082",2:11
Fri Nov 23 2012,8:00p,Los Angeles Lakers,98,Memphis Grizzlies,106,Box Score,,Box Score,,"18,119",2:16
Fri Nov 23 2012,9:00p,Golden State Warriors,91,Denver Nuggets,102,Box Score,,Box Score,,"18,523",2:14
Fri Nov 23 2012,9:00p,New Orleans Hornets,108,Phoenix Suns,111,Box Score,,Box Score,OT,"14,020",2:34
Fri Nov 23 2012,9:00p,Sacramento Kings,102,Utah Jazz,104,Box Score,,Box Score,,"18,000",2:15
Fri Nov 23 2012,10:00p,Minnesota Timberwolves,95,Portland Trail Blazers,103,Box Score,,Box Score,,"20,555",2:08
Sat Nov 24 2012,7:00p,Los Angeles Clippers,93,Atlanta Hawks,104,Box Score,,Box Score,,"16,024",2:08
Sat Nov 24 2012,7:00p,Oklahoma City Thunder,116,Philadelphia 76ers,109,Box Score,,Box Score,OT,"19,611",2:32
Sat Nov 24 2012,7:00p,Charlotte Bobcats,108,Washington Wizards,106,Box Score,,Box Score,2OT,"13,077",3:11
Sat Nov 24 2012,7:30p,Cleveland Cavaliers,108,Miami Heat,110,Box Score,,Box Score,,"20,064",2:30
Sat Nov 24 2012,8:30p,Los Angeles Lakers,115,Dallas Mavericks,89,Box Score,,Box Score,,"20,423",2:13
Sat Nov 24 2012,9:00p,Chicago Bulls,93,Milwaukee Bucks,86,Box Score,,Box Score,,"14,812",2:03
Sat Nov 24 2012,10:00p,Utah Jazz,97,Sacramento Kings,108,Box Score,,Box Score,,"12,239",2:15
Sat Nov 24 2012,10:30p,Minnesota Timberwolves,85,Golden State Warriors,96,Box Score,,Box Score,,"19,084",2:11
Sun Nov 25 2012,1:00p,Detroit Pistons,100,New York Knicks,121,Box Score,,Box Score,,"19,033",2:14
Sun Nov 25 2012,1:00p,San Antonio Spurs,111,Toronto Raptors,106,Box Score,,Box Score,2OT,"19,800",2:45
Sun Nov 25 2012,3:00p,Portland Trail Blazers,85,Brooklyn Nets,98,Box Score,,Box Score,,"16,542",2:12
Sun Nov 25 2012,6:00p,Boston Celtics,116,Orlando Magic,110,Box Score,,Box Score,OT,"17,037",2:30
Sun Nov 25 2012,6:00p,Phoenix Suns,101,Philadelphia 76ers,104,Box Score,,Box Score,,"14,518",2:19
Sun Nov 25 2012,8:00p,New Orleans Hornets,84,Denver Nuggets,102,Box Score,,Box Score,,"15,402",2:03
Mon Nov 26 2012,7:00p,New York Knicks,89,Brooklyn Nets,96,Box Score,,Box Score,OT,"17,732",2:50
Mon Nov 26 2012,7:00p,San Antonio Spurs,118,Washington Wizards,92,Box Score,,Box Score,,"13,879",1:56
Mon Nov 26 2012,7:30p,Portland Trail Blazers,101,Detroit Pistons,108,Box Score,,Box Score,,"10,212",2:16
Mon Nov 26 2012,8:00p,Milwaukee Bucks,93,Chicago Bulls,92,Box Score,,Box Score,,"21,485",2:09
Mon Nov 26 2012,8:00p,Cleveland Cavaliers,78,Memphis Grizzlies,84,Box Score,,Box Score,,"13,485",2:07
Mon Nov 26 2012,8:00p,Charlotte Bobcats,69,Oklahoma City Thunder,114,Box Score,,Box Score,,"18,203",2:05
Mon Nov 26 2012,9:00p,Denver Nuggets,103,Utah Jazz,105,Box Score,,Box Score,,"18,776",2:25
Mon Nov 26 2012,10:30p,New Orleans Hornets,105,Los Angeles Clippers,98,Box Score,,Box Score,,"19,060",2:17
Tue Nov 27 2012,7:00p,Phoenix Suns,91,Cleveland Cavaliers,78,Box Score,,Box Score,,"13,687",2:10
Tue Nov 27 2012,7:00p,Dallas Mavericks,98,Philadelphia 76ers,100,Box Score,,Box Score,,"15,107",2:20
Tue Nov 27 2012,8:00p,Toronto Raptors,101,Houston Rockets,117,Box Score,,Box Score,,"12,907",2:02
Tue Nov 27 2012,10:00p,Minnesota Timberwolves,97,Sacramento Kings,89,Box Score,,Box Score,,"10,741",2:02
Tue Nov 27 2012,10:30p,Indiana Pacers,79,Los Angeles Lakers,77,Box Score,,Box Score,,"18,997",2:25
Wed Nov 28 2012,7:00p,San Antonio Spurs,110,Orlando Magic,89,Box Score,,Box Score,,"17,271",1:59
Wed Nov 28 2012,7:00p,Portland Trail Blazers,82,Washington Wizards,84,Box Score,,Box Score,,"14,114",2:11
Wed Nov 28 2012,7:30p,Charlotte Bobcats,91,Atlanta Hawks,94,Box Score,,Box Score,,"10,162",2:17
Wed Nov 28 2012,7:30p,Brooklyn Nets,95,Boston Celtics,83,Box Score,,Box Score,,"18,624",2:24
Wed Nov 28 2012,7:30p,Phoenix Suns,77,Detroit Pistons,117,Box Score,,Box Score,,"10,517",2:14
Wed Nov 28 2012,8:00p,Dallas Mavericks,78,Chicago Bulls,101,Box Score,,Box Score,,"21,575",2:17
Wed Nov 28 2012,8:00p,Toronto Raptors,82,Memphis Grizzlies,103,Box Score,,Box Score,,"14,603",2:22
Wed Nov 28 2012,8:00p,New York Knicks,102,Milwaukee Bucks,88,Box Score,,Box Score,,"11,439",2:03
Wed Nov 28 2012,8:00p,Utah Jazz,96,New Orleans Hornets,84,Box Score,,Box Score,,"10,693",2:12
Wed Nov 28 2012,8:00p,Houston Rockets,98,Oklahoma City Thunder,120,Box Score,,Box Score,,"18,203",2:10
Wed Nov 28 2012,10:30p,Minnesota Timberwolves,95,Los Angeles Clippers,101,Box Score,,Box Score,,"19,060",2:21
Thu Nov 29 2012,8:00p,San Antonio Spurs,100,Miami Heat,105,Box Score,,Box Score,,"19,703",2:24
Thu Nov 29 2012,10:30p,Denver Nuggets,105,Golden State Warriors,106,Box Score,,Box Score,,"17,627",2:34
Fri Nov 30 2012,7:00p,Philadelphia 76ers,104,Charlotte Bobcats,98,Box Score,,Box Score,,"13,202",2:00
Fri Nov 30 2012,7:00p,Brooklyn Nets,98,Orlando Magic,86,Box Score,,Box Score,,"17,103",2:02
Fri Nov 30 2012,7:00p,Phoenix Suns,97,Toronto Raptors,101,Box Score,,Box Score,,"18,246",2:13
Fri Nov 30 2012,7:30p,Cleveland Cavaliers,113,Atlanta Hawks,111,Box Score,,Box Score,,"13,094",2:16
