Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Box Score,OT,Attend.,LOG,Arena,Notes
Tue Oct 31 2006,8:00p,Chicago Bulls,108,Miami Heat,66,Box Score,,Box Score,,"20,229",
Tue Oct 31 2006,10:30p,Phoenix Suns,106,Los Angeles Lakers,114,Box Score,,Box Score,,"18,997",
Wed Nov 01 2006,7:00p,Indiana Pacers,106,Charlotte Bobcats,99,Box Score,,Box Score,,"18,518",
Wed Nov 01 2006,7:00p,Chicago Bulls,94,Orlando Magic,109,Box Score,,Box Score,,"17,451",
Wed Nov 01 2006,7:00p,Atlanta Hawks,75,Philadelphia 76ers,88,Box Score,,Box Score,,"17,119",
Wed Nov 01 2006,7:30p,New Orleans/Oklahoma City Hornets,91,Boston Celtics,87,Box Score,,Box Score,,"18,624",2:33
Wed Nov 01 2006,7:30p,Toronto Raptors,92,New Jersey Nets,102,Box Score,,Box Score,,"18,646",
Wed Nov 01 2006,8:00p,Washington Wizards,94,Cleveland Cavaliers,97,Box Score,,Box Score,,"20,562",
Wed Nov 01 2006,8:00p,Milwaukee Bucks,105,Detroit Pistons,97,Box Score,,Box Score,,"22,076",
Wed Nov 01 2006,8:00p,New York Knicks,118,Memphis Grizzlies,117,Box Score,,Box Score,3OT,"17,113",
Wed Nov 01 2006,8:00p,Sacramento Kings,83,Minnesota Timberwolves,92,Box Score,,Box Score,,"19,356",
Wed Nov 01 2006,9:00p,Houston Rockets,97,Utah Jazz,107,Box Score,,Box Score,,"18,133",
Wed Nov 01 2006,10:00p,Portland Trail Blazers,110,Seattle SuperSonics,106,Box Score,,Box Score,,"17,072",
Wed Nov 01 2006,10:30p,Los Angeles Lakers,110,Golden State Warriors,98,Box Score,,Box Score,,"19,596",
Wed Nov 01 2006,10:30p,Los Angeles Clippers,104,Phoenix Suns,112,Box Score,,Box Score,,"18,422",
Thu Nov 02 2006,8:00p,San Antonio Spurs,97,Dallas Mavericks,91,Box Score,,Box Score,,"20,416",
Thu Nov 02 2006,10:30p,Denver Nuggets,95,Los Angeles Clippers,96,Box Score,,Box Score,,"18,050",
Fri Nov 03 2006,7:00p,New Orleans/Oklahoma City Hornets,100,Indiana Pacers,91,Box Score,,Box Score,,"18,165",
Fri Nov 03 2006,7:00p,Philadelphia 76ers,105,Orlando Magic,103,Box Score,,Box Score,,"17,451",
Fri Nov 03 2006,7:00p,Milwaukee Bucks,92,Toronto Raptors,109,Box Score,,Box Score,,"19,832",
Fri Nov 03 2006,7:30p,New York Knicks,92,Atlanta Hawks,102,Box Score,,Box Score,,"19,604",
Fri Nov 03 2006,7:30p,Detroit Pistons,101,Boston Celtics,88,Box Score,,Box Score,,"18,624",2:11
Fri Nov 03 2006,7:30p,New Jersey Nets,85,Miami Heat,91,Box Score,,Box Score,,"19,600",
Fri Nov 03 2006,8:00p,Charlotte Bobcats,83,Memphis Grizzlies,96,Box Score,,Box Score,,"13,787",
Fri Nov 03 2006,8:00p,Cleveland Cavaliers,88,San Antonio Spurs,81,Box Score,,Box Score,,"18,797",
Fri Nov 03 2006,8:30p,Sacramento Kings,89,Chicago Bulls,88,Box Score,,Box Score,,"22,454",
Fri Nov 03 2006,9:00p,Minnesota Timberwolves,112,Denver Nuggets,109,Box Score,,Box Score,,"19,234",
Fri Nov 03 2006,9:00p,Utah Jazz,108,Phoenix Suns,104,Box Score,,Box Score,,"18,422",
Fri Nov 03 2006,10:30p,Portland Trail Blazers,89,Golden State Warriors,102,Box Score,,Box Score,,"17,204",
Fri Nov 03 2006,10:30p,Seattle SuperSonics,112,Los Angeles Lakers,118,Box Score,,Box Score,,"18,997",
Sat Nov 04 2006,7:00p,Cleveland Cavaliers,88,Charlotte Bobcats,92,Box Score,,Box Score,,"19,147",
Sat Nov 04 2006,7:00p,Boston Celtics,117,Washington Wizards,124,Box Score,,Box Score,,"20,173",2:28
