Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Box Score,OT,Attend.,LOG,Arena,Notes
Mon Dec 28 2020,8:00p,Utah Jazz,110,Oklahoma City Thunder,109,Box Score,,Box Score,,0,2:03
Mon Dec 28 2020,9:00p,Houston Rockets,111,Denver Nuggets,124,Box Score,,Box Score,,0,2:16
Mon Dec 28 2020,10:00p,Portland Trail Blazers,115,Los Angeles Lakers,107,Box Score,,Box Score,,0,2:14
Tue Dec 29 2020,7:00p,New York Knicks,95,Cleveland Cavaliers,86,Box Score,,Box Score,,300,2:04
Tue Dec 29 2020,7:00p,Golden State Warriors,116,Detroit Pistons,106,Box Score,,Box Score,,0,2:31
Tue Dec 29 2020,7:00p,Boston Celtics,116,Indiana Pacers,111,Box Score,,Box Score,,0,2:12
Tue Dec 29 2020,7:00p,Chicago Bulls,115,Washington Wizards,107,Box Score,,Box Score,,0,2:23
Tue Dec 29 2020,7:00p,Toronto Raptors,93,Philadelphia 76ers,100,Box Score,,Box Score,,0,2:27
Tue Dec 29 2020,7:30p,Milwaukee Bucks,144,Miami Heat,97,Box Score,,Box Score,,0,2:09
Tue Dec 29 2020,8:00p,Orlando Magic,118,Oklahoma City Thunder,107,Box Score,,Box Score,,0,2:05
Tue Dec 29 2020,10:00p,New Orleans Pelicans,86,Phoenix Suns,111,Box Score,,Box Score,,0,2:09
Tue Dec 29 2020,10:00p,Denver Nuggets,115,Sacramento Kings,125,Box Score,,Box Score,,0,2:14
Tue Dec 29 2020,10:00p,Minnesota Timberwolves,101,Los Angeles Clippers,124,Box Score,,Box Score,,0,2:08
Wed Dec 30 2020,7:30p,Milwaukee Bucks,108,Miami Heat,119,Box Score,,Box Score,,0,2:11
Wed Dec 30 2020,7:30p,Atlanta Hawks,141,Brooklyn Nets,145,Box Score,,Box Score,,0,2:09
Wed Dec 30 2020,7:30p,Memphis Grizzlies,107,Boston Celtics,126,Box Score,,Box Score,,0,2:03
Wed Dec 30 2020,8:30p,Charlotte Hornets,118,Dallas Mavericks,99,Box Score,,Box Score,,0,2:20
Wed Dec 30 2020,8:30p,Los Angeles Lakers,121,San Antonio Spurs,107,Box Score,,Box Score,,0,2:07
Wed Dec 30 2020,10:00p,Portland Trail Blazers,105,Los Angeles Clippers,128,Box Score,,Box Score,,0,2:06
Thu Dec 31 2020,3:00p,Cleveland Cavaliers,99,Indiana Pacers,119,Box Score,,Box Score,,0,2:16
Thu Dec 31 2020,5:00p,Chicago Bulls,133,Washington Wizards,130,Box Score,,Box Score,,0,2:27
Thu Dec 31 2020,6:30p,Philadelphia 76ers,116,Orlando Magic,92,Box Score,,Box Score,,"3,247",2:02
Thu Dec 31 2020,7:00p,Sacramento Kings,119,Houston Rockets,122,Box Score,,Box Score,,"3,247",2:23
Thu Dec 31 2020,7:30p,New York Knicks,83,Toronto Raptors,100,Box Score,,Box Score,,"3,449",2:09
Thu Dec 31 2020,8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,80,Box Score,,Box Score,,0,2:04
Thu Dec 31 2020,9:00p,Phoenix Suns,106,Utah Jazz,95,Box Score,,Box Score,,"1,932",2:07
Fri Jan 01 2021,7:00p,Memphis Grizzlies,108,Charlotte Hornets,93,Box Score,,Box Score,,0,2:04
Fri Jan 01 2021,7:00p,Miami Heat,83,Dallas Mavericks,93,Box Score,,Box Score,,0,2:12
Fri Jan 01 2021,7:00p,Boston Celtics,93,Detroit Pistons,96,Box Score,,Box Score,,0,2:04
Fri Jan 01 2021,7:30p,Atlanta Hawks,114,Brooklyn Nets,96,Box Score,,Box Score,,0,2:00
Fri Jan 01 2021,8:00p,Chicago Bulls,96,Milwaukee Bucks,126,Box Score,,Box Score,,0,2:09
Fri Jan 01 2021,8:00p,Washington Wizards,130,Minnesota Timberwolves,109,Box Score,,Box Score,,0,2:08
Fri Jan 01 2021,8:00p,Los Angeles Lakers,109,San Antonio Spurs,103,Box Score,,Box Score,,0,2:14
Fri Jan 01 2021,9:00p,Phoenix Suns,106,Denver Nuggets,103,Box Score,,Box Score,,0,2:21
Fri Jan 01 2021,9:00p,Los Angeles Clippers,100,Utah Jazz,106,Box Score,,Box Score,,"1,932",2:10
Fri Jan 01 2021,10:30p,Portland Trail Blazers,123,Golden State Warriors,98,Box Score,,Box Score,,0,2:15
Sat Jan 02 2021,5:00p,Sacramento Kings,94,Houston Rockets,102,Box Score,,Box Score,,"3,065",2:15
Sat Jan 02 2021,7:00p,New York Knicks,106,Indiana Pacers,102,Box Score,,Box Score,,0,2:11
Sat Jan 02 2021,7:00p,Oklahoma City Thunder,108,Orlando Magic,99,Box Score,,Box Score,,"3,339",2:02
Sat Jan 02 2021,7:00p,Charlotte Hornets,112,Philadelphia 76ers,127,Box Score,,Box Score,,0,2:15
Sat Jan 02 2021,7:30p,Cleveland Cavaliers,96,Atlanta Hawks,91,Box Score,,Box Score,,0,2:14
Sat Jan 02 2021,7:30p,Toronto Raptors,116,New Orleans Pelicans,120,Box Score,,Box Score,,750,2:19
Sun Jan 03 2021,3:00p,Boston Celtics,122,Detroit Pistons,120,Box Score,,Box Score,,0,2:16
Sun Jan 03 2021,6:00p,Washington Wizards,123,Brooklyn Nets,122,Box Score,,Box Score,,0,2:18
Sun Jan 03 2021,6:00p,Los Angeles Lakers,108,Memphis Grizzlies,94,Box Score,,Box Score,,0,2:07
Sun Jan 03 2021,7:00p,Denver Nuggets,124,Minnesota Timberwolves,109,Box Score,,Box Score,,0,2:02
Sun Jan 03 2021,7:00p,Utah Jazz,130,San Antonio Spurs,109,Box Score,,Box Score,,0,2:00
Sun Jan 03 2021,8:00p,Dallas Mavericks,108,Chicago Bulls,118,Box Score,,Box Score,,0,2:26
Sun Jan 03 2021,8:00p,Los Angeles Clippers,112,Phoenix Suns,107,Box Score,,Box Score,,0,2:13
Sun Jan 03 2021,8:30p,Portland Trail Blazers,122,Golden State Warriors,137,Box Score,,Box Score,,0,2:22
Mon Jan 04 2021,7:00p,Cleveland Cavaliers,83,Orlando Magic,103,Box Score,,Box Score,,"2,726",2:04
Mon Jan 04 2021,7:00p,Charlotte Hornets,101,Philadelphia 76ers,118,Box Score,,Box Score,,0,2:07
Mon Jan 04 2021,7:30p,New York Knicks,113,Atlanta Hawks,108,Box Score,,Box Score,,0,2:16
Mon Jan 04 2021,7:30p,Oklahoma City Thunder,90,Miami Heat,118,Box Score,,Box Score,,0,2:06
Mon Jan 04 2021,7:30p,Boston Celtics,126,Toronto Raptors,114,Box Score,,Box Score,,"3,740",2:19
Mon Jan 04 2021,8:00p,Dallas Mavericks,113,Houston Rockets,100,Box Score,,Box Score,,"3,070",2:20
Mon Jan 04 2021,8:00p,Detroit Pistons,115,Milwaukee Bucks,125,Box Score,,Box Score,,0,2:10
Mon Jan 04 2021,8:00p,Indiana Pacers,118,New Orleans Pelicans,116,Box Score,,Box Score,OT,750,2:24
Mon Jan 04 2021,10:00p,Sacramento Kings,106,Golden State Warriors,137,Box Score,,Box Score,,0,2:06
Tue Jan 05 2021,7:30p,Utah Jazz,96,Brooklyn Nets,130,Box Score,,Box Score,,0,2:04
Tue Jan 05 2021,8:00p,Los Angeles Lakers,94,Memphis Grizzlies,92,Box Score,,Box Score,,0,2:13
Tue Jan 05 2021,9:00p,Minnesota Timberwolves,116,Denver Nuggets,123,Box Score,,Box Score,,0,2:26
Tue Jan 05 2021,10:00p,San Antonio Spurs,116,Los Angeles Clippers,113,Box Score,,Box Score,,0,2:07
Tue Jan 05 2021,10:30p,Chicago Bulls,111,Portland Trail Blazers,108,Box Score,,Box Score,,0,2:15
Wed Jan 06 2021,7:00p,Houston Rockets,107,Indiana Pacers,114,Box Score,,Box Score,,0,2:19
Wed Jan 06 2021,7:00p,Cleveland Cavaliers,94,Orlando Magic,105,Box Score,,Box Score,,"2,948",2:06
Wed Jan 06 2021,7:00p,Washington Wizards,136,Philadelphia 76ers,141,Box Score,,Box Score,,0,2:23
Wed Jan 06 2021,7:30p,Charlotte Hornets,102,Atlanta Hawks,94,Box Score,,Box Score,,0,2:14
Wed Jan 06 2021,7:30p,Boston Celtics,107,Miami Heat,105,Box Score,,Box Score,,0,2:20
Wed Jan 06 2021,7:30p,Utah Jazz,100,New York Knicks,112,Box Score,,Box Score,,0,2:12
Wed Jan 06 2021,8:00p,Detroit Pistons,115,Milwaukee Bucks,130,Box Score,,Box Score,,0,2:13
Wed Jan 06 2021,8:00p,Oklahoma City Thunder,111,New Orleans Pelicans,110,Box Score,,Box Score,,750,2:06
Wed Jan 06 2021,9:00p,Toronto Raptors,115,Phoenix Suns,123,Box Score,,Box Score,,0,2:19
Wed Jan 06 2021,10:00p,Los Angeles Clippers,108,Golden State Warriors,101,Box Score,,Box Score,,0,2:19
Wed Jan 06 2021,10:00p,Chicago Bulls,124,Sacramento Kings,128,Box Score,,Box Score,,0,2:13
Thu Jan 07 2021,7:30p,Philadelphia 76ers,109,Brooklyn Nets,122,Box Score,,Box Score,,0,2:14
Thu Jan 07 2021,8:00p,Cleveland Cavaliers,94,Memphis Grizzlies,90,Box Score,,Box Score,,0,2:04
Thu Jan 07 2021,10:00p,Dallas Mavericks,124,Denver Nuggets,117,Box Score,,Box Score,OT,0,2:37
Thu Jan 07 2021,10:00p,San Antonio Spurs,118,Los Angeles Lakers,109,Box Score,,Box Score,,0,2:11
Thu Jan 07 2021,10:00p,Minnesota Timberwolves,117,Portland Trail Blazers,135,Box Score,,Box Score,,0,2:09
Fri Jan 08 2021,7:00p,Phoenix Suns,105,Detroit Pistons,110,Box Score,,Box Score,OT,0,2:35
Fri Jan 08 2021,7:30p,Washington Wizards,107,Boston Celtics,116,Box Score,,Box Score,,0,2:13
Fri Jan 08 2021,7:30p,Charlotte Hornets,118,New Orleans Pelicans,110,Box Score,,Box Score,,750,2:20
Fri Jan 08 2021,7:30p,Oklahoma City Thunder,101,New York Knicks,89,Box Score,,Box Score,,0,2:05
Fri Jan 08 2021,8:00p,Orlando Magic,90,Houston Rockets,132,Box Score,,Box Score,,"3,039",1:56
Fri Jan 08 2021,8:00p,Brooklyn Nets,110,Memphis Grizzlies,115,Box Score,,Box Score,,0,2:13
Fri Jan 08 2021,8:00p,Utah Jazz,131,Milwaukee Bucks,118,Box Score,,Box Score,,0,2:06
Fri Jan 08 2021,10:00p,Los Angeles Clippers,105,Golden State Warriors,115,Box Score,,Box Score,,0,2:17
Fri Jan 08 2021,10:00p,Chicago Bulls,115,Los Angeles Lakers,117,Box Score,,Box Score,,0,2:17
Fri Jan 08 2021,10:00p,Toronto Raptors,144,Sacramento Kings,123,Box Score,,Box Score,,0,2:06
Sat Jan 09 2021,3:00p,Denver Nuggets,115,Philadelphia 76ers,103,Box Score,,Box Score,,0,2:05
Sat Jan 09 2021,7:00p,Atlanta Hawks,105,Charlotte Hornets,113,Box Score,,Box Score,,0,2:10
Sat Jan 09 2021,7:00p,Phoenix Suns,125,Indiana Pacers,117,Box Score,,Box Score,,0,2:07
Sat Jan 09 2021,7:00p,Miami Heat,128,Washington Wizards,124,Box Score,,Box Score,,0,2:15
Sat Jan 09 2021,8:00p,Cleveland Cavaliers,90,Milwaukee Bucks,100,Box Score,,Box Score,,0,2:09
Sat Jan 09 2021,8:00p,San Antonio Spurs,125,Minnesota Timberwolves,122,Box Score,,Box Score,OT,0,2:28
Sat Jan 09 2021,8:30p,Orlando Magic,98,Dallas Mavericks,112,Box Score,,Box Score,,0,2:07
Sat Jan 09 2021,10:00p,Portland Trail Blazers,125,Sacramento Kings,99,Box Score,,Box Score,,0,2:12
Sun Jan 10 2021,3:00p,Utah Jazz,96,Detroit Pistons,86,Box Score,,Box Score,,0,2:14
Sun Jan 10 2021,4:00p,Chicago Bulls,127,Los Angeles Clippers,130,Box Score,,Box Score,,0,2:20
Sun Jan 10 2021,6:00p,Oklahoma City Thunder,129,Brooklyn Nets,116,Box Score,,Box Score,,0,2:07
Sun Jan 10 2021,6:00p,Denver Nuggets,114,New York Knicks,89,Box Score,,Box Score,,0,2:05
Sun Jan 10 2021,7:00p,Los Angeles Lakers,120,Houston Rockets,102,Box Score,,Box Score,,"3,327",2:29
Sun Jan 10 2021,8:00p,San Antonio Spurs,88,Minnesota Timberwolves,96,Box Score,,Box Score,,0,2:11
Sun Jan 10 2021,8:30p,Toronto Raptors,105,Golden State Warriors,106,Box Score,,Box Score,,0,2:22
Mon Jan 11 2021,7:00p,New York Knicks,88,Charlotte Hornets,109,Box Score,,Box Score,,0,2:10
Mon Jan 11 2021,7:00p,Memphis Grizzlies,101,Cleveland Cavaliers,91,Box Score,,Box Score,,"1,944",2:19
Mon Jan 11 2021,7:00p,Milwaukee Bucks,121,Orlando Magic,99,Box Score,,Box Score,,"3,248",2:05
Mon Jan 11 2021,7:00p,Phoenix Suns,107,Washington Wizards,128,Box Score,,Box Score,,0,2:12
Mon Jan 11 2021,7:30p,Philadelphia 76ers,94,Atlanta Hawks,112,Box Score,,Box Score,,0,2:01
Mon Jan 11 2021,10:00p,Toronto Raptors,111,Portland Trail Blazers,112,Box Score,,Box Score,,0,2:06
Mon Jan 11 2021,10:00p,Indiana Pacers,122,Sacramento Kings,127,Box Score,,Box Score,,0,2:19
Tue Jan 12 2021,7:00p,Miami Heat,134,Philadelphia 76ers,137,Box Score,,Box Score,OT,0,2:40
Tue Jan 12 2021,7:30p,Denver Nuggets,116,Brooklyn Nets,122,Box Score,,Box Score,,0,2:06
Tue Jan 12 2021,7:30p,Utah Jazz,117,Cleveland Cavaliers,87,Box Score,,Box Score,,"1,944",1:57
Tue Jan 12 2021,8:00p,Los Angeles Lakers,117,Houston Rockets,100,Box Score,,Box Score,,"3,221",2:08
Tue Jan 12 2021,8:00p,San Antonio Spurs,112,Oklahoma City Thunder,102,Box Score,,Box Score,,0,2:09
Tue Jan 12 2021,10:30p,Indiana Pacers,104,Golden State Warriors,95,Box Score,,Box Score,,0,2:23
Wed Jan 13 2021,7:00p,Dallas Mavericks,104,Charlotte Hornets,93,Box Score,,Box Score,,0,2:02
Wed Jan 13 2021,7:00p,Milwaukee Bucks,110,Detroit Pistons,101,Box Score,,Box Score,,0,2:05
Wed Jan 13 2021,7:30p,Brooklyn Nets,116,New York Knicks,109,Box Score,,Box Score,,0,2:07
Wed Jan 13 2021,8:00p,Memphis Grizzlies,118,Minnesota Timberwolves,107,Box Score,,Box Score,,0,2:13
Wed Jan 13 2021,8:00p,Los Angeles Lakers,128,Oklahoma City Thunder,99,Box Score,,Box Score,,0,2:05
Wed Jan 13 2021,10:00p,New Orleans Pelicans,106,Los Angeles Clippers,111,Box Score,,Box Score,,0,2:12
Wed Jan 13 2021,10:00p,Portland Trail Blazers,132,Sacramento Kings,126,Box Score,,Box Score,,0,2:15
Thu Jan 14 2021,7:00p,Miami Heat,108,Philadelphia 76ers,125,Box Score,,Box Score,,0,2:14
Thu Jan 14 2021,7:30p,Houston Rockets,109,San Antonio Spurs,105,Box Score,,Box Score,,0,2:18
Thu Jan 14 2021,7:30p,Charlotte Hornets,108,Toronto Raptors,111,Box Score,,Box Score,,0,2:05
Thu Jan 14 2021,10:00p,Golden State Warriors,104,Denver Nuggets,114,Box Score,,Box Score,,0,2:14
Thu Jan 14 2021,10:00p,Indiana Pacers,111,Portland Trail Blazers,87,Box Score,,Box Score,,0,2:04
Fri Jan 15 2021,7:30p,Orlando Magic,97,Boston Celtics,124,Box Score,,Box Score,,0,2:05
Fri Jan 15 2021,7:30p,New York Knicks,103,Cleveland Cavaliers,106,Box Score,,Box Score,,"1,944",2:13
Fri Jan 15 2021,7:30p,Dallas Mavericks,109,Milwaukee Bucks,112,Box Score,,Box Score,,0,2:21
Fri Jan 15 2021,8:00p,Chicago Bulls,125,Oklahoma City Thunder,127,Box Score,,Box Score,OT,0,2:26
Fri Jan 15 2021,9:00p,Atlanta Hawks,92,Utah Jazz,116,Box Score,,Box Score,,"1,932",2:06
Fri Jan 15 2021,10:00p,New Orleans Pelicans,95,Los Angeles Lakers,112,Box Score,,Box Score,,0,2:19
Fri Jan 15 2021,10:00p,Los Angeles Clippers,138,Sacramento Kings,100,Box Score,,Box Score,,0,2:01
Sat Jan 16 2021,5:00p,Houston Rockets,91,San Antonio Spurs,103,Box Score,,Box Score,,0,2:12
Sat Jan 16 2021,6:00p,Orlando Magic,115,Brooklyn Nets,122,Box Score,,Box Score,,0,2:13
Sat Jan 16 2021,7:30p,Charlotte Hornets,113,Toronto Raptors,116,Box Score,,Box Score,,0,2:19
Sat Jan 16 2021,8:00p,Philadelphia 76ers,104,Memphis Grizzlies,106,Box Score,,Box Score,,206,2:16
Sat Jan 16 2021,8:00p,Detroit Pistons,120,Miami Heat,100,Box Score,,Box Score,,0,2:20
Sat Jan 16 2021,10:00p,Atlanta Hawks,106,Portland Trail Blazers,112,Box Score,,Box Score,,0,2:18
Sun Jan 17 2021,1:00p,New York Knicks,105,Boston Celtics,75,Box Score,,Box Score,,0,2:14
Sun Jan 17 2021,3:00p,Chicago Bulls,117,Dallas Mavericks,101,Box Score,,Box Score,,0,2:13
Sun Jan 17 2021,8:00p,Utah Jazz,109,Denver Nuggets,105,Box Score,,Box Score,,0,2:17
Sun Jan 17 2021,9:00p,New Orleans Pelicans,128,Sacramento Kings,123,Box Score,,Box Score,,0,2:22
Sun Jan 17 2021,10:00p,Indiana Pacers,96,Los Angeles Clippers,129,Box Score,,Box Score,,0,2:07
Mon Jan 18 2021,12:00p,Orlando Magic,84,New York Knicks,91,Box Score,,Box Score,,0,2:13
Mon Jan 18 2021,2:30p,Minnesota Timberwolves,97,Atlanta Hawks,108,Box Score,,Box Score,,0,2:13
Mon Jan 18 2021,3:00p,San Antonio Spurs,125,Portland Trail Blazers,104,Box Score,,Box Score,,0,2:04
Mon Jan 18 2021,5:00p,Phoenix Suns,104,Memphis Grizzlies,108,Box Score,,Box Score,,204,2:18
Mon Jan 18 2021,7:30p,Milwaukee Bucks,123,Brooklyn Nets,125,Box Score,,Box Score,,0,2:16
Mon Jan 18 2021,7:30p,Dallas Mavericks,93,Toronto Raptors,116,Box Score,,Box Score,,0,2:14
Mon Jan 18 2021,8:00p,Houston Rockets,120,Chicago Bulls,125,Box Score,,Box Score,,0,2:13
Mon Jan 18 2021,8:00p,Detroit Pistons,107,Miami Heat,113,Box Score,,Box Score,,0,2:25
Mon Jan 18 2021,10:00p,Golden State Warriors,115,Los Angeles Lakers,113,Box Score,,Box Score,,0,2:29
Tue Jan 19 2021,9:00p,Oklahoma City Thunder,101,Denver Nuggets,119,Box Score,,Box Score,,0,1:59
Tue Jan 19 2021,9:00p,New Orleans Pelicans,102,Utah Jazz,118,Box Score,,Box Score,,"1,932",2:05
Wed Jan 20 2021,7:00p,Brooklyn Nets,135,Cleveland Cavaliers,147,Box Score,,Box Score,2OT,"1,944",2:39
Wed Jan 20 2021,7:00p,Dallas Mavericks,124,Indiana Pacers,112,Box Score,,Box Score,,0,2:09
Wed Jan 20 2021,7:00p,Boston Celtics,109,Philadelphia 76ers,117,Box Score,,Box Score,,0,2:26
Wed Jan 20 2021,7:30p,Detroit Pistons,115,Atlanta Hawks,123,Box Score,,Box Score,OT,0,2:33
Wed Jan 20 2021,7:30p,Miami Heat,111,Toronto Raptors,102,Box Score,,Box Score,,0,2:13
Wed Jan 20 2021,8:00p,Orlando Magic,97,Minnesota Timberwolves,96,Box Score,,Box Score,,0,2:15
Wed Jan 20 2021,9:30p,Phoenix Suns,109,Houston Rockets,103,Box Score,,Box Score,,"3,022",2:22
Wed Jan 20 2021,10:00p,San Antonio Spurs,99,Golden State Warriors,121,Box Score,,Box Score,,0,2:09
Wed Jan 20 2021,10:00p,Sacramento Kings,96,Los Angeles Clippers,115,Box Score,,Box Score,,0,2:02
Thu Jan 21 2021,7:30p,Los Angeles Lakers,113,Milwaukee Bucks,106,Box Score,,Box Score,,0,2:16
Thu Jan 21 2021,10:00p,New York Knicks,119,Golden State Warriors,104,Box Score,,Box Score,,0,2:24
Thu Jan 21 2021,10:00p,New Orleans Pelicans,118,Utah Jazz,129,Box Score,,Box Score,,"1,932",2:26
Fri Jan 22 2021,7:00p,Chicago Bulls,123,Charlotte Hornets,110,Box Score,,Box Score,,0,2:07
Fri Jan 22 2021,7:00p,Houston Rockets,103,Detroit Pistons,102,Box Score,,Box Score,,0,2:18
Fri Jan 22 2021,7:00p,Orlando Magic,118,Indiana Pacers,120,Box Score,,Box Score,OT,0,2:28
Fri Jan 22 2021,7:30p,Brooklyn Nets,113,Cleveland Cavaliers,125,Box Score,,Box Score,,"1,944",2:10
Fri Jan 22 2021,7:30p,Boston Celtics,110,Philadelphia 76ers,122,Box Score,,Box Score,,0,2:18
Fri Jan 22 2021,7:30p,Miami Heat,81,Toronto Raptors,101,Box Score,,Box Score,,0,2:01
Fri Jan 22 2021,8:00p,Atlanta Hawks,116,Minnesota Timberwolves,98,Box Score,,Box Score,,0,2:02
Fri Jan 22 2021,8:30p,Dallas Mavericks,122,San Antonio Spurs,117,Box Score,,Box Score,,0,2:13
Fri Jan 22 2021,10:00p,Oklahoma City Thunder,106,Los Angeles Clippers,120,Box Score,,Box Score,,0,2:05
Fri Jan 22 2021,10:00p,Denver Nuggets,130,Phoenix Suns,126,Box Score,,Box Score,OT,0,2:24
Fri Jan 22 2021,10:00p,New York Knicks,94,Sacramento Kings,103,Box Score,,Box Score,,0,2:23
Sat Jan 23 2021,8:00p,Miami Heat,124,Brooklyn Nets,128,Box Score,,Box Score,,0,2:25
Sat Jan 23 2021,8:00p,Philadelphia 76ers,114,Detroit Pistons,110,Box Score,,Box Score,,0,2:20
Sat Jan 23 2021,8:00p,New Orleans Pelicans,110,Minnesota Timberwolves,120,Box Score,,Box Score,,0,2:21
Sat Jan 23 2021,9:00p,Los Angeles Lakers,101,Chicago Bulls,90,Box Score,,Box Score,,0,2:18
Sat Jan 23 2021,9:00p,Houston Rockets,133,Dallas Mavericks,108,Box Score,,Box Score,,0,2:14
Sat Jan 23 2021,9:00p,Denver Nuggets,120,Phoenix Suns,112,Box Score,,Box Score,2OT,0,2:47
Sat Jan 23 2021,9:00p,Golden State Warriors,108,Utah Jazz,127,Box Score,,Box Score,,"1,932",2:05
Sun Jan 24 2021,1:00p,Toronto Raptors,107,Indiana Pacers,102,Box Score,,Box Score,,0,2:18
Sun Jan 24 2021,4:00p,Oklahoma City Thunder,100,Los Angeles Clippers,108,Box Score,,Box Score,,0,2:03
Sun Jan 24 2021,7:00p,Cleveland Cavaliers,103,Boston Celtics,141,Box Score,,Box Score,,0,2:09
Sun Jan 24 2021,7:00p,Charlotte Hornets,107,Orlando Magic,104,Box Score,,Box Score,,"3,507",2:09
Sun Jan 24 2021,8:00p,Atlanta Hawks,115,Milwaukee Bucks,129,Box Score,,Box Score,,0,2:11
Sun Jan 24 2021,8:00p,Washington Wizards,101,San Antonio Spurs,121,Box Score,,Box Score,,0,1:59
