Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Box Score,OT,Attend.,LOG,Arena,Notes
Tue Nov 01 2005,7:00p,Milwaukee Bucks,117,Philadelphia 76ers,108,Box Score,,Box Score,OT,"17,705",
Tue Nov 01 2005,8:00p,Sacramento Kings,67,New Orleans/Oklahoma City Hornets,93,Box Score,,Box Score,,"19,163",
Tue Nov 01 2005,8:00p,Denver Nuggets,91,San Antonio Spurs,102,Box Score,,Box Score,,"18,797",
Tue Nov 01 2005,10:30p,Dallas Mavericks,111,Phoenix Suns,108,Box Score,,Box Score,2OT,"17,961",
Wed Nov 02 2005,7:00p,New Orleans/Oklahoma City Hornets,87,Cleveland Cavaliers,109,Box Score,,Box Score,,"20,562",
Wed Nov 02 2005,7:00p,Indiana Pacers,90,Orlando Magic,78,Box Score,,Box Score,,"17,283",
Wed Nov 02 2005,7:00p,Washington Wizards,99,Toronto Raptors,96,Box Score,,Box Score,,"18,106",
Wed Nov 02 2005,7:30p,New York Knicks,100,Boston Celtics,114,Box Score,,Box Score,OT,"18,624",2:42
Wed Nov 02 2005,7:30p,Milwaukee Bucks,110,New Jersey Nets,96,Box Score,,Box Score,,"20,098",
Wed Nov 02 2005,8:00p,Philadelphia 76ers,88,Detroit Pistons,108,Box Score,,Box Score,,"22,076",
Wed Nov 02 2005,8:00p,Miami Heat,97,Memphis Grizzlies,78,Box Score,,Box Score,,"18,119",
Wed Nov 02 2005,8:00p,Portland Trail Blazers,86,Minnesota Timberwolves,90,Box Score,,Box Score,,"16,799",
Wed Nov 02 2005,8:30p,Charlotte Bobcats,105,Chicago Bulls,109,Box Score,,Box Score,OT,"19,251",
Wed Nov 02 2005,8:30p,Sacramento Kings,89,Houston Rockets,98,Box Score,,Box Score,,"16,457",
Wed Nov 02 2005,9:00p,Dallas Mavericks,82,Utah Jazz,93,Box Score,,Box Score,,"18,249",
Wed Nov 02 2005,10:00p,Los Angeles Clippers,101,Seattle SuperSonics,93,Box Score,,Box Score,,"16,515",
Wed Nov 02 2005,10:30p,Los Angeles Lakers,99,Denver Nuggets,97,Box Score,,Box Score,OT,"19,245",
Wed Nov 02 2005,10:30p,Atlanta Hawks,97,Golden State Warriors,122,Box Score,,Box Score,,"18,629",
Thu Nov 03 2005,8:00p,Indiana Pacers,105,Miami Heat,102,Box Score,,Box Score,,"20,128",
Thu Nov 03 2005,10:30p,Phoenix Suns,122,Los Angeles Lakers,112,Box Score,,Box Score,,"18,997",
Fri Nov 04 2005,7:00p,Memphis Grizzlies,94,Orlando Magic,85,Box Score,,Box Score,,"14,942",
Fri Nov 04 2005,7:00p,Charlotte Bobcats,110,Philadelphia 76ers,93,Box Score,,Box Score,,"14,654",
Fri Nov 04 2005,7:00p,New Jersey Nets,102,Toronto Raptors,92,Box Score,,Box Score,,"18,586",
Fri Nov 04 2005,7:30p,Detroit Pistons,82,Boston Celtics,81,Box Score,,Box Score,,"16,642",2:18
Fri Nov 04 2005,7:30p,Washington Wizards,86,New York Knicks,75,Box Score,,Box Score,,"19,763",
Fri Nov 04 2005,8:00p,Cleveland Cavaliers,76,San Antonio Spurs,102,Box Score,,Box Score,,"18,797",
Fri Nov 04 2005,9:00p,Portland Trail Blazers,68,Denver Nuggets,107,Box Score,,Box Score,,"15,595",
Fri Nov 04 2005,10:30p,Utah Jazz,91,Golden State Warriors,85,Box Score,,Box Score,,"18,416",
Fri Nov 04 2005,10:30p,Atlanta Hawks,77,Los Angeles Clippers,92,Box Score,,Box Score,,"16,813",
Fri Nov 04 2005,10:30p,Minnesota Timberwolves,102,Seattle SuperSonics,107,Box Score,,Box Score,OT,"17,072",
Sat Nov 05 2005,7:00p,Orlando Magic,79,Washington Wizards,87,Box Score,,Box Score,,"20,173",
Sat Nov 05 2005,7:30p,Boston Celtics,105,Charlotte Bobcats,107,Box Score,,Box Score,OT,"19,026",2:54
Sat Nov 05 2005,7:30p,Toronto Raptors,84,Detroit Pistons,117,Box Score,,Box Score,,"22,076",
Sat Nov 05 2005,7:30p,Chicago Bulls,99,New Jersey Nets,100,Box Score,,Box Score,,"16,898",
Sat Nov 05 2005,8:00p,Philadelphia 76ers,111,Indiana Pacers,109,Box Score,,Box Score,,"18,345",
Sat Nov 05 2005,8:00p,Cleveland Cavaliers,106,Memphis Grizzlies,113,Box Score,,Box Score,,"17,368",
Sat Nov 05 2005,8:30p,San Antonio Spurs,84,Dallas Mavericks,103,Box Score,,Box Score,,"20,468",
Sat Nov 05 2005,8:30p,New Orleans/Oklahoma City Hornets,91,Houston Rockets,84,Box Score,,Box Score,,"15,875",
Sat Nov 05 2005,8:30p,Miami Heat,100,Milwaukee Bucks,105,Box Score,,Box Score,,"18,717",
Sat Nov 05 2005,9:00p,Phoenix Suns,97,Utah Jazz,88,Box Score,,Box Score,,"18,608",
Sat Nov 05 2005,10:00p,Atlanta Hawks,93,Portland Trail Blazers,94,Box Score,,Box Score,,"18,918",
Sat Nov 05 2005,10:30p,Minnesota Timberwolves,99,Los Angeles Clippers,100,Box Score,,Box Score,OT,"16,212",
Sun Nov 06 2005,1:00p,Golden State Warriors,83,New York Knicks,81,Box Score,,Box Score,,"16,221",
Sun Nov 06 2005,8:00p,Sacramento Kings,118,Phoenix Suns,117,Box Score,,Box Score,,"17,298",
Sun Nov 06 2005,9:30p,Denver Nuggets,92,Los Angeles Lakers,112,Box Score,,Box Score,,"18,997",
Mon Nov 07 2005,7:00p,Cleveland Cavaliers,105,Toronto Raptors,93,Box Score,,Box Score,,"18,281",
Mon Nov 07 2005,7:30p,Utah Jazz,95,Charlotte Bobcats,91,Box Score,,Box Score,OT,"14,872",
Mon Nov 07 2005,7:30p,New Jersey Nets,89,Miami Heat,90,Box Score,,Box Score,,"19,600",
Mon Nov 07 2005,8:00p,Los Angeles Clippers,78,Minnesota Timberwolves,93,Box Score,,Box Score,,"11,791",
Mon Nov 07 2005,8:30p,San Antonio Spurs,104,Chicago Bulls,95,Box Score,,Box Score,OT,"21,827",
Tue Nov 08 2005,7:00p,Los Angeles Lakers,103,Atlanta Hawks,97,Box Score,,Box Score,,"19,523",
