Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Box Score,OT,Attend.,LOG,Arena,Notes
Fri Oct 30 2015,7:00p,Miami Heat,92,Cleveland Cavaliers,102,Box Score,,Box Score,,"20,562",2:17
Fri Oct 30 2015,7:00p,Utah Jazz,99,Philadelphia 76ers,71,Box Score,,Box Score,,"17,122",2:15
Fri Oct 30 2015,7:00p,Oklahoma City Thunder,139,Orlando Magic,136,Box Score,,Box Score,2OT,"18,846",3:07
Fri Oct 30 2015,7:30p,Toronto Raptors,113,Boston Celtics,103,Box Score,,Box Score,,"16,898",2:29
Fri Oct 30 2015,7:30p,Chicago Bulls,94,Detroit Pistons,98,Box Score,,Box Score,OT,"16,035",2:33
Fri Oct 30 2015,8:00p,Charlotte Hornets,94,Atlanta Hawks,97,Box Score,,Box Score,,"17,024",2:19
Fri Oct 30 2015,8:00p,Washington Wizards,118,Milwaukee Bucks,113,Box Score,,Box Score,,"13,858",2:29
Fri Oct 30 2015,8:30p,Brooklyn Nets,75,San Antonio Spurs,102,Box Score,,Box Score,,"18,418",2:06
Fri Oct 30 2015,9:00p,Minnesota Timberwolves,95,Denver Nuggets,78,Box Score,,Box Score,,"17,660",2:27
Fri Oct 30 2015,9:30p,Golden State Warriors,112,Houston Rockets,92,Box Score,,Box Score,,"18,142",2:20
Fri Oct 30 2015,10:00p,Los Angeles Lakers,114,Sacramento Kings,132,Box Score,,Box Score,,"17,391",2:14
Fri Oct 30 2015,10:30p,Portland Trail Blazers,92,Phoenix Suns,110,Box Score,,Box Score,,"18,055",2:39
Sat Oct 31 2015,7:00p,Utah Jazz,97,Indiana Pacers,76,Box Score,,Box Score,,"14,412",2:13
Sat Oct 31 2015,7:00p,New York Knicks,117,Washington Wizards,110,Box Score,,Box Score,,"20,356",2:37
Sat Oct 31 2015,7:30p,Golden State Warriors,134,New Orleans Pelicans,120,Box Score,,Box Score,,"18,406",2:11
Sat Oct 31 2015,8:00p,Brooklyn Nets,91,Memphis Grizzlies,101,Box Score,,Box Score,,"16,013",2:16
Sat Oct 31 2015,10:00p,Phoenix Suns,101,Portland Trail Blazers,90,Box Score,,Box Score,,"17,906",2:09
Sat Oct 31 2015,10:30p,Sacramento Kings,109,Los Angeles Clippers,114,Box Score,,Box Score,,"19,060",2:34
Sun Nov 01 2015,2:00p,Atlanta Hawks,94,Charlotte Hornets,92,Box Score,,Box Score,,"18,691",2:08
Sun Nov 01 2015,3:30p,San Antonio Spurs,95,Boston Celtics,87,Box Score,,Box Score,,"17,461",2:13
Sun Nov 01 2015,6:00p,Houston Rockets,89,Miami Heat,109,Box Score,,Box Score,,"19,600",2:15
Sun Nov 01 2015,6:00p,Milwaukee Bucks,87,Toronto Raptors,106,Box Score,,Box Score,,"19,800",2:07
Sun Nov 01 2015,7:00p,Orlando Magic,87,Chicago Bulls,92,Box Score,,Box Score,,"21,585",2:10
Sun Nov 01 2015,7:00p,Denver Nuggets,93,Oklahoma City Thunder,117,Box Score,,Box Score,,"18,203",2:09
Sun Nov 01 2015,9:30p,Dallas Mavericks,103,Los Angeles Lakers,93,Box Score,,Box Score,,"18,997",2:12
Mon Nov 02 2015,7:00p,Cleveland Cavaliers,107,Philadelphia 76ers,100,Box Score,,Box Score,,"18,094",2:16
Mon Nov 02 2015,7:30p,Milwaukee Bucks,103,Brooklyn Nets,96,Box Score,,Box Score,,"12,576",2:20
Mon Nov 02 2015,7:30p,San Antonio Spurs,94,New York Knicks,84,Box Score,,Box Score,,"19,812",2:04
Mon Nov 02 2015,8:00p,Oklahoma City Thunder,105,Houston Rockets,110,Box Score,,Box Score,,"17,224",2:20
Mon Nov 02 2015,8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,101,Box Score,,Box Score,,"18,903",2:31
Mon Nov 02 2015,10:30p,Memphis Grizzlies,69,Golden State Warriors,119,Box Score,,Box Score,,"19,596",2:09
Mon Nov 02 2015,10:30p,Phoenix Suns,96,Los Angeles Clippers,102,Box Score,,Box Score,,"19,060",2:20
Tue Nov 03 2015,7:00p,Chicago Bulls,105,Charlotte Hornets,130,Box Score,,Box Score,,"15,136",2:00
Tue Nov 03 2015,7:30p,Indiana Pacers,94,Detroit Pistons,82,Box Score,,Box Score,,"13,325",2:07
Tue Nov 03 2015,7:30p,Atlanta Hawks,98,Miami Heat,92,Box Score,,Box Score,,"19,600",2:13
Tue Nov 03 2015,8:00p,Orlando Magic,103,New Orleans Pelicans,94,Box Score,,Box Score,,"16,876",2:10
Tue Nov 03 2015,8:30p,Toronto Raptors,102,Dallas Mavericks,91,Box Score,,Box Score,,"20,034",2:22
Tue Nov 03 2015,10:00p,Memphis Grizzlies,103,Sacramento Kings,89,Box Score,,Box Score,,"17,317",2:16
Tue Nov 03 2015,10:30p,Denver Nuggets,120,Los Angeles Lakers,109,Box Score,,Box Score,,"18,997",2:16
Wed Nov 04 2015,7:00p,Boston Celtics,98,Indiana Pacers,100,Box Score,,Box Score,,"14,022",2:21
Wed Nov 04 2015,7:00p,San Antonio Spurs,99,Washington Wizards,102,Box Score,,Box Score,,"17,721",2:13
Wed Nov 04 2015,8:00p,Brooklyn Nets,87,Atlanta Hawks,101,Box Score,,Box Score,,"14,044",2:04
Wed Nov 04 2015,8:00p,New York Knicks,86,Cleveland Cavaliers,96,Box Score,,Box Score,,"20,562",2:20
Wed Nov 04 2015,8:00p,Orlando Magic,114,Houston Rockets,119,Box Score,,Box Score,OT,"16,735",2:40
Wed Nov 04 2015,8:00p,Philadelphia 76ers,87,Milwaukee Bucks,91,Box Score,,Box Score,,"12,437",2:15
Wed Nov 04 2015,8:00p,Toronto Raptors,103,Oklahoma City Thunder,98,Box Score,,Box Score,,"18,203",2:16
Wed Nov 04 2015,9:00p,Sacramento Kings,97,Phoenix Suns,118,Box Score,,Box Score,,"16,497",2:02
Wed Nov 04 2015,9:00p,Portland Trail Blazers,108,Utah Jazz,92,Box Score,,Box Score,,"19,911",2:15
Wed Nov 04 2015,10:30p,Los Angeles Clippers,108,Golden State Warriors,112,Box Score,,Box Score,,"19,596",2:36
Thu Nov 05 2015,8:00p,Oklahoma City Thunder,98,Chicago Bulls,104,Box Score,,Box Score,,"21,861",2:11
Thu Nov 05 2015,8:00p,Miami Heat,96,Minnesota Timberwolves,84,Box Score,,Box Score,,"11,794",2:13
Thu Nov 05 2015,8:30p,Charlotte Hornets,108,Dallas Mavericks,94,Box Score,,Box Score,,"19,635",2:09
Thu Nov 05 2015,9:00p,Utah Jazz,96,Denver Nuggets,84,Box Score,,Box Score,,"9,906",2:15
Thu Nov 05 2015,10:30p,Memphis Grizzlies,96,Portland Trail Blazers,115,Box Score,,Box Score,,"19,393",2:15
Fri Nov 06 2015,7:00p,Toronto Raptors,87,Orlando Magic,92,Box Score,,Box Score,,"16,578",2:17
Fri Nov 06 2015,7:30p,Washington Wizards,98,Boston Celtics,118,Box Score,,Box Score,,"18,624",2:07
Fri Nov 06 2015,7:30p,Los Angeles Lakers,104,Brooklyn Nets,98,Box Score,,Box Score,,"17,732",2:25
Fri Nov 06 2015,7:30p,Philadelphia 76ers,102,Cleveland Cavaliers,108,Box Score,,Box Score,,"20,562",2:08
Fri Nov 06 2015,7:30p,Milwaukee Bucks,99,New York Knicks,92,Box Score,,Box Score,,"19,812",2:25
Fri Nov 06 2015,8:00p,Miami Heat,87,Indiana Pacers,90,Box Score,,Box Score,,"16,914",2:26
Fri Nov 06 2015,8:00p,Atlanta Hawks,121,New Orleans Pelicans,115,Box Score,,Box Score,,"16,983",2:16
Fri Nov 06 2015,9:30p,Detroit Pistons,100,Phoenix Suns,92,Box Score,,Box Score,,"16,676",2:15
Fri Nov 06 2015,10:30p,Denver Nuggets,104,Golden State Warriors,119,Box Score,,Box Score,,"19,596",2:12
Fri Nov 06 2015,10:30p,Houston Rockets,116,Sacramento Kings,110,Box Score,,Box Score,,"16,983",2:33
Sat Nov 07 2015,6:00p,Minnesota Timberwolves,102,Chicago Bulls,93,Box Score,,Box Score,OT,"21,988",2:31
Sat Nov 07 2015,7:00p,Orlando Magic,105,Philadelphia 76ers,97,Box Score,,Box Score,,"15,207",2:25
Sat Nov 07 2015,7:30p,Washington Wizards,99,Atlanta Hawks,114,Box Score,,Box Score,,"18,047",2:02
Sat Nov 07 2015,8:30p,New Orleans Pelicans,98,Dallas Mavericks,107,Box Score,,Box Score,,"20,454",2:11
Sat Nov 07 2015,8:30p,Brooklyn Nets,86,Milwaukee Bucks,94,Box Score,,Box Score,,"15,228",2:03
Sat Nov 07 2015,8:30p,Charlotte Hornets,94,San Antonio Spurs,114,Box Score,,Box Score,,"18,418",2:09
Sat Nov 07 2015,9:00p,Memphis Grizzlies,79,Utah Jazz,89,Box Score,,Box Score,,"19,456",2:10
Sat Nov 07 2015,10:00p,Golden State Warriors,103,Sacramento Kings,94,Box Score,,Box Score,,"17,317",2:06
Sat Nov 07 2015,10:30p,Houston Rockets,109,Los Angeles Clippers,105,Box Score,,Box Score,,"19,361",2:28
Sun Nov 08 2015,3:30p,Indiana Pacers,97,Cleveland Cavaliers,101,Box Score,,Box Score,,"20,562",2:19
Sun Nov 08 2015,3:30p,Los Angeles Lakers,95,New York Knicks,99,Box Score,,Box Score,,"19,812",2:15
Sun Nov 08 2015,6:00p,Toronto Raptors,76,Miami Heat,96,Box Score,,Box Score,,"19,600",2:11
Sun Nov 08 2015,7:00p,Phoenix Suns,103,Oklahoma City Thunder,124,Box Score,,Box Score,,"18,203",2:15
Sun Nov 08 2015,9:00p,Detroit Pistons,120,Portland Trail Blazers,103,Box Score,,Box Score,,"19,393",2:07
Mon Nov 09 2015,7:00p,Orlando Magic,84,Indiana Pacers,97,Box Score,,Box Score,,"13,104",2:08
Mon Nov 09 2015,7:00p,Chicago Bulls,111,Philadelphia 76ers,88,Box Score,,Box Score,,"13,879",2:06
Mon Nov 09 2015,8:00p,Minnesota Timberwolves,117,Atlanta Hawks,107,Box Score,,Box Score,,"12,016",2:06
Mon Nov 09 2015,9:00p,Portland Trail Blazers,104,Denver Nuggets,108,Box Score,,Box Score,,"9,153",2:16
Mon Nov 09 2015,10:00p,San Antonio Spurs,106,Sacramento Kings,88,Box Score,,Box Score,,"17,317",2:03
Mon Nov 09 2015,10:30p,Detroit Pistons,95,Golden State Warriors,109,Box Score,,Box Score,,"19,596",2:04
Mon Nov 09 2015,10:30p,Memphis Grizzlies,92,Los Angeles Clippers,94,Box Score,,Box Score,,"19,060",2:41
Tue Nov 10 2015,7:00p,Utah Jazz,114,Cleveland Cavaliers,118,Box Score,,Box Score,,"20,562",2:36
Tue Nov 10 2015,7:00p,Oklahoma City Thunder,125,Washington Wizards,101,Box Score,,Box Score,,"20,356",2:07
Tue Nov 10 2015,7:30p,Los Angeles Lakers,88,Miami Heat,101,Box Score,,Box Score,,"19,825",2:08
Tue Nov 10 2015,7:30p,New York Knicks,111,Toronto Raptors,109,Box Score,,Box Score,,"19,800",2:25
Tue Nov 10 2015,8:00p,Boston Celtics,99,Milwaukee Bucks,83,Box Score,,Box Score,,"11,822",2:04
Tue Nov 10 2015,8:00p,Charlotte Hornets,104,Minnesota Timberwolves,95,Box Score,,Box Score,,"14,722",2:09
Tue Nov 10 2015,8:00p,Dallas Mavericks,105,New Orleans Pelicans,120,Box Score,,Box Score,,"17,128",2:11
Wed Nov 11 2015,7:00p,New York Knicks,93,Charlotte Hornets,95,Box Score,,Box Score,,"16,643",2:11
Wed Nov 11 2015,7:00p,Los Angeles Lakers,99,Orlando Magic,101,Box Score,,Box Score,,"18,846",2:02
Wed Nov 11 2015,7:00p,Toronto Raptors,119,Philadelphia 76ers,103,Box Score,,Box Score,,"12,744",2:10
Wed Nov 11 2015,7:30p,Indiana Pacers,102,Boston Celtics,91,Box Score,,Box Score,,"17,879",2:18
Wed Nov 11 2015,8:00p,New Orleans Pelicans,98,Atlanta Hawks,106,Box Score,,Box Score,,"15,597",2:06
Wed Nov 11 2015,8:00p,Los Angeles Clippers,108,Dallas Mavericks,118,Box Score,,Box Score,,"19,805",2:35
Wed Nov 11 2015,8:00p,Brooklyn Nets,106,Houston Rockets,98,Box Score,,Box Score,,"18,155",2:07
Wed Nov 11 2015,8:00p,Golden State Warriors,100,Memphis Grizzlies,84,Box Score,,Box Score,,"18,119",2:18
Wed Nov 11 2015,9:00p,Milwaukee Bucks,102,Denver Nuggets,103,Box Score,,Box Score,,"9,403",2:09
Wed Nov 11 2015,10:00p,Detroit Pistons,92,Sacramento Kings,101,Box Score,,Box Score,,"17,317",2:10
Wed Nov 11 2015,10:30p,San Antonio Spurs,113,Portland Trail Blazers,101,Box Score,,Box Score,,"19,393",2:12
Thu Nov 12 2015,7:30p,Utah Jazz,91,Miami Heat,92,Box Score,,Box Score,,"19,600",2:21
Thu Nov 12 2015,8:00p,Golden State Warriors,129,Minnesota Timberwolves,116,Box Score,,Box Score,,"16,130",2:19
Thu Nov 12 2015,10:30p,Los Angeles Clippers,104,Phoenix Suns,118,Box Score,,Box Score,,"17,204",2:21
Fri Nov 13 2015,7:00p,Minnesota Timberwolves,103,Indiana Pacers,107,Box Score,,Box Score,,"16,797",2:10
Fri Nov 13 2015,7:00p,Utah Jazz,93,Orlando Magic,102,Box Score,,Box Score,,"16,709",2:07
Fri Nov 13 2015,7:30p,Atlanta Hawks,93,Boston Celtics,106,Box Score,,Box Score,,"17,138",2:11
Fri Nov 13 2015,7:30p,Cleveland Cavaliers,90,New York Knicks,84,Box Score,,Box Score,,"19,812",2:20
Fri Nov 13 2015,7:30p,New Orleans Pelicans,81,Toronto Raptors,100,Box Score,,Box Score,,"19,800",2:07
Fri Nov 13 2015,8:00p,Charlotte Hornets,97,Chicago Bulls,102,Box Score,,Box Score,,"21,749",2:08
Fri Nov 13 2015,8:00p,Portland Trail Blazers,100,Memphis Grizzlies,101,Box Score,,Box Score,,"16,919",2:24
Fri Nov 13 2015,8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,102,Box Score,,Box Score,,"18,203",2:08
Fri Nov 13 2015,8:30p,Los Angeles Lakers,82,Dallas Mavericks,90,Box Score,,Box Score,,"20,260",2:18
Fri Nov 13 2015,9:00p,Houston Rockets,98,Denver Nuggets,107,Box Score,,Box Score,,"16,113",2:28
Fri Nov 13 2015,10:00p,Brooklyn Nets,109,Sacramento Kings,111,Box Score,,Box Score,,"17,131",2:24
Sat Nov 14 2015,3:30p,Detroit Pistons,96,Los Angeles Clippers,101,Box Score,,Box Score,,"19,060",2:26
Sat Nov 14 2015,7:00p,Orlando Magic,99,Washington Wizards,108,Box Score,,Box Score,,"18,311",2:10
Sat Nov 14 2015,8:00p,Dallas Mavericks,110,Houston Rockets,98,Box Score,,Box Score,,"18,231",2:19
Sat Nov 14 2015,8:30p,Cleveland Cavaliers,105,Milwaukee Bucks,108,Box Score,,Box Score,2OT,"18,717",2:54
Sat Nov 14 2015,8:30p,Philadelphia 76ers,83,San Antonio Spurs,92,Box Score,,Box Score,,"18,418",2:06
Sat Nov 14 2015,9:00p,Denver Nuggets,81,Phoenix Suns,105,Box Score,,Box Score,,"16,722",2:07
Sat Nov 14 2015,10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,,Box Score,OT,"19,596",2:18
Sun Nov 15 2015,12:00p,New Orleans Pelicans,87,New York Knicks,95,Box Score,,Box Score,,"19,812",2:12
Sun Nov 15 2015,3:30p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,Box Score,,"12,086",2:16
Sun Nov 15 2015,5:00p,Portland Trail Blazers,94,Charlotte Hornets,106,Box Score,,Box Score,,"15,317",2:10
Sun Nov 15 2015,6:00p,Utah Jazz,97,Atlanta Hawks,96,Box Score,,Box Score,,"14,436",2:17
Sun Nov 15 2015,7:00p,Boston Celtics,100,Oklahoma City Thunder,85,Box Score,,Box Score,,"18,203",2:12
Sun Nov 15 2015,9:00p,Toronto Raptors,101,Sacramento Kings,107,Box Score,,Box Score,,"17,006",2:14
Sun Nov 15 2015,9:30p,Detroit Pistons,85,Los Angeles Lakers,97,Box Score,,Box Score,,"18,997",2:19
Mon Nov 16 2015,7:00p,Dallas Mavericks,92,Philadelphia 76ers,86,Box Score,,Box Score,,"11,555",2:22
Mon Nov 16 2015,8:00p,Indiana Pacers,95,Chicago Bulls,96,Box Score,,Box Score,,"21,660",2:16
Mon Nov 16 2015,8:00p,Boston Celtics,111,Houston Rockets,95,Box Score,,Box Score,,"17,005",2:13
Mon Nov 16 2015,8:00p,Oklahoma City Thunder,114,Memphis Grizzlies,122,Box Score,,Box Score,,"17,270",2:31
Mon Nov 16 2015,8:30p,Portland Trail Blazers,80,San Antonio Spurs,93,Box Score,,Box Score,,"18,418",1:59
Mon Nov 16 2015,9:00p,Los Angeles Lakers,101,Phoenix Suns,120,Box Score,,Box Score,,"18,055",2:06
Tue Nov 17 2015,7:00p,Milwaukee Bucks,86,Washington Wizards,115,Box Score,,Box Score,,"15,485",2:11
Tue Nov 17 2015,7:30p,Atlanta Hawks,88,Brooklyn Nets,90,Box Score,,Box Score,,"12,241",2:05
Tue Nov 17 2015,7:30p,Cleveland Cavaliers,99,Detroit Pistons,104,Box Score,,Box Score,,"18,442",2:22
Tue Nov 17 2015,7:30p,Minnesota Timberwolves,103,Miami Heat,91,Box Score,,Box Score,,"19,600",2:21
Tue Nov 17 2015,7:30p,Charlotte Hornets,94,New York Knicks,102,Box Score,,Box Score,,"19,812",2:15
Tue Nov 17 2015,8:00p,Denver Nuggets,115,New Orleans Pelicans,98,Box Score,,Box Score,,"17,269",2:04
Tue Nov 17 2015,10:30p,Toronto Raptors,110,Golden State Warriors,115,Box Score,,Box Score,,"19,596",2:25
Wed Nov 18 2015,7:00p,Brooklyn Nets,111,Charlotte Hornets,116,Box Score,,Box Score,,"14,040",2:15
Wed Nov 18 2015,7:00p,Minnesota Timberwolves,101,Orlando Magic,104,Box Score,,Box Score,OT,"16,048",2:43
Wed Nov 18 2015,7:00p,Indiana Pacers,112,Philadelphia 76ers,85,Box Score,,Box Score,,"11,080",2:11
Wed Nov 18 2015,7:30p,Dallas Mavericks,106,Boston Celtics,102,Box Score,,Box Score,,"17,262",2:24
Wed Nov 18 2015,8:00p,Sacramento Kings,97,Atlanta Hawks,103,Box Score,,Box Score,,"13,008",2:09
Wed Nov 18 2015,8:00p,Portland Trail Blazers,103,Houston Rockets,108,Box Score,,Box Score,OT,"17,107",2:40
Wed Nov 18 2015,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,110,Box Score,,Box Score,,"18,203",2:20
Wed Nov 18 2015,8:30p,Denver Nuggets,98,San Antonio Spurs,109,Box Score,,Box Score,,"18,418",1:59
Wed Nov 18 2015,9:00p,Toronto Raptors,89,Utah Jazz,93,Box Score,,Box Score,,"18,741",2:16
Wed Nov 18 2015,10:30p,Chicago Bulls,103,Phoenix Suns,97,Box Score,,Box Score,,"17,377",2:13
Thu Nov 19 2015,7:30p,Sacramento Kings,109,Miami Heat,116,Box Score,,Box Score,,"19,600",2:20
Thu Nov 19 2015,8:00p,Milwaukee Bucks,100,Cleveland Cavaliers,115,Box Score,,Box Score,,"20,562",2:28
Thu Nov 19 2015,10:30p,Golden State Warriors,124,Los Angeles Clippers,117,Box Score,,Box Score,,"19,528",2:32
Fri Nov 20 2015,7:00p,Philadelphia 76ers,88,Charlotte Hornets,113,Box Score,,Box Score,,"17,926",2:07
Fri Nov 20 2015,7:30p,Brooklyn Nets,95,Boston Celtics,120,Box Score,,Box Score,,"18,361",2:01
Fri Nov 20 2015,8:00p,Houston Rockets,84,Memphis Grizzlies,96,Box Score,,Box Score,,"17,555",2:14
Fri Nov 20 2015,8:00p,Detroit Pistons,96,Minnesota Timberwolves,86,Box Score,,Box Score,,"13,445",2:10
Fri Nov 20 2015,8:00p,San Antonio Spurs,90,New Orleans Pelicans,104,Box Score,,Box Score,,"16,698",2:10
Fri Nov 20 2015,8:00p,New York Knicks,93,Oklahoma City Thunder,90,Box Score,,Box Score,,"18,203",2:15
Fri Nov 20 2015,8:30p,Utah Jazz,93,Dallas Mavericks,102,Box Score,,Box Score,,"20,028",2:04
Fri Nov 20 2015,9:00p,Phoenix Suns,114,Denver Nuggets,107,Box Score,,Box Score,,"12,264",2:21
Fri Nov 20 2015,10:00p,Los Angeles Clippers,91,Portland Trail Blazers,102,Box Score,,Box Score,,"19,393",2:22
Fri Nov 20 2015,10:30p,Chicago Bulls,94,Golden State Warriors,106,Box Score,,Box Score,,"19,596",2:16
Fri Nov 20 2015,10:30p,Toronto Raptors,102,Los Angeles Lakers,91,Box Score,,Box Score,,"18,997",2:05
Sat Nov 21 2015,5:00p,Sacramento Kings,97,Orlando Magic,91,Box Score,,Box Score,,"16,104",2:09
Sat Nov 21 2015,7:00p,Milwaukee Bucks,86,Indiana Pacers,123,Box Score,,Box Score,,"17,137",2:02
Sat Nov 21 2015,7:30p,Atlanta Hawks,97,Cleveland Cavaliers,109,Box Score,,Box Score,,"20,562",2:08
Sat Nov 21 2015,7:30p,Washington Wizards,97,Detroit Pistons,95,Box Score,,Box Score,,"15,890",2:12
Sat Nov 21 2015,8:00p,New York Knicks,107,Houston Rockets,102,Box Score,,Box Score,,"18,226",2:24
Sat Nov 21 2015,8:00p,Philadelphia 76ers,91,Miami Heat,96,Box Score,,Box Score,,"19,673",2:34
Sat Nov 21 2015,8:30p,Memphis Grizzlies,82,San Antonio Spurs,92,Box Score,,Box Score,,"18,418",2:11
Sun Nov 22 2015,3:30p,Toronto Raptors,91,Los Angeles Clippers,80,Box Score,,Box Score,,"19,060",2:21
Sun Nov 22 2015,6:00p,Boston Celtics,101,Brooklyn Nets,111,Box Score,,Box Score,,"14,866",2:13
Sun Nov 22 2015,6:00p,Phoenix Suns,116,New Orleans Pelicans,122,Box Score,,Box Score,,"16,680",2:28
Sun Nov 22 2015,7:00p,Dallas Mavericks,114,Oklahoma City Thunder,117,Box Score,,Box Score,,"18,203",2:20
Sun Nov 22 2015,8:00p,Golden State Warriors,118,Denver Nuggets,105,Box Score,,Box Score,,"17,689",2:18
Sun Nov 22 2015,9:30p,Portland Trail Blazers,107,Los Angeles Lakers,93,Box Score,,Box Score,,"18,997",2:03
Mon Nov 23 2015,7:00p,Sacramento Kings,122,Charlotte Hornets,127,Box Score,,Box Score,OT,"14,163",2:32
Mon Nov 23 2015,7:00p,Orlando Magic,103,Cleveland Cavaliers,117,Box Score,,Box Score,,"20,562",2:03
Mon Nov 23 2015,7:30p,New York Knicks,78,Miami Heat,95,Box Score,,Box Score,,"19,777",2:08
Mon Nov 23 2015,8:00p,Detroit Pistons,88,Milwaukee Bucks,109,Box Score,,Box Score,,"12,319",2:11
Mon Nov 23 2015,8:00p,Philadelphia 76ers,95,Minnesota Timberwolves,100,Box Score,,Box Score,,"11,382",2:27
Mon Nov 23 2015,8:30p,Phoenix Suns,84,San Antonio Spurs,98,Box Score,,Box Score,,"18,418",2:02
Mon Nov 23 2015,9:00p,Oklahoma City Thunder,111,Utah Jazz,89,Box Score,,Box Score,,"19,911",2:13
Tue Nov 24 2015,7:00p,Indiana Pacers,123,Washington Wizards,106,Box Score,,Box Score,,"15,486",2:09
Tue Nov 24 2015,8:00p,Boston Celtics,97,Atlanta Hawks,121,Box Score,,Box Score,,"18,968",2:17
Tue Nov 24 2015,8:00p,Dallas Mavericks,96,Memphis Grizzlies,110,Box Score,,Box Score,,"17,381",2:19
Tue Nov 24 2015,9:00p,Los Angeles Clippers,111,Denver Nuggets,94,Box Score,,Box Score,,"13,257",2:31
Tue Nov 24 2015,10:00p,Chicago Bulls,93,Portland Trail Blazers,88,Box Score,,Box Score,,"19,393",2:23
Tue Nov 24 2015,10:30p,Los Angeles Lakers,77,Golden State Warriors,111,Box Score,,Box Score,,"19,596",2:05
Wed Nov 25 2015,7:00p,Washington Wizards,87,Charlotte Hornets,101,Box Score,,Box Score,,"17,064",2:08
Wed Nov 25 2015,7:00p,New York Knicks,91,Orlando Magic,100,Box Score,,Box Score,,"18,846",2:18
Wed Nov 25 2015,7:30p,Philadelphia 76ers,80,Boston Celtics,84,Box Score,,Box Score,,"17,588",2:13
Wed Nov 25 2015,7:30p,Miami Heat,81,Detroit Pistons,104,Box Score,,Box Score,,"15,119",2:01
Wed Nov 25 2015,7:30p,Cleveland Cavaliers,99,Toronto Raptors,103,Box Score,,Box Score,,"20,140",2:14
Wed Nov 25 2015,8:00p,Memphis Grizzlies,102,Houston Rockets,93,Box Score,,Box Score,,"18,143",2:17
Wed Nov 25 2015,8:00p,Sacramento Kings,129,Milwaukee Bucks,118,Box Score,,Box Score,,"14,120",2:17
Wed Nov 25 2015,8:00p,Atlanta Hawks,95,Minnesota Timberwolves,99,Box Score,,Box Score,,"14,289",2:18
Wed Nov 25 2015,8:00p,Brooklyn Nets,99,Oklahoma City Thunder,110,Box Score,,Box Score,,"18,203",2:02
Wed Nov 25 2015,8:30p,Dallas Mavericks,83,San Antonio Spurs,88,Box Score,,Box Score,,"18,418",2:06
Wed Nov 25 2015,9:00p,New Orleans Pelicans,120,Phoenix Suns,114,Box Score,,Box Score,,"16,338",2:24
