date,home_id,away_id,opening_total,spread,ml_home,ml_away,season_id,implied_prob_home,implied_prob_away
2008-01-30,MIN,CHI,186.5,3.5,-200,170,2007-08,0.6666666666666666,0.37037037037037035
2008-01-30,POR,CLE,185.0,3.0,-160,140,2007-08,0.6153846153846154,0.4166666666666667
2008-01-30,UTA,NYK,205.0,12.5,-1600,1000,2007-08,0.9411764705882353,0.09090909090909091
2008-01-30,SAC,CHA,204.5,5.5,-365,305,2007-08,0.7849462365591398,0.24691358024691357
2008-01-30,LAC,ATL,186.5,0.0,145,-165,2007-08,0.40816326530612246,0.6226415094339622
2008-01-31,DET,LAL,197.0,7.0,-415,345,2007-08,0.8058252427184466,0.2247191011235955
2008-01-31,BOS,DAL,184.5,1.0,110,-130,2007-08,0.47619047619047616,0.5652173913043478
2008-01-31,OKC,CLE,196.5,4.5,-135,115,2007-08,0.574468085106383,0.46511627906976744
2008-01-31,PHX,SAS,200.0,7.5,-335,285,2007-08,0.7701149425287356,0.2597402597402597
2008-01-30,NOP,GSW,214.0,8.5,-455,375,2007-08,0.8198198198198198,0.21052631578947367
2007-12-16,LAL,LAC,198.0,5.5,-325,275,2007-08,0.7647058823529411,0.26666666666666666
2008-01-23,NOP,POR,189.5,6.0,-325,275,2007-08,0.7647058823529411,0.26666666666666666
2008-01-23,BOS,TOR,184.5,9.0,-400,330,2007-08,0.8,0.23255813953488372
2008-01-14,UTA,MIL,210.5,9.5,-650,525,2007-08,0.8666666666666667,0.16
2008-01-14,OKC,LAL,209.5,8.0,185,-215,2007-08,0.3508771929824561,0.6825396825396826
2008-01-14,SAC,DAL,194.5,6.0,225,-265,2007-08,0.3076923076923077,0.726027397260274
2008-01-15,ORL,CHI,198.5,7.0,-270,230,2007-08,0.7297297297297297,0.30303030303030304
2008-01-15,ATL,DEN,205.0,1.5,-150,130,2007-08,0.6,0.43478260869565216
2008-01-15,DET,TOR,181.0,9.5,-350,290,2007-08,0.7777777777777778,0.2564102564102564
2008-01-15,NYK,WAS,191.5,2.5,100,-120,2007-08,0.5,0.5454545454545454
2008-01-15,MIN,GSW,210.0,7.5,295,-355,2007-08,0.25316455696202533,0.7802197802197802
