style,tip
top:39px;left:8px;,"3rd quarter, 1:41.0 remaining<br>Matisse Thybulle missed 3-pointer from 23 ft<br>Portland trails 71-76"
top:38px;left:253px;,"3rd quarter, 0:18.0 remaining<br>Scoot Henderson made 2-pointer from 2 ft<br>Portland now trails 76-79"
top:53px;left:473px;,"4th quarter, 11:34.0 remaining<br>Sidy Cissoko missed 3-pointer from 23 ft<br>Portland trails 76-79"
top:177px;left:448px;,"4th quarter, 11:04.0 remaining<br>Scoot Henderson missed 3-pointer from 25 ft<br>Portland trails 76-79"
top:165px;left:232px;,"4th quarter, 10:35.0 remaining<br>Scoot Henderson missed 2-pointer from 14 ft<br>Portland trails 76-81"
top:37px;left:205px;,"4th quarter, 10:32.0 remaining<br>Sidy Cissoko missed 2-pointer from 4 ft<br>Portland trails 76-81"
top:143px;left:17px;,"4th quarter, 9:53.0 remaining<br>Scoot Henderson missed 3-pointer from 25 ft<br>Portland trails 76-81"
top:36px;left:199px;,"4th quarter, 7:45.0 remaining<br>Jrue Holiday made 2-pointer from 4 ft<br>Portland now trails 78-83"
top:275px;left:329px;,"4th quarter, 7:17.0 remaining<br>Jrue Holiday missed 3-pointer from 26 ft<br>Portland trails 78-83"
top:49px;left:242px;,"4th quarter, 6:44.0 remaining<br>Deni Avdija missed 2-pointer from 2 ft<br>Portland trails 78-83"
top:259px;left:356px;,"4th quarter, 6:17.0 remaining<br>Scoot Henderson made 3-pointer from 26 ft<br>Portland now trails 81-85"
top:48px;left:256px;,"4th quarter, 5:17.0 remaining<br>Matisse Thybulle made 2-pointer from 2 ft<br>Portland now trails 85-89"
top:80px;left:249px;,"4th quarter, 4:31.0 remaining<br>Jrue Holiday missed 2-pointer from 5 ft<br>Portland trails 85-91"
top:45px;left:251px;,"4th quarter, 3:32.0 remaining<br>Deni Avdija made 2-pointer from 2 ft<br>Portland now trails 87-92"
top:41px;left:258px;,"4th quarter, 3:07.0 remaining<br>Deni Avdija made 2-pointer from 2 ft<br>Portland now trails 89-92"
top:36px;left:10px;,"4th quarter, 2:25.0 remaining<br>Jrue Holiday made 3-pointer from 23 ft<br>Portland now tied 92-92"
top:47px;left:251px;,"4th quarter, 1:48.0 remaining<br>Donovan Clingan missed 2-pointer from 2 ft<br>Portland trails 92-94"
top:95px;left:483px;,"4th quarter, 0:58.0 remaining<br>Jrue Holiday missed 3-pointer from 25 ft<br>Portland trails 92-94"
top:201px;left:51px;,"4th quarter, 0:22.0 remaining<br>Jrue Holiday missed 3-pointer from 25 ft<br>Portland trails 92-97"
top:318px;left:348px;,"4th quarter, 0:11.0 remaining<br>Scoot Henderson missed 3-pointer from 31 ft<br>Portland trails 93-100"
