style,tip
top:163px;left:444px;,"1st quarter, 11:46.0 remaining<br>Toumani Camara missed 3-pointer from 24 ft<br>Portland tied 0-0"
top:164px;left:315px;,"1st quarter, 11:37.0 remaining<br>Scoot Henderson made 2-pointer from 15 ft<br>Portland now leads 2-0"
top:16px;left:236px;,"1st quarter, 10:58.0 remaining<br>Scoot Henderson missed 2-pointer from 1 ft<br>Portland leads 2-0"
top:29px;left:250px;,"1st quarter, 10:54.0 remaining<br>Donovan Clingan made 2-pointer from 1 ft<br>Portland now leads 4-0"
top:280px;left:127px;,"1st quarter, 10:21.0 remaining<br>Toumani Camara missed 3-pointer from 27 ft<br>Portland leads 4-0"
top:228px;left:396px;,"1st quarter, 9:56.0 remaining<br>Deni Avdija missed 3-pointer from 25 ft<br>Portland leads 4-0"
top:32px;left:215px;,"1st quarter, 9:24.0 remaining<br>Deni Avdija missed 2-pointer from 3 ft<br>Portland leads 4-0"
top:22px;left:239px;,"1st quarter, 9:00.0 remaining<br>Donovan Clingan made 2-pointer from 1 ft<br>Portland now leads 6-0"
top:227px;left:203px;,"1st quarter, 8:39.0 remaining<br>Deni Avdija missed 2-pointer from 20 ft<br>Portland leads 6-0"
top:37px;left:247px;,"1st quarter, 8:10.0 remaining<br>Deni Avdija made 2-pointer from 1 ft<br>Portland now leads 8-0"
top:195px;left:341px;,"1st quarter, 7:43.0 remaining<br>Scoot Henderson made 2-pointer from 19 ft<br>Portland now leads 10-2"
top:47px;left:468px;,"1st quarter, 6:44.0 remaining<br>Scoot Henderson missed 3-pointer from 23 ft<br>Portland leads 10-4"
top:52px;left:265px;,"1st quarter, 6:20.0 remaining<br>Deni Avdija made 2-pointer from 3 ft<br>Portland now leads 12-6"
top:262px;left:343px;,"1st quarter, 5:53.0 remaining<br>Toumani Camara missed 3-pointer from 25 ft<br>Portland leads 13-6"
top:26px;left:244px;,"1st quarter, 5:37.0 remaining<br>Deni Avdija made 2-pointer from 1 ft<br>Portland now leads 15-6"
top:62px;left:206px;,"1st quarter, 5:11.0 remaining<br>Robert Williams missed 2-pointer from 5 ft<br>Portland leads 15-8"
top:65px;left:2px;,"1st quarter, 4:41.0 remaining<br>Kris Murray missed 3-pointer from 24 ft<br>Portland leads 15-8"
top:46px;left:228px;,"1st quarter, 4:10.0 remaining<br>Robert Williams made 2-pointer from 2 ft<br>Portland now leads 17-8"
top:165px;left:448px;,"1st quarter, 3:39.0 remaining<br>Scoot Henderson missed 3-pointer from 25 ft<br>Portland leads 17-8"
top:39px;left:261px;,"1st quarter, 3:06.0 remaining<br>Matisse Thybulle made 2-pointer from 2 ft<br>Portland now leads 19-8"
top:27px;left:253px;,"1st quarter, 2:13.0 remaining<br>Scoot Henderson missed 2-pointer from 1 ft<br>Portland leads 19-8"
top:136px;left:177px;,"1st quarter, 0:36.0 remaining<br>Scoot Henderson made 2-pointer from 12 ft<br>Portland now leads 23-10"
top:110px;left:289px;,"2nd quarter, 11:23.0 remaining<br>Deni Avdija missed 2-pointer from 9 ft<br>Portland leads 24-16"
top:283px;left:122px;,"2nd quarter, 10:53.0 remaining<br>Donovan Clingan missed 3-pointer from 28 ft<br>Portland leads 24-16"
top:69px;left:472px;,"2nd quarter, 9:37.0 remaining<br>Sidy Cissoko missed 3-pointer from 24 ft<br>Portland leads 24-20"
top:213px;left:409px;,"2nd quarter, 9:01.0 remaining<br>Jrue Holiday missed 3-pointer from 25 ft<br>Portland leads 24-22"
top:34px;left:249px;,"2nd quarter, 8:53.0 remaining<br>Deni Avdija made 2-pointer from 1 ft<br>Portland now leads 26-22"
top:43px;left:224px;,"2nd quarter, 8:17.0 remaining<br>Donovan Clingan made 2-pointer from 2 ft<br>Portland now leads 28-24"
top:36px;left:240px;,"2nd quarter, 7:43.0 remaining<br>Deni Avdija made 2-pointer from 1 ft<br>Portland now leads 30-26"
top:59px;left:226px;,"2nd quarter, 7:20.0 remaining<br>Deni Avdija missed 2-pointer from 3 ft<br>Portland leads 31-28"
top:44px;left:7px;,"2nd quarter, 6:48.0 remaining<br>Matisse Thybulle missed 3-pointer from 23 ft<br>Portland leads 31-30"
top:260px;left:361px;,"2nd quarter, 6:42.0 remaining<br>Matisse Thybulle made 3-pointer from 26 ft<br>Portland now leads 34-30"
top:288px;left:239px;,"2nd quarter, 5:52.0 remaining<br>Scoot Henderson made 3-pointer from 26 ft<br>Portland now leads 37-34"
