style,tip
top:190px;left:447px;,"1st quarter, 11:43.0 remaining<br>Luguentz Dort made 3-pointer from 26 ft<br>Oklahoma City now leads 3-0"
top:36px;left:246px;,"1st quarter, 11:15.0 remaining<br>Isaiah Hartenstein made 2-pointer from 1 ft<br>Oklahoma City now leads 5-2"
top:205px;left:58px;,"1st quarter, 10:40.0 remaining<br>Chet Holmgren missed 3-pointer from 25 ft<br>Oklahoma City leads 5-2"
top:38px;left:252px;,"1st quarter, 10:07.0 remaining<br>Shai Gilgeous-Alexander made 2-pointer from 1 ft<br>Oklahoma City now leads 7-2"
top:28px;left:257px;,"1st quarter, 9:43.0 remaining<br>Chet Holmgren made 2-pointer from 2 ft<br>Oklahoma City now leads 9-2"
top:31px;left:112px;,"1st quarter, 8:16.0 remaining<br>Shai Gilgeous-Alexander missed 2-pointer from 13 ft<br>Oklahoma City leads 9-7"
top:111px;left:293px;,"1st quarter, 7:52.0 remaining<br>Isaiah Hartenstein missed 2-pointer from 10 ft<br>Oklahoma City tied 9-9"
top:113px;left:179px;,"1st quarter, 7:39.0 remaining<br>Shai Gilgeous-Alexander missed 2-pointer from 10 ft<br>Oklahoma City tied 9-9"
top:142px;left:147px;,"1st quarter, 7:09.0 remaining<br>Shai Gilgeous-Alexander missed 2-pointer from 15 ft<br>Oklahoma City tied 9-9"
top:263px;left:376px;,"1st quarter, 6:43.0 remaining<br>Luguentz Dort made 3-pointer from 27 ft<br>Oklahoma City now leads 12-9"
top:32px;left:355px;,"1st quarter, 5:27.0 remaining<br>Shai Gilgeous-Alexander missed 2-pointer from 12 ft<br>Oklahoma City leads 14-11"
top:287px;left:253px;,"1st quarter, 4:46.0 remaining<br>Jaylin Williams missed 3-pointer from 26 ft<br>Oklahoma City leads 16-13"
top:36px;left:242px;,"1st quarter, 4:16.0 remaining<br>Cason Wallace made 2-pointer from 1 ft<br>Oklahoma City now leads 18-15"
top:98px;left:470px;,"1st quarter, 3:51.0 remaining<br>Cason Wallace missed 3-pointer from 24 ft<br>Oklahoma City leads 18-15"
top:31px;left:240px;,"1st quarter, 3:50.0 remaining<br>Luguentz Dort made 2-pointer from 0 ft<br>Oklahoma City now leads 20-15"
top:229px;left:82px;,"1st quarter, 3:07.0 remaining<br>Luguentz Dort missed 3-pointer from 25 ft<br>Oklahoma City leads 20-18"
top:3px;left:12px;,"1st quarter, 2:31.0 remaining<br>Ajay Mitchell made 3-pointer from 23 ft<br>Oklahoma City now leads 23-20"
top:143px;left:183px;,"1st quarter, 1:26.0 remaining<br>Jared McCain missed 2-pointer from 13 ft<br>Oklahoma City leads 24-20"
top:2px;left:12px;,"1st quarter, 0:59.0 remaining<br>Jared McCain missed 3-pointer from 23 ft<br>Oklahoma City leads 24-20"
top:32px;left:212px;,"1st quarter, 0:30.0 remaining<br>Shai Gilgeous-Alexander missed 2-pointer from 3 ft<br>Oklahoma City leads 24-23"
top:22px;left:233px;,"1st quarter, 0:30.0 remaining<br>Shai Gilgeous-Alexander made 2-pointer from 1 ft<br>Oklahoma City now leads 26-23"
top:41px;left:242px;,"2nd quarter, 11:35.0 remaining<br>Isaiah Hartenstein made 2-pointer from 1 ft<br>Oklahoma City now leads 28-23"
top:32px;left:233px;,"2nd quarter, 11:07.0 remaining<br>Jalen Williams made 2-pointer from 1 ft<br>Oklahoma City now leads 30-23"
top:19px;left:251px;,"2nd quarter, 9:39.0 remaining<br>Jalen Williams made 2-pointer from 2 ft<br>Oklahoma City now leads 33-26"
top:67px;left:300px;,"2nd quarter, 8:18.0 remaining<br>Jalen Williams missed 2-pointer from 7 ft<br>Oklahoma City leads 35-29"
top:231px;left:421px;,"2nd quarter, 7:49.0 remaining<br>Isaiah Joe missed 3-pointer from 27 ft<br>Oklahoma City leads 35-31"
