Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cason Wallace,30:40,.955,.955,.636,.000,3.0,11.8,7.5,9.1,4.4,3.1,8.3,15.1,167,101,15.7
Shai Gilgeous-Alexander,29:29,.427,.333,.417,.500,0.0,6.1,3.1,24.0,0.0,9.6,3.3,39.6,101,109,-1.7
Jalen Williams,26:44,.507,.500,.125,.250,10.4,10.2,10.3,44.0,1.7,0.0,10.1,28.5,117,110,2.2
Isaiah Hartenstein,24:14,.475,.400,.000,.600,19.0,41.1,30.2,13.8,3.7,0.0,32.2,14.8,103,97,-1.6
Luguentz Dort,18:05,.375,.375,.750,.000,5.1,5.0,5.1,6.0,0.0,5.2,0.0,8.5,108,112,-4.0
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ajay Mitchell,25:14,.689,.650,.300,.200,3.7,7.2,5.4,26.7,0.0,7.5,15.5,19.7,131,110,3.0
Jaylin Williams,18:59,.872,.833,.667,.333,0.0,47.7,24.1,0.0,4.7,9.9,0.0,14.0,175,86,15.8
Isaiah Joe,18:14,.656,.636,.818,.091,5.1,9.9,7.5,7.8,2.5,0.0,0.0,24.2,140,108,9.2
Alex Caruso,15:15,.694,.667,.333,1.000,0.0,29.7,15.0,15.5,0.0,0.0,0.0,10.9,157,109,0.6
Jared McCain,12:52,.000,.000,.500,.000,7.2,0.0,3.6,7.9,0.0,0.0,0.0,12.0,39,117,-16.6
Aaron Wiggins,11:01,.922,.875,.500,.500,8.4,8.2,8.3,0.0,0.0,0.0,0.0,17.1,190,115,10.1
Kenrich Williams,4:15,.000,.000,.000,.000,21.7,0.0,10.8,24.0,0.0,0.0,0.0,9.1,103,116,-9.0
Branden Carlson,2:46,,,,,0.0,32.7,16.5,0.0,0.0,0.0,,0.0,0,108,-6.1
Payton Sandfort,2:12,.174,.000,1.000,1.000,0.0,41.2,20.8,0.0,0.0,0.0,0.0,50.4,43,103,-53.1
Team Totals,240,.571,.535,.446,.307,28.8,81.1,55.2,61.7,8.4,17.6,8.0,100.0,122.6,105.8,
