style,tip
top:174px;left:247px;,"2nd quarter, 3:08.0 remaining<br>Ousmane Dieng made 2-pointer from 14 ft<br>Milwaukee now trails 35-61"
top:139px;left:247px;,"2nd quarter, 2:40.0 remaining<br>Jericho Sims missed 2-pointer from 11 ft<br>Milwaukee trails 35-63"
top:50px;left:237px;,"2nd quarter, 2:15.0 remaining<br>Jericho Sims made 2-pointer from 2 ft<br>Milwaukee now trails 37-63"
top:122px;left:342px;,"2nd quarter, 1:41.0 remaining<br>Gary Trent Jr. made 2-pointer from 14 ft<br>Milwaukee now trails 39-65"
top:58px;left:9px;,"2nd quarter, 1:10.0 remaining<br>A.J. Green made 3-pointer from 23 ft<br>Milwaukee now trails 42-67"
top:277px;left:275px;,"2nd quarter, 0:41.0 remaining<br>Gary Trent Jr. made 3-pointer from 25 ft<br>Milwaukee now trails 45-67"
top:179px;left:382px;,"2nd quarter, 0:05.0 remaining<br>Ousmane Dieng missed 2-pointer from 21 ft<br>Milwaukee trails 45-67"
top:37px;left:-4px;,"2nd quarter, 0:00.0 remaining<br>Myles Turner missed 3-pointer from 24 ft<br>Milwaukee trails 45-67"
top:285px;left:169px;,"3rd quarter, 11:46.0 remaining<br>Myles Turner made 3-pointer from 26 ft<br>Milwaukee now trails 48-67"
top:174px;left:16px;,"3rd quarter, 11:02.0 remaining<br>Gary Trent Jr. made 3-pointer from 27 ft<br>Milwaukee now trails 51-67"
top:95px;left:197px;,"3rd quarter, 10:11.0 remaining<br>Ryan Rollins missed 2-pointer from 8 ft<br>Milwaukee trails 51-69"
top:156px;left:152px;,"3rd quarter, 9:51.0 remaining<br>Ryan Rollins made 2-pointer from 15 ft<br>Milwaukee now trails 53-71"
top:261px;left:233px;,"3rd quarter, 9:28.0 remaining<br>Gary Trent Jr. made 2-pointer from 23 ft<br>Milwaukee now trails 55-71"
top:13px;left:472px;,"3rd quarter, 9:03.0 remaining<br>Pete Nance made 3-pointer from 23 ft<br>Milwaukee now trails 58-71"
top:241px;left:67px;,"3rd quarter, 8:25.0 remaining<br>Ryan Rollins missed 3-pointer from 27 ft<br>Milwaukee trails 58-73"
top:193px;left:426px;,"3rd quarter, 8:02.0 remaining<br>Myles Turner made 3-pointer from 25 ft<br>Milwaukee now trails 61-75"
top:58px;left:0px;,"3rd quarter, 6:57.0 remaining<br>Gary Trent Jr. missed 3-pointer from 24 ft<br>Milwaukee trails 62-80"
top:43px;left:51px;,"3rd quarter, 6:47.0 remaining<br>Ousmane Dieng missed 2-pointer from 19 ft<br>Milwaukee trails 62-80"
top:8px;left:466px;,"3rd quarter, 6:28.0 remaining<br>Myles Turner missed 3-pointer from 23 ft<br>Milwaukee trails 62-80"
top:310px;left:173px;,"3rd quarter, 6:00.0 remaining<br>Myles Turner made 3-pointer from 29 ft<br>Milwaukee now trails 65-80"
top:65px;left:14px;,"3rd quarter, 4:21.0 remaining<br>Ousmane Dieng made 3-pointer from 23 ft<br>Milwaukee now trails 68-88"
top:143px;left:182px;,"3rd quarter, 3:58.0 remaining<br>Ryan Rollins made 2-pointer from 13 ft<br>Milwaukee now trails 70-90"
