Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Ousmane Dieng,35:43,.416,.393,.286,.071,0.0,21.8,10.3,21.5,5.5,0.0,21.7,22.8,80,123,-4.4
Pete Nance,30:11,.833,.833,.667,.000,3.9,17.2,10.2,13.7,0.0,0.0,0.0,4.4,186,136,-3.6
Myles Turner,27:49,.582,.583,.750,.167,4.2,23.3,13.3,5.9,1.8,6.4,0.0,20.5,122,126,2.4
Gary Trent Jr.,26:08,.818,.818,.364,.000,4.5,0.0,2.4,15.8,3.8,0.0,15.4,22.0,133,130,6.4
Ryan Rollins,25:23,.378,.333,.467,.133,0.0,5.1,2.4,26.5,1.9,3.5,23.9,36.3,70,131,-14.4
Reserves,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
A.J. Green,26:37,.543,.500,1.000,.167,0.0,14.6,6.9,15.7,0.0,6.7,0.0,10.7,130,131,0.1
Taurean Prince,25:36,.313,.313,.750,.000,0.0,15.2,7.2,10.9,0.0,0.0,20.0,17.3,62,136,-16.2
Jericho Sims,21:44,.714,.714,.000,.000,26.9,29.8,28.3,16.4,0.0,0.0,22.2,18.3,128,134,-0.4
Andre Jackson Jr.,13:37,.611,.611,.778,.000,0.0,9.5,4.5,0.0,0.0,0.0,18.2,35.7,89,137,-4.7
Cormac Ryan,7:12,.000,.000,.500,.000,16.3,0.0,8.5,0.0,6.9,0.0,33.3,18.4,21,123,-21.6
Bobby Portis,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Team Totals,240,.530,.517,.529,.069,22.0,75.7,47.4,57.9,9.3,9.3,17.5,100.0,97.7,130.6,
