1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,Atlanta,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Boston
12:00.0,Jump ball: O. Okongwu vs. N. Queta (B. Scheierman gains possession),Jump ball: O. Okongwu vs. N. Queta (B. Scheierman gains possession),Jump ball: O. Okongwu vs. N. Queta (B. Scheierman gains possession),Jump ball: O. Okongwu vs. N. Queta (B. Scheierman gains possession),Jump ball: O. Okongwu vs. N. Queta (B. Scheierman gains possession)
7:53.0,O. Okongwu makes 2-pt layup from 3 ft (assist by J. Johnson),+2,86-95,,
7:53.0,Shooting foul by P. Pritchard (drawn by O. Okongwu),,86-95,,
7:53.0,N. Alexander-Walker enters the game for J. Kuminga,,86-95,,
7:53.0,O. Okongwu misses free throw 1 of 1,,86-95,,
7:53.0,,,86-95,,Defensive rebound by J. Tatum
7:30.0,,,86-97,+2,J. Tatum makes 2-pt jump shot from 4 ft
7:29.0,Atlanta full timeout,,86-97,,
7:29.0,G. Vincent enters the game for C. McCollum,,86-97,,
7:15.0,N. Alexander-Walker misses 3-pt jump shot from 29 ft,,86-97,,
7:11.0,,,86-97,,Defensive rebound by N. Queta
7:03.0,,,86-97,,Offensive foul by N. Queta (drawn by J. Johnson)
7:03.0,,,86-97,,Turnover by N. Queta (offensive foul)
6:41.0,J. Johnson makes 3-pt jump shot from 27 ft (assist by D. Daniels),+3,89-97,,
6:19.0,,,89-100,+3,J. Tatum makes 3-pt jump shot from 27 ft
6:07.0,J. Johnson makes 3-pt jump shot from 26 ft,+3,92-100,,
5:41.0,,,92-100,,J. Tatum misses 3-pt jump shot from 26 ft
5:38.0,,,92-100,,Offensive rebound by B. Scheierman
5:37.0,,,92-100,,Boston full timeout
5:37.0,C. McCollum enters the game for G. Vincent,,92-100,,
5:37.0,,,92-100,,S. Hauser enters the game for B. Scheierman
5:37.0,,,92-100,,D. White enters the game for J. Walsh
5:31.0,,,92-100,,J. Tatum misses 2-pt jump shot from 20 ft
5:29.0,Defensive rebound by J. Johnson,,92-100,,
5:23.0,J. Johnson misses 3-pt jump shot from 28 ft,,92-100,,
5:19.0,Offensive rebound by O. Okongwu,,92-100,,
5:05.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by N. Alexander-Walker),+3,95-100,,
4:45.0,,,95-100,,Shooting foul by O. Okongwu (drawn by N. Queta)
4:45.0,,,95-101,+1,N. Queta makes free throw 1 of 2
4:45.0,,,95-101,,N. Queta misses free throw 2 of 2
4:43.0,Defensive rebound by C. McCollum,,95-101,,
4:25.0,N. Alexander-Walker misses 2-pt jump shot from 5 ft,,95-101,,
4:22.0,,,95-101,,Defensive rebound by S. Hauser
4:04.0,,,95-101,,P. Pritchard misses 2-pt jump shot from 17 ft
4:02.0,Defensive rebound by J. Johnson,,95-101,,
3:52.0,Shooting foul by D. White (drawn by J. Johnson),,95-101,,
3:52.0,J. Johnson makes free throw 1 of 2,+1,96-101,,
3:52.0,J. Johnson makes free throw 2 of 2,+1,97-101,,
3:40.0,,,97-101,,Turnover by N. Queta (lost ball; steal by D. Daniels)
3:39.0,C. McCollum misses 3-pt jump shot from 28 ft,,97-101,,
3:35.0,,,97-101,,Defensive rebound by N. Queta
3:16.0,,,97-101,,D. White misses 3-pt jump shot from 31 ft
3:12.0,,,97-101,,Offensive rebound by P. Pritchard
3:03.0,,,97-101,,Shooting foul by N. Alexander-Walker (drawn by J. Tatum)
3:03.0,,,97-102,+1,J. Tatum makes free throw 1 of 2
3:03.0,,,97-103,+1,J. Tatum makes free throw 2 of 2
2:41.0,N. Alexander-Walker makes 2-pt jump shot from 9 ft,+2,99-103,,
2:18.0,,,99-103,,P. Pritchard misses 3-pt jump shot from 26 ft
2:15.0,,,99-103,,Offensive rebound by S. Hauser
2:00.0,,,99-103,,D. White misses 3-pt jump shot from 30 ft
2:00.0,,,99-103,,Offensive rebound by Team
2:00.0,Loose ball foul by N. Alexander-Walker (drawn by P. Pritchard),,99-103,,
1:52.0,,,99-103,,Personal foul by O. Okongwu (drawn by J. Tatum)
1:52.0,,,99-104,+1,J. Tatum makes free throw 1 of 2
1:52.0,,,99-104,,J. Tatum misses free throw 2 of 2
1:51.0,Defensive rebound by J. Johnson,,99-104,,
1:38.0,C. McCollum misses 2-pt jump shot from 11 ft,,99-104,,
1:35.0,,,99-104,,Defensive rebound by N. Queta
1:15.0,,,99-104,,J. Tatum misses 2-pt jump shot from 19 ft
1:14.0,,,99-104,,Offensive rebound by P. Pritchard
1:00.0,,,99-104,,Shooting foul by C. McCollum (drawn by J. Tatum)
1:00.0,,,99-105,+1,J. Tatum makes free throw 1 of 3
1:00.0,,,99-106,+1,J. Tatum makes free throw 2 of 3
1:00.0,,,99-107,+1,J. Tatum makes free throw 3 of 3
0:53.0,J. Johnson misses 3-pt jump shot from 27 ft,,99-107,,
0:52.0,Offensive rebound by O. Okongwu,,99-107,,
0:49.0,O. Okongwu makes 2-pt layup at rim,+2,101-107,,
0:40.0,,,101-107,,Personal take foul by C. McCollum (drawn by P. Pritchard)
0:40.0,,,101-108,+1,P. Pritchard makes free throw 1 of 2
0:40.0,,,101-109,+1,P. Pritchard makes free throw 2 of 2
0:40.0,Atlanta full timeout,,101-109,,
0:40.0,,,101-109,,J. Walsh enters the game for P. Pritchard
0:36.0,N. Alexander-Walker misses 3-pt jump shot from 26 ft,,101-109,,
0:31.0,Offensive rebound by D. Daniels,,101-109,,
0:31.0,D. Daniels misses 2-pt layup at rim,,101-109,,
0:30.0,Offensive rebound by O. Okongwu,,101-109,,
0:29.0,J. Johnson misses 3-pt jump shot from 26 ft,,101-109,,
0:26.0,Offensive rebound by O. Okongwu,,101-109,,
0:23.0,C. McCollum misses 3-pt jump shot from 24 ft,,101-109,,
0:21.0,Offensive rebound by Team,,101-109,,
0:19.0,J. Johnson misses 2-pt layup from 6 ft,,101-109,,
0:17.0,Offensive rebound by C. McCollum,,101-109,,
0:17.0,Shooting foul by S. Hauser (drawn by C. McCollum),,101-109,,
0:17.0,C. McCollum misses free throw 1 of 2,,101-109,,
0:17.0,Offensive rebound by Team,,101-109,,
0:17.0,,,101-109,,P. Pritchard enters the game for S. Hauser
0:17.0,,,101-109,,B. Scheierman enters the game for J. Walsh
0:17.0,C. McCollum makes free throw 2 of 2,+1,102-109,,
0:12.0,,,102-109,,Boston full timeout
0:12.0,,,102-109,,Boston full timeout
0:00.0,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter
