1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
8:26.0,Defensive rebound by A. Wiggins,,9-3,,
8:16.0,T. Herro misses 3-pt jump shot from 26 ft,,9-3,,
8:14.0,,,9-3,,Defensive rebound by Q. Jackson
8:07.0,,,9-5,+2,Q. Jackson makes 2-pt layup from 3 ft (assist by A. Nembhard)
7:57.0,T. Herro makes 2-pt jump shot from 6 ft,+2,11-5,,
7:57.0,,,11-5,,Loose ball foul by J. Slawson (drawn by P. Larsson)
7:57.0,P. Larsson misses free throw 1 of 1,,11-5,,
7:56.0,,,11-5,,Defensive rebound by J. Slawson
7:42.0,,,11-5,,J. Slawson misses 3-pt jump shot from 28 ft
7:38.0,Defensive rebound by B. Adebayo,,11-5,,
7:35.0,Offensive foul by P. Larsson (drawn by Q. Jackson),,11-5,,
7:35.0,Turnover by P. Larsson (offensive foul),,11-5,,
7:35.0,J. Jaquez enters the game for P. Larsson,,11-5,,
7:26.0,,,11-5,,Turnover by M. Potter (bad pass)
7:20.0,D. Mitchell makes 2-pt layup from 3 ft,+2,13-5,,
7:19.0,,,13-5,,Indiana full timeout
7:19.0,,,13-5,,K. Brown enters the game for J. Slawson
7:10.0,,,13-5,,Personal foul by A. Wiggins (drawn by M. Potter)
6:57.0,,,13-5,,Turnover by M. Potter (bad pass; steal by A. Wiggins)
6:38.0,T. Herro misses 3-pt jump shot from 25 ft,,13-5,,
6:32.0,,,13-5,,Defensive rebound by A. Nembhard
6:29.0,,,13-7,+2,A. Nembhard makes 2-pt layup from 4 ft
6:19.0,T. Herro makes 2-pt jump shot from 7 ft,+2,15-7,,
6:06.0,,,15-10,+3,M. Potter makes 3-pt jump shot from 24 ft (assist by K. Brown)
5:55.0,Shooting foul by E. Thompson (drawn by A. Wiggins),,15-10,,
5:55.0,A. Wiggins makes free throw 1 of 2,+1,16-10,,
5:55.0,,,16-10,,T. McConnell enters the game for Q. Jackson
5:55.0,,,16-10,,B. Sheppard enters the game for E. Thompson
5:55.0,A. Wiggins makes free throw 2 of 2,+1,17-10,,
5:42.0,,,17-13,+3,M. Potter makes 3-pt jump shot from 24 ft (assist by T. McConnell)
5:26.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by A. Wiggins),+3,20-13,,
5:11.0,,,20-15,+2,K. Brown makes 2-pt layup from 1 ft (assist by T. McConnell)
4:50.0,T. Herro makes 2-pt jump shot from 12 ft (assist by B. Adebayo),+2,22-15,,
4:33.0,,,22-18,+3,T. McConnell makes 3-pt jump shot from 28 ft (assist by A. Nembhard)
4:16.0,J. Jaquez misses 3-pt jump shot from 23 ft,,22-18,,
4:14.0,,,22-18,,Defensive rebound by A. Nembhard
4:05.0,,,22-21,+3,M. Potter makes 3-pt jump shot from 24 ft (assist by A. Nembhard)
4:04.0,Miami full timeout,,22-21,,
4:04.0,S. Fontecchio enters the game for B. Adebayo,,22-21,,
4:04.0,K. Ware enters the game for A. Wiggins,,22-21,,
3:46.0,T. Herro makes 3-pt jump shot from 26 ft (assist by D. Mitchell),+3,25-21,,
3:31.0,,,25-24,+3,M. Potter makes 3-pt jump shot from 22 ft (assist by T. McConnell)
3:16.0,S. Fontecchio misses 2-pt layup from 5 ft,,25-24,,
3:15.0,Offensive rebound by S. Fontecchio,,25-24,,
3:15.0,Shooting foul by M. Potter (drawn by S. Fontecchio),,25-24,,
3:15.0,S. Fontecchio makes free throw 1 of 2,+1,26-24,,
3:15.0,S. Fontecchio misses free throw 2 of 2,,26-24,,
3:14.0,,,26-24,,Defensive rebound by M. Potter
3:07.0,,,26-24,,T. McConnell misses 2-pt jump shot from 12 ft
3:05.0,Defensive rebound by J. Jaquez,,26-24,,
3:02.0,S. Fontecchio misses 2-pt layup from 3 ft,,26-24,,
2:59.0,,,26-24,,Defensive rebound by M. Potter
2:48.0,,,26-27,+3,T. McConnell makes 3-pt jump shot from 27 ft (assist by A. Nembhard)
2:32.0,S. Fontecchio misses 3-pt jump shot from 27 ft,,26-27,,
2:28.0,,,26-27,,Defensive rebound by M. Potter
2:17.0,,,26-29,+2,M. Potter makes 2-pt dunk from 2 ft (assist by T. McConnell)
2:03.0,T. Herro makes 3-pt jump shot from 31 ft (assist by S. Fontecchio),+3,29-29,,
1:52.0,,,29-29,,B. Sheppard misses 3-pt jump shot from 24 ft
1:49.0,Defensive rebound by K. Ware,,29-29,,
1:45.0,T. Herro misses 3-pt jump shot from 28 ft,,29-29,,
1:42.0,Offensive rebound by T. Herro,,29-29,,
1:32.0,T. Herro makes 2-pt jump shot from 9 ft (assist by K. Ware),+2,31-29,,
1:18.0,,,31-31,+2,T. McConnell makes 2-pt jump shot from 9 ft
1:18.0,K. JakuÄionis enters the game for T. Herro,,31-31,,
1:18.0,P. Larsson enters the game for D. Mitchell,,31-31,,
1:18.0,,,31-31,,Q. Jackson enters the game for A. Nembhard
1:04.0,Turnover by J. Jaquez (lost ball; steal by K. Brown),,31-31,,
1:04.0,Jump ball: K. Brown vs. J. Jaquez (Q. Jackson gains possession),Jump ball: K. Brown vs. J. Jaquez (Q. Jackson gains possession),Jump ball: K. Brown vs. J. Jaquez (Q. Jackson gains possession),Jump ball: K. Brown vs. J. Jaquez (Q. Jackson gains possession),Jump ball: K. Brown vs. J. Jaquez (Q. Jackson gains possession)
0:38.0,,,31-31,,Turnover by Team (shot clock)
0:25.0,K. Ware makes 2-pt dunk from 3 ft (assist by P. Larsson),+2,33-31,,
0:05.0,,,33-33,+2,T. McConnell makes 2-pt jump shot from 13 ft
0:05.0,,,33-33,,Shooting foul by K. Ware (drawn by T. McConnell)
0:05.0,,,33-34,+1,T. McConnell makes free throw 1 of 1
0:00.0,J. Jaquez makes 3-pt jump shot from 29 ft,+3,36-34,,
0:00.0,Instant Replay (Request: Ruling Stands),,36-34,,
0:00.0,End of 1st quarter,End of 1st quarter,End of 1st quarter,End of 1st quarter,End of 1st quarter
2nd Q,2nd Q,2nd Q,2nd Q,2nd Q,2nd Q
Time,Miami,,Score,,Indiana
12:00.0,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter,Start of 2nd quarter
11:44.0,J. Jaquez makes 2-pt layup from 5 ft (assist by P. Larsson),+2,38-34,,
11:33.0,,,38-36,+2,K. Brown makes 2-pt layup from 1 ft
11:33.0,,,38-36,,Shooting foul by S. Fontecchio (drawn by K. Brown)
11:33.0,,,38-37,+1,K. Brown makes free throw 1 of 1
11:12.0,P. Larsson makes 2-pt layup from 6 ft,+2,40-37,,
10:54.0,,,40-40,+3,K. Brown makes 3-pt jump shot from 27 ft (assist by P. Siakam)
10:39.0,J. Jaquez misses 2-pt hook shot from 11 ft,,40-40,,
10:37.0,,,40-40,,Defensive rebound by K. Brown
10:24.0,,,40-40,,Turnover by P. Siakam (out of bounds lost ball)
10:19.0,S. Fontecchio misses 3-pt jump shot from 26 ft,,40-40,,
10:15.0,Offensive rebound by J. Jaquez,,40-40,,
10:10.0,Shooting foul by B. Sheppard (drawn by P. Larsson),,40-40,,
10:10.0,P. Larsson misses free throw 1 of 2,,40-40,,
10:10.0,Offensive rebound by Team,,40-40,,
10:10.0,P. Larsson makes free throw 2 of 2,+1,41-40,,
9:55.0,,,41-43,+3,P. Siakam makes 3-pt jump shot from 24 ft (assist by T. McConnell)
9:44.0,Shooting foul by O. Toppin (drawn by K. JakuÄionis),,41-43,,
9:44.0,K. JakuÄionis makes free throw 1 of 2,+1,42-43,,
9:44.0,,,42-43,,Q. Jackson enters the game for T. McConnell
9:44.0,,,42-43,,E. Thompson enters the game for B. Sheppard
9:44.0,K. JakuÄionis makes free throw 2 of 2,+1,43-43,,
9:34.0,,,43-43,,E. Thompson misses 3-pt jump shot from 24 ft
9:30.0,Defensive rebound by K. Ware,,43-43,,
9:14.0,K. JakuÄionis misses 3-pt jump shot from 26 ft,,43-43,,
9:11.0,,,43-43,,Defensive rebound by O. Toppin
9:04.0,,,43-46,+3,O. Toppin makes 3-pt jump shot from 27 ft (assist by P. Siakam)
8:50.0,K. Ware misses 2-pt jump shot from 3 ft,,43-46,,
8:50.0,,,43-46,,Defensive rebound by Team
8:50.0,Loose ball foul by S. Fontecchio (drawn by O. Toppin),,43-46,,
8:50.0,B. Adebayo enters the game for S. Fontecchio,,43-46,,
8:50.0,A. Wiggins enters the game for K. Ware,,43-46,,
8:31.0,,,43-48,+2,P. Siakam makes 2-pt layup from 4 ft (assist by O. Toppin)
8:22.0,J. Jaquez makes 2-pt jump shot from 5 ft,+2,45-48,,
8:22.0,Shooting foul by K. Brown (drawn by J. Jaquez),,45-48,,
8:22.0,J. Jaquez makes free throw 1 of 1,+1,46-48,,
8:07.0,,,46-50,+2,Q. Jackson makes 2-pt layup from 2 ft
7:57.0,B. Adebayo makes 2-pt layup from 3 ft (assist by K. JakuÄionis),+2,48-50,,
7:46.0,,,48-50,,O. Toppin misses 3-pt jump shot from 28 ft
7:43.0,Defensive rebound by Team,,48-50,,
7:43.0,,,48-50,,J. Slawson enters the game for K. Brown
7:29.0,P. Larsson makes 2-pt layup from 2 ft (assist by J. Jaquez),+2,50-50,,
7:29.0,,,50-50,,Indiana full timeout
7:29.0,M. Gardner enters the game for J. Jaquez,,50-50,,
7:07.0,,,50-52,+2,O. Toppin makes 2-pt jump shot from 14 ft
7:07.0,,,50-52,,Shooting foul by M. Gardner (drawn by O. Toppin)
7:07.0,D. Mitchell enters the game for K. JakuÄionis,,50-52,,
7:07.0,,,50-53,+1,O. Toppin makes free throw 1 of 1
6:57.0,Turnover by A. Wiggins (bad pass),,50-53,,
6:43.0,,,50-53,,Q. Jackson misses 2-pt layup from 3 ft (block by M. Gardner)
6:40.0,Defensive rebound by B. Adebayo,,50-53,,
6:31.0,P. Larsson misses 2-pt layup from 3 ft (block by E. Thompson),,50-53,,
6:29.0,Offensive rebound by M. Gardner,,50-53,,
6:28.0,M. Gardner makes 2-pt layup from 3 ft,+2,52-53,,
6:23.0,Violation by Team (kicked ball),,52-53,,
6:23.0,T. Herro enters the game for P. Larsson,,52-53,,
6:23.0,,,52-53,,A. Nembhard enters the game for E. Thompson
6:17.0,,,52-56,+3,P. Siakam makes 3-pt jump shot from 28 ft
6:11.0,Turnover by M. Gardner (bad pass),,52-56,,
6:04.0,,,52-59,+3,P. Siakam makes 3-pt jump shot from 26 ft (assist by O. Toppin)
6:01.0,Miami full timeout,,52-59,,
6:01.0,P. Larsson enters the game for M. Gardner,,52-59,,
6:01.0,,,52-59,,M. Potter enters the game for J. Slawson
5:48.0,T. Herro makes 3-pt jump shot from 27 ft (assist by D. Mitchell),+3,55-59,,
5:30.0,,,55-59,,Turnover by P. Siakam (bad pass; steal by D. Mitchell)
5:25.0,T. Herro makes 2-pt layup from 2 ft (assist by D. Mitchell),+2,57-59,,
5:19.0,,,57-61,+2,P. Siakam makes 2-pt layup from 4 ft
5:09.0,T. Herro misses 3-pt jump shot from 26 ft,,57-61,,
5:05.0,,,57-61,,Defensive rebound by Q. Jackson
5:02.0,,,57-61,,O. Toppin misses 3-pt jump shot from 27 ft
4:59.0,Defensive rebound by P. Larsson,,57-61,,
4:52.0,Turnover by D. Mitchell (bad pass; steal by P. Siakam),,57-61,,
4:48.0,,,57-63,+2,Q. Jackson makes 2-pt dunk from 1 ft (assist by P. Siakam)
4:28.0,P. Larsson makes 2-pt layup from 3 ft (assist by D. Mitchell),+2,59-63,,
4:13.0,,,59-65,+2,P. Siakam makes 2-pt jump shot from 15 ft
4:04.0,Shooting foul by O. Toppin (drawn by B. Adebayo),,59-65,,
4:04.0,B. Adebayo makes free throw 1 of 2,+1,60-65,,
4:04.0,,,60-65,,K. Brown enters the game for O. Toppin
4:04.0,B. Adebayo misses free throw 2 of 2,,60-65,,
4:01.0,,,60-65,,Defensive rebound by P. Siakam
3:54.0,,,60-65,,Shooting foul by T. Herro (drawn by M. Potter)
3:54.0,,,60-66,+1,M. Potter makes free throw 1 of 2
3:54.0,,,60-67,+1,M. Potter makes free throw 2 of 2
3:39.0,A. Wiggins misses 2-pt jump shot from 18 ft,,60-67,,
3:36.0,,,60-67,,Defensive rebound by Q. Jackson
3:34.0,,,60-67,,Turnover by Q. Jackson (bad pass; steal by D. Mitchell)
3:31.0,Shooting foul by Q. Jackson (drawn by T. Herro),,60-67,,
3:31.0,T. Herro makes free throw 1 of 2,+1,61-67,,
3:31.0,,,61-67,,B. Sheppard enters the game for Q. Jackson
3:31.0,T. Herro makes free throw 2 of 2,+1,62-67,,
3:17.0,,,62-69,+2,P. Siakam makes 2-pt jump shot from 16 ft
3:17.0,,,62-69,,Shooting foul by D. Mitchell (drawn by P. Siakam)
3:17.0,,,62-69,,P. Siakam misses free throw 1 of 1
3:15.0,Defensive rebound by P. Larsson,,62-69,,
3:08.0,A. Wiggins misses 3-pt jump shot from 25 ft,,62-69,,
3:06.0,,,62-69,,Defensive rebound by B. Sheppard
2:55.0,,,62-72,+3,M. Potter makes 3-pt jump shot from 24 ft (assist by K. Brown)
2:42.0,D. Mitchell makes 2-pt layup from 3 ft,+2,64-72,,
2:25.0,,,64-74,+2,B. Sheppard makes 2-pt layup from 3 ft (assist by P. Siakam)
2:15.0,B. Adebayo misses 2-pt jump shot from 9 ft,,64-74,,
2:13.0,,,64-74,,Defensive rebound by M. Potter
2:05.0,,,64-74,,P. Siakam misses 2-pt layup from 3 ft
2:02.0,Defensive rebound by B. Adebayo,,64-74,,
1:58.0,A. Wiggins makes 2-pt layup from 4 ft (assist by B. Adebayo),+2,66-74,,
1:51.0,,,66-74,,Indiana full timeout
1:51.0,J. Jaquez enters the game for P. Larsson,,66-74,,
1:46.0,,,66-74,,K. Brown misses 3-pt jump shot from 23 ft
1:43.0,Defensive rebound by J. Jaquez,,66-74,,
1:35.0,J. Jaquez makes 2-pt layup from 5 ft (assist by D. Mitchell),+2,68-74,,
1:25.0,,,68-74,,P. Siakam misses 3-pt jump shot from 26 ft
1:23.0,Defensive rebound by B. Adebayo,,68-74,,
1:16.0,J. Jaquez makes 2-pt layup from 2 ft (assist by T. Herro),+2,70-74,,
1:02.0,,,70-76,+2,K. Brown makes 2-pt jump shot from 11 ft (assist by A. Nembhard)
0:51.0,B. Adebayo makes 2-pt jump shot from 7 ft (assist by T. Herro),+2,72-76,,
0:51.0,,,72-76,,E. Thompson enters the game for B. Sheppard
0:28.0,,,72-79,+3,E. Thompson makes 3-pt jump shot from 26 ft (assist by A. Nembhard)
0:05.0,J. Jaquez makes 3-pt jump shot from 23 ft (assist by T. Herro),+3,75-79,,
0:00.0,,,75-79,,E. Thompson misses 2-pt jump shot from 15 ft (block by B. Adebayo)
0:00.0,,,75-79,,Offensive rebound by Team
0:00.0,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter
3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,3rd Q
Time,Miami,,Score,,Indiana
12:00.0,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter
11:52.0,Personal foul by M. Potter (drawn by B. Adebayo),,75-79,,
11:40.0,B. Adebayo makes 2-pt layup from 2 ft (assist by P. Larsson),+2,77-79,,
11:28.0,,,77-81,+2,Q. Jackson makes 2-pt layup from 1 ft
11:17.0,D. Mitchell makes 2-pt layup from 3 ft,+2,79-81,,
11:03.0,,,79-81,,A. Nembhard misses 3-pt jump shot from 24 ft
11:00.0,Defensive rebound by D. Mitchell,,79-81,,
10:41.0,B. Adebayo misses 3-pt jump shot from 24 ft,,79-81,,
10:38.0,,,79-81,,Defensive rebound by J. Slawson
10:19.0,,,79-81,,P. Siakam misses 2-pt jump shot from 22 ft
10:15.0,Defensive rebound by T. Herro,,79-81,,
10:07.0,Personal foul by J. Slawson (drawn by T. Herro),,79-81,,
10:00.0,T. Herro misses 3-pt jump shot from 30 ft,,79-81,,
9:58.0,,,79-81,,Defensive rebound by J. Slawson
9:46.0,,,79-81,,P. Siakam misses 2-pt layup from 3 ft (block by A. Wiggins)
9:46.0,,,79-81,,Offensive rebound by Team
9:45.0,,,79-81,,Turnover by A. Nembhard (back court)
9:34.0,A. Wiggins makes 3-pt jump shot from 28 ft (assist by D. Mitchell),+3,82-81,,
9:14.0,,,82-81,,M. Potter misses 2-pt hook shot from 8 ft
9:12.0,Defensive rebound by B. Adebayo,,82-81,,
9:07.0,B. Adebayo misses 2-pt jump shot from 9 ft,,82-81,,
9:06.0,Offensive rebound by Team,,82-81,,
9:06.0,,,82-81,,Loose ball foul by M. Potter (drawn by B. Adebayo)
9:06.0,,,82-81,,K. Brown enters the game for M. Potter
8:57.0,P. Larsson makes 2-pt layup from 2 ft (assist by A. Wiggins),+2,84-81,,
8:38.0,,,84-81,,P. Siakam misses 3-pt jump shot from 25 ft
8:35.0,,,84-81,,Offensive rebound by K. Brown
8:34.0,,,84-84,+3,A. Nembhard makes 3-pt jump shot from 26 ft (assist by K. Brown)
8:20.0,A. Wiggins misses 2-pt layup from 4 ft,,84-84,,
8:20.0,,,84-84,,Defensive rebound by J. Slawson
8:20.0,,,84-84,,Personal foul by A. Wiggins (drawn by J. Slawson)
8:06.0,,,84-84,,P. Siakam misses 2-pt jump shot from 9 ft
8:03.0,Defensive rebound by B. Adebayo,,84-84,,
7:54.0,P. Larsson misses 3-pt jump shot from 27 ft,,84-84,,
7:50.0,Offensive rebound by A. Wiggins,,84-84,,
7:49.0,T. Herro makes 3-pt jump shot from 28 ft (assist by A. Wiggins),+3,87-84,,
7:35.0,,,87-86,+2,P. Siakam makes 2-pt layup from 3 ft (assist by Q. Jackson)
7:15.0,T. Herro makes 3-pt jump shot from 28 ft,+3,90-86,,
6:58.0,,,90-88,+2,Q. Jackson makes 2-pt layup from 4 ft (assist by A. Nembhard)
6:41.0,P. Larsson misses 2-pt jump shot from 7 ft,,90-88,,
6:40.0,,,90-88,,Defensive rebound by Team
6:40.0,Loose ball foul by P. Larsson (drawn by Q. Jackson),,90-88,,
6:40.0,,,90-88,,Indiana full timeout
6:40.0,,,90-88,,M. Potter enters the game for P. Siakam
6:40.0,,,90-88,,O. Toppin enters the game for J. Slawson
6:20.0,,,90-90,+2,M. Potter makes 2-pt jump shot from 6 ft (assist by A. Nembhard)
5:55.0,T. Herro makes 2-pt layup from 2 ft,+2,92-90,,
5:34.0,,,92-92,+2,A. Nembhard makes 2-pt jump shot from 17 ft
5:20.0,B. Adebayo makes 2-pt layup from 3 ft (assist by D. Mitchell),+2,94-92,,
5:08.0,,,94-92,,K. Brown misses 2-pt layup from 3 ft
5:07.0,,,94-92,,Offensive rebound by Team
5:07.0,J. Jaquez enters the game for P. Larsson,,94-92,,
5:07.0,,,94-92,,T. McConnell enters the game for Q. Jackson
5:01.0,,,94-94,+2,O. Toppin makes 2-pt dunk at rim (assist by A. Nembhard)
4:41.0,B. Adebayo misses 2-pt jump shot from 11 ft,,94-94,,
4:41.0,,,94-94,,Defensive rebound by O. Toppin
4:33.0,,,94-94,,A. Nembhard misses 3-pt jump shot from 28 ft
4:30.0,Defensive rebound by J. Jaquez,,94-94,,
4:24.0,J. Jaquez misses 2-pt layup from 4 ft,,94-94,,
4:20.0,,,94-94,,Defensive rebound by M. Potter
4:16.0,,,94-94,,Offensive foul by A. Nembhard (drawn by D. Mitchell)
4:16.0,,,94-94,,Turnover by A. Nembhard (offensive foul)
4:16.0,K. Ware enters the game for B. Adebayo,,94-94,,
4:08.0,Personal foul by K. Brown (drawn by J. Jaquez),,94-94,,
4:08.0,,,94-94,,J. Huff enters the game for M. Potter
3:51.0,A. Wiggins misses 3-pt jump shot from 26 ft,,94-94,,
3:49.0,,,94-94,,Defensive rebound by K. Brown
3:39.0,,,94-94,,Personal foul by A. Wiggins (drawn by O. Toppin)
3:31.0,,,94-96,+2,T. McConnell makes 2-pt jump shot from 11 ft
3:20.0,K. Ware makes 3-pt jump shot from 26 ft (assist by A. Wiggins),+3,97-96,,
3:03.0,,,97-96,,O. Toppin misses 2-pt jump shot from 12 ft
3:02.0,Defensive rebound by A. Wiggins,,97-96,,
2:55.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by D. Mitchell),+3,100-96,,
2:31.0,,,100-98,+2,K. Brown makes 2-pt dunk at rim (assist by T. McConnell)
2:13.0,D. Mitchell makes 2-pt layup from 3 ft,+2,102-98,,
2:05.0,,,102-100,+2,O. Toppin makes 2-pt layup from 3 ft (assist by T. McConnell)
1:52.0,T. Herro misses 3-pt jump shot from 28 ft,,102-100,,
1:49.0,,,102-100,,Defensive rebound by J. Huff
1:38.0,,,102-103,+3,K. Brown makes 3-pt jump shot from 25 ft (assist by O. Toppin)
1:36.0,Miami full timeout,,102-103,,
1:36.0,K. JakuÄionis enters the game for D. Mitchell,,102-103,,
1:36.0,P. Larsson enters the game for A. Wiggins,,102-103,,
1:14.0,P. Larsson makes 2-pt layup from 4 ft (assist by J. Jaquez),+2,104-103,,
1:03.0,,,104-103,,A. Nembhard misses 3-pt jump shot from 27 ft
1:01.0,Defensive rebound by T. Herro,,104-103,,
0:48.0,J. Jaquez misses 2-pt hook shot from 8 ft,,104-103,,
0:46.0,,,104-103,,Defensive rebound by T. McConnell
0:36.0,,,104-105,+2,O. Toppin makes 2-pt layup from 4 ft (assist by T. McConnell)
0:28.0,K. JakuÄionis makes 3-pt jump shot from 27 ft (assist by K. Ware),+3,107-105,,
0:05.0,,,107-108,+3,K. Brown makes 3-pt jump shot from 24 ft (assist by T. McConnell)
0:00.0,J. Jaquez misses 3-pt jump shot from 28 ft,,107-108,,
0:00.0,Offensive rebound by Team,,107-108,,
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q
Time,Miami,,Score,,Indiana
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter
11:45.0,,,107-108,,B. Sheppard misses 2-pt jump shot from 13 ft
11:42.0,Defensive rebound by P. Larsson,,107-108,,
11:35.0,J. Jaquez misses 2-pt layup from 2 ft (block by J. Huff),,107-108,,
11:33.0,Offensive rebound by J. Jaquez,,107-108,,
11:27.0,Turnover by K. JakuÄionis (lost ball; steal by B. Sheppard),,107-108,,
11:15.0,,,107-110,+2,J. Huff makes 2-pt dunk at rim (assist by K. Brown)
10:59.0,K. Ware misses 3-pt jump shot from 25 ft,,107-110,,
10:56.0,,,107-110,,Defensive rebound by K. Brown
10:48.0,,,107-110,,J. Huff misses 3-pt jump shot from 26 ft
10:46.0,Defensive rebound by P. Larsson,,107-110,,
10:35.0,J. Jaquez misses 2-pt jump shot from 4 ft (block by J. Huff),,107-110,,
10:34.0,,,107-110,,Defensive rebound by P. Siakam
10:27.0,,,107-110,,K. Brown misses 3-pt jump shot from 27 ft
10:24.0,Defensive rebound by J. Jaquez,,107-110,,
10:21.0,P. Larsson misses 2-pt layup from 4 ft,,107-110,,
10:19.0,,,107-110,,Defensive rebound by P. Siakam
10:09.0,,,107-110,,T. McConnell misses 3-pt jump shot from 24 ft
10:06.0,Defensive rebound by J. Jaquez,,107-110,,
10:00.0,A. Wiggins misses 2-pt jump shot from 7 ft (block by T. McConnell),,107-110,,
9:59.0,,,107-110,,Defensive rebound by Team
9:46.0,,,107-110,,P. Siakam misses 2-pt layup from 3 ft
9:43.0,,,107-110,,Offensive rebound by P. Siakam
9:43.0,,,107-110,,P. Siakam misses 2-pt layup at rim
9:43.0,Defensive rebound by K. Ware,,107-110,,
9:36.0,K. Ware misses 3-pt jump shot from 26 ft,,107-110,,
9:32.0,Offensive rebound by A. Wiggins,,107-110,,
9:32.0,A. Wiggins misses 2-pt layup from 4 ft,,107-110,,
9:26.0,Offensive rebound by A. Wiggins,,107-110,,
9:26.0,A. Wiggins misses 2-pt layup at rim (block by K. Brown),,107-110,,
9:26.0,Offensive rebound by A. Wiggins,,107-110,,
9:24.0,A. Wiggins makes 2-pt layup at rim,+2,109-110,,
9:16.0,,,109-110,,Turnover by T. McConnell (bad pass; steal by K. Ware)
9:11.0,J. Jaquez makes 2-pt layup from 3 ft,+2,111-110,,
8:48.0,,,111-113,+3,B. Sheppard makes 3-pt jump shot from 23 ft (assist by P. Siakam)
8:35.0,J. Jaquez misses 2-pt hook shot from 3 ft,,111-113,,
8:32.0,,,111-113,,Defensive rebound by J. Huff
8:27.0,,,111-115,+2,P. Siakam makes 2-pt layup from 2 ft
8:27.0,Miami full timeout,,111-115,,
8:27.0,B. Adebayo enters the game for K. Ware,,111-115,,
8:27.0,,,111-115,,J. Slawson enters the game for K. Brown
8:13.0,P. Larsson makes 2-pt layup from 5 ft,+2,113-115,,
7:54.0,,,113-115,,J. Huff misses 3-pt jump shot from 23 ft
7:52.0,Defensive rebound by B. Adebayo,,113-115,,
7:44.0,B. Adebayo misses 2-pt jump shot from 16 ft,,113-115,,
7:40.0,,,113-115,,Defensive rebound by T. McConnell
7:36.0,,,113-117,+2,T. McConnell makes 2-pt jump shot from 7 ft
7:12.0,J. Jaquez misses 2-pt jump shot from 18 ft,,113-117,,
7:08.0,,,113-117,,Defensive rebound by J. Huff
7:02.0,,,113-117,,Shooting foul by J. Jaquez (drawn by P. Siakam)
7:02.0,,,113-118,+1,P. Siakam makes free throw 1 of 2
