style,tip
top:158px;left:290px;,"1st quarter, 2:24.0 remaining<br>Ben Saraf made 2-pointer from 14 ft<br>Brooklyn now trails 23-25"
top:248px;left:72px;,"1st quarter, 2:00.0 remaining<br>Jalen Wilson missed 3-pointer from 27 ft<br>Brooklyn trails 23-25"
top:278px;left:389px;,"1st quarter, 1:54.0 remaining<br>Ben Saraf missed 3-pointer from 29 ft<br>Brooklyn trails 23-25"
top:143px;left:199px;,"1st quarter, 1:36.0 remaining<br>Ben Saraf missed 2-pointer from 12 ft<br>Brooklyn trails 23-27"
top:85px;left:279px;,"1st quarter, 1:22.0 remaining<br>Jalen Wilson missed 2-pointer from 7 ft<br>Brooklyn trails 23-27"
top:33px;left:156px;,"1st quarter, 1:20.0 remaining<br>Jalen Wilson made 2-pointer from 8 ft<br>Brooklyn now trails 25-27"
top:118px;left:-3px;,"1st quarter, 0:48.0 remaining<br>Josh Minott missed 3-pointer from 26 ft<br>Brooklyn trails 25-29"
top:230px;left:426px;,"1st quarter, 0:40.0 remaining<br>Ochai Agbaji missed 3-pointer from 27 ft<br>Brooklyn trails 25-29"
top:229px;left:66px;,"1st quarter, 0:22.0 remaining<br>Josh Minott made 3-pointer from 26 ft<br>Brooklyn now trails 28-32"
top:76px;left:262px;,"1st quarter, 0:03.0 remaining<br>Ben Saraf made 2-pointer from 5 ft<br>Brooklyn now trails 30-35"
top:153px;left:145px;,"2nd quarter, 11:43.0 remaining<br>Terance Mann made 2-pointer from 16 ft<br>Brooklyn now trails 32-35"
top:63px;left:230px;,"2nd quarter, 10:32.0 remaining<br>Josh Minott made 2-pointer from 3 ft<br>Brooklyn now trails 34-37"
top:66px;left:230px;,"2nd quarter, 9:57.0 remaining<br>Ochai Agbaji made 2-pointer from 4 ft<br>Brooklyn now trails 36-37"
top:148px;left:12px;,"2nd quarter, 9:27.0 remaining<br>Jalen Wilson missed 3-pointer from 26 ft<br>Brooklyn trails 36-37"
top:73px;left:11px;,"2nd quarter, 9:20.0 remaining<br>Terance Mann made 3-pointer from 23 ft<br>Brooklyn now leads 39-37"
top:76px;left:241px;,"2nd quarter, 8:47.0 remaining<br>Ben Saraf made 2-pointer from 5 ft<br>Brooklyn now leads 41-37"
top:87px;left:481px;,"2nd quarter, 8:08.0 remaining<br>Jalen Wilson made 3-pointer from 25 ft<br>Brooklyn now leads 44-39"
top:239px;left:395px;,"2nd quarter, 7:41.0 remaining<br>Josh Minott missed 3-pointer from 26 ft<br>Brooklyn leads 44-42"
top:68px;left:468px;,"2nd quarter, 7:13.0 remaining<br>Ziaire Williams missed 3-pointer from 23 ft<br>Brooklyn tied 44-44"
top:255px;left:365px;,"2nd quarter, 6:41.0 remaining<br>Nolan Traor̩ missed 3-pointer from 26 ft<br>Brooklyn tied 44-44"
top:98px;left:237px;,"2nd quarter, 6:11.0 remaining<br>Nic Claxton missed 2-pointer from 7 ft<br>Brooklyn trails 44-47"
top:66px;left:228px;,"2nd quarter, 4:57.0 remaining<br>Nic Claxton made 2-pointer from 4 ft<br>Brooklyn now trails 46-51"
top:60px;left:293px;,"2nd quarter, 4:27.0 remaining<br>Nolan Traor̩ missed 2-pointer from 6 ft<br>Brooklyn trails 46-52"
top:63px;left:246px;,"2nd quarter, 3:58.0 remaining<br>Nolan Traor̩ missed 2-pointer from 3 ft<br>Brooklyn trails 46-52"
top:160px;left:376px;,"2nd quarter, 3:01.0 remaining<br>Nolan Traor̩ made 2-pointer from 19 ft<br>Brooklyn now trails 48-54"
top:71px;left:241px;,"2nd quarter, 2:22.0 remaining<br>Ziaire Williams missed 2-pointer from 4 ft<br>Brooklyn trails 48-54"
top:49px;left:243px;,"2nd quarter, 2:17.0 remaining<br>Nic Claxton made 2-pointer from 2 ft<br>Brooklyn now trails 50-54"
top:63px;left:225px;,"2nd quarter, 1:46.0 remaining<br>Nolan Traor̩ made 2-pointer from 4 ft<br>Brooklyn now trails 52-56"
top:92px;left:205px;,"2nd quarter, 1:25.0 remaining<br>Nolan Traor̩ missed 2-pointer from 7 ft<br>Brooklyn trails 52-56"
top:31px;left:240px;,"2nd quarter, 1:21.0 remaining<br>Nic Claxton made 2-pointer from 0 ft<br>Brooklyn now trails 54-56"
top:309px;left:217px;,"2nd quarter, 0:50.0 remaining<br>Nolan Traor̩ missed 3-pointer from 28 ft<br>Brooklyn trails 54-58"
top:31px;left:240px;,"2nd quarter, 0:49.0 remaining<br>Nic Claxton made 2-pointer from 0 ft<br>Brooklyn now trails 56-58"
top:142px;left:2px;,"2nd quarter, 0:27.0 remaining<br>Drake Powell missed 3-pointer from 26 ft<br>Brooklyn trails 56-61"
top:222px;left:423px;,"2nd quarter, 0:00.0 remaining<br>Nolan Traor̩ made 3-pointer from 27 ft<br>Brooklyn now trails 59-61"
top:112px;left:473px;,"3rd quarter, 11:12.0 remaining<br>Noah Clowney made 3-pointer from 25 ft<br>Brooklyn now trails 62-63"
top:258px;left:393px;,"3rd quarter, 10:45.0 remaining<br>Ziaire Williams missed 3-pointer from 28 ft<br>Brooklyn trails 62-63"
top:56px;left:217px;,"3rd quarter, 10:04.0 remaining<br>Nic Claxton missed 2-pointer from 3 ft<br>Brooklyn trails 62-67"
top:57px;left:2px;,"3rd quarter, 9:46.0 remaining<br>Noah Clowney missed 3-pointer from 24 ft<br>Brooklyn trails 62-67"
top:53px;left:313px;,"3rd quarter, 9:30.0 remaining<br>Noah Clowney made 2-pointer from 8 ft<br>Brooklyn now trails 64-67"
top:138px;left:351px;,"3rd quarter, 8:45.0 remaining<br>Nolan Traor̩ missed 2-pointer from 15 ft<br>Brooklyn trails 64-69"
top:33px;left:218px;,"3rd quarter, 8:16.0 remaining<br>Nic Claxton made 2-pointer from 2 ft<br>Brooklyn now trails 66-69"
top:47px;left:221px;,"3rd quarter, 7:50.0 remaining<br>Drake Powell made 2-pointer from 3 ft<br>Brooklyn now trails 68-71"
top:67px;left:248px;,"3rd quarter, 6:16.0 remaining<br>Nic Claxton made 2-pointer from 4 ft<br>Brooklyn now trails 71-74"
top:87px;left:133px;,"3rd quarter, 5:31.0 remaining<br>Ziaire Williams made 2-pointer from 12 ft<br>Brooklyn now trails 73-74"
top:64px;left:233px;,"3rd quarter, 5:15.0 remaining<br>Ziaire Williams made 2-pointer from 3 ft<br>Brooklyn now leads 75-74"
top:48px;left:257px;,"3rd quarter, 5:00.0 remaining<br>Ziaire Williams made 2-pointer from 2 ft<br>Brooklyn now leads 77-74"
top:2px;left:2px;,"3rd quarter, 4:33.0 remaining<br>Ochai Agbaji missed 3-pointer from 24 ft<br>Brooklyn leads 77-76"
top:41px;left:212px;,"3rd quarter, 4:24.0 remaining<br>Ziaire Williams missed 2-pointer from 3 ft<br>Brooklyn leads 77-76"
top:48px;left:257px;,"3rd quarter, 4:01.0 remaining<br>Nolan Traor̩ missed 2-pointer from 2 ft<br>Brooklyn leads 77-76"
top:38px;left:275px;,"3rd quarter, 3:29.0 remaining<br>Ziaire Williams missed 2-pointer from 4 ft<br>Brooklyn trails 77-78"
top:57px;left:247px;,"3rd quarter, 3:27.0 remaining<br>Ziaire Williams made 2-pointer from 3 ft<br>Brooklyn now leads 79-78"
top:35px;left:192px;,"3rd quarter, 2:45.0 remaining<br>Ben Saraf missed 2-pointer from 5 ft<br>Brooklyn leads 81-78"
top:256px;left:120px;,"3rd quarter, 2:14.0 remaining<br>Terance Mann missed 3-pointer from 26 ft<br>Brooklyn leads 81-80"
top:67px;left:189px;,"3rd quarter, 1:23.0 remaining<br>Ben Saraf missed 2-pointer from 6 ft<br>Brooklyn trails 81-83"
top:52px;left:-3px;,"3rd quarter, 1:19.0 remaining<br>Josh Minott made 3-pointer from 24 ft<br>Brooklyn now leads 84-83"
top:115px;left:483px;,"3rd quarter, 0:56.0 remaining<br>Ochai Agbaji missed 3-pointer from 26 ft<br>Brooklyn leads 84-83"
top:72px;left:259px;,"3rd quarter, 0:50.0 remaining<br>Ochai Agbaji missed 2-pointer from 5 ft<br>Brooklyn leads 84-83"
top:79px;left:238px;,"3rd quarter, 0:14.0 remaining<br>Ben Saraf missed 2-pointer from 5 ft<br>Brooklyn trails 84-85"
top:202px;left:435px;,"3rd quarter, 0:01.0 remaining<br>Chaney Johnson missed 3-pointer from 26 ft<br>Brooklyn trails 84-85"
top:245px;left:393px;,"4th quarter, 11:00.0 remaining<br>Josh Minott missed 3-pointer from 26 ft<br>Brooklyn trails 84-87"
top:44px;left:226px;,"4th quarter, 10:32.0 remaining<br>Ben Saraf made 2-pointer from 2 ft<br>Brooklyn now trails 86-87"
top:69px;left:217px;,"4th quarter, 9:27.0 remaining<br>Ben Saraf missed 2-pointer from 5 ft<br>Brooklyn trails 86-89"
top:82px;left:249px;,"4th quarter, 9:23.0 remaining<br>Josh Minott made 2-pointer from 5 ft<br>Brooklyn now trails 88-89"
top:58px;left:237px;,"4th quarter, 9:04.0 remaining<br>Ben Saraf made 2-pointer from 3 ft<br>Brooklyn now leads 90-89"
top:82px;left:286px;,"4th quarter, 8:19.0 remaining<br>Chaney Johnson made 2-pointer from 7 ft<br>Brooklyn now tied 92-92"
top:115px;left:137px;,"4th quarter, 7:34.0 remaining<br>Terance Mann missed 2-pointer from 13 ft<br>Brooklyn trails 92-95"
top:221px;left:423px;,"4th quarter, 7:11.0 remaining<br>Josh Minott missed 3-pointer from 26 ft<br>Brooklyn trails 92-95"
top:152px;left:458px;,"4th quarter, 6:48.0 remaining<br>Ochai Agbaji missed 3-pointer from 25 ft<br>Brooklyn trails 92-96"
top:154px;left:293px;,"4th quarter, 6:14.0 remaining<br>Jalen Wilson missed 2-pointer from 14 ft<br>Brooklyn trails 92-98"
top:273px;left:109px;,"4th quarter, 4:52.0 remaining<br>Josh Minott made 3-pointer from 28 ft<br>Brooklyn now trails 97-103"
top:27px;left:2px;,"4th quarter, 4:25.0 remaining<br>Jalen Wilson missed 3-pointer from 24 ft<br>Brooklyn trails 97-103"
top:107px;left:265px;,"4th quarter, 4:19.0 remaining<br>Ben Saraf missed 2-pointer from 8 ft<br>Brooklyn trails 97-103"
top:25px;left:219px;,"4th quarter, 4:04.0 remaining<br>Jalen Wilson missed 2-pointer from 2 ft<br>Brooklyn trails 97-105"
top:257px;left:109px;,"4th quarter, 3:07.0 remaining<br>Josh Minott missed 3-pointer from 26 ft<br>Brooklyn trails 97-107"
top:121px;left:468px;,"4th quarter, 2:31.0 remaining<br>Jalen Wilson missed 3-pointer from 25 ft<br>Brooklyn trails 97-108"
top:43px;left:233px;,"4th quarter, 2:17.0 remaining<br>Jalen Wilson made 2-pointer from 1 ft<br>Brooklyn now trails 99-110"
top:33px;left:200px;,"4th quarter, 1:18.0 remaining<br>Josh Minott missed 2-pointer from 4 ft<br>Brooklyn trails 99-113"
top:266px;left:393px;,"4th quarter, 0:49.0 remaining<br>Jalen Wilson missed 3-pointer from 28 ft<br>Brooklyn trails 99-116"
