style,tip
top:43px;left:229px;,"1st quarter, 11:18.0 remaining<br>Javon Small made 2-pointer from 2 ft<br>Memphis now leads 2-0"
top:264px;left:354px;,"1st quarter, 10:46.0 remaining<br>GG Jackson II made 3-pointer from 26 ft<br>Memphis now leads 5-3"
top:259px;left:117px;,"1st quarter, 10:02.0 remaining<br>Olivier-Maxence Prosper made 3-pointer from 26 ft<br>Memphis now leads 8-5"
top:47px;left:257px;,"1st quarter, 9:24.0 remaining<br>Olivier-Maxence Prosper missed 2-pointer from 2 ft<br>Memphis leads 8-5"
top:36px;left:237px;,"1st quarter, 9:03.0 remaining<br>GG Jackson II made 2-pointer from 1 ft<br>Memphis now leads 10-7"
top:242px;left:393px;,"1st quarter, 8:39.0 remaining<br>Taylor Hendricks missed 3-pointer from 26 ft<br>Memphis leads 10-7"
top:38px;left:242px;,"1st quarter, 8:02.0 remaining<br>Javon Small made 2-pointer from 1 ft<br>Memphis now leads 12-7"
top:65px;left:234px;,"1st quarter, 7:38.0 remaining<br>Taylor Hendricks missed 2-pointer from 4 ft<br>Memphis leads 12-7"
top:31px;left:465px;,"1st quarter, 7:11.0 remaining<br>Taylor Hendricks missed 3-pointer from 23 ft<br>Memphis leads 12-9"
top:264px;left:124px;,"1st quarter, 6:46.0 remaining<br>Javon Small made 3-pointer from 26 ft<br>Memphis now leads 15-9"
top:263px;left:117px;,"1st quarter, 6:14.0 remaining<br>DeJon Jarreau missed 3-pointer from 26 ft<br>Memphis leads 15-11"
top:154px;left:292px;,"1st quarter, 5:49.0 remaining<br>DeJon Jarreau missed 2-pointer from 13 ft<br>Memphis leads 15-11"
top:67px;left:281px;,"1st quarter, 5:21.0 remaining<br>Taylor Hendricks missed 2-pointer from 5 ft<br>Memphis leads 15-11"
top:232px;left:82px;,"1st quarter, 4:56.0 remaining<br>Tyler Burton missed 3-pointer from 26 ft<br>Memphis leads 15-11"
top:254px;left:111px;,"1st quarter, 4:49.0 remaining<br>Cam Spencer made 3-pointer from 26 ft<br>Memphis now leads 18-11"
top:47px;left:127px;,"1st quarter, 4:16.0 remaining<br>Cam Spencer made 2-pointer from 11 ft<br>Memphis now leads 20-14"
top:132px;left:216px;,"1st quarter, 3:46.0 remaining<br>Cam Spencer missed 2-pointer from 10 ft<br>Memphis leads 20-17"
top:146px;left:289px;,"1st quarter, 3:20.0 remaining<br>DeJon Jarreau made 2-pointer from 13 ft<br>Memphis now leads 22-20"
top:247px;left:368px;,"1st quarter, 2:56.0 remaining<br>Walter Clayton missed 3-pointer from 25 ft<br>Memphis tied 22-22"
top:293px;left:232px;,"1st quarter, 2:25.0 remaining<br>Tyler Burton missed 3-pointer from 26 ft<br>Memphis trails 22-24"
top:260px;left:359px;,"1st quarter, 2:06.0 remaining<br>Tyler Burton missed 3-pointer from 26 ft<br>Memphis trails 22-26"
top:247px;left:102px;,"1st quarter, 1:24.0 remaining<br>GG Jackson II missed 3-pointer from 26 ft<br>Memphis trails 22-28"
top:39px;left:245px;,"1st quarter, 1:16.0 remaining<br>Taj Gibson made 2-pointer from 1 ft<br>Memphis now trails 24-28"
top:70px;left:299px;,"1st quarter, 0:49.0 remaining<br>GG Jackson II made 2-pointer from 7 ft<br>Memphis now trails 27-30"
top:159px;left:261px;,"1st quarter, 0:26.0 remaining<br>Walter Clayton missed 2-pointer from 13 ft<br>Memphis trails 27-32"
top:60px;left:253px;,"2nd quarter, 10:58.0 remaining<br>Javon Small missed 2-pointer from 3 ft<br>Memphis trails 30-32"
top:188px;left:250px;,"2nd quarter, 10:27.0 remaining<br>Cedric Coward made 2-pointer from 16 ft<br>Memphis now trails 32-34"
top:86px;left:263px;,"2nd quarter, 9:57.0 remaining<br>Taj Gibson made 2-pointer from 6 ft<br>Memphis now trails 34-37"
top:195px;left:48px;,"2nd quarter, 8:49.0 remaining<br>GG Jackson II missed 3-pointer from 25 ft<br>Memphis trails 34-41"
top:88px;left:232px;,"2nd quarter, 8:21.0 remaining<br>Cedric Coward missed 2-pointer from 6 ft<br>Memphis trails 34-41"
top:301px;left:338px;,"2nd quarter, 8:04.0 remaining<br>Taylor Hendricks missed 3-pointer from 29 ft<br>Memphis trails 34-41"
top:46px;left:247px;,"2nd quarter, 7:26.0 remaining<br>Taylor Hendricks made 2-pointer from 2 ft<br>Memphis now trails 36-41"
top:34px;left:255px;,"2nd quarter, 6:55.0 remaining<br>GG Jackson II made 2-pointer from 2 ft<br>Memphis now trails 38-41"
top:38px;left:200px;,"2nd quarter, 5:58.0 remaining<br>Taylor Hendricks missed 2-pointer from 4 ft<br>Memphis trails 38-41"
top:151px;left:16px;,"2nd quarter, 5:45.0 remaining<br>Cam Spencer missed 3-pointer from 25 ft<br>Memphis trails 38-41"
top:296px;left:180px;,"2nd quarter, 5:09.0 remaining<br>GG Jackson II missed 3-pointer from 27 ft<br>Memphis trails 38-44"
top:124px;left:296px;,"2nd quarter, 4:35.0 remaining<br>Javon Small made 2-pointer from 11 ft<br>Memphis now trails 40-46"
top:248px;left:365px;,"2nd quarter, 3:57.0 remaining<br>Javon Small made 3-pointer from 25 ft<br>Memphis now trails 43-48"
top:158px;left:308px;,"2nd quarter, 3:04.0 remaining<br>Walter Clayton missed 2-pointer from 14 ft<br>Memphis trails 43-49"
top:34px;left:263px;,"2nd quarter, 1:54.0 remaining<br>Cedric Coward made 2-pointer from 2 ft<br>Memphis now trails 45-51"
top:42px;left:236px;,"2nd quarter, 1:03.0 remaining<br>Olivier-Maxence Prosper made 2-pointer from 1 ft<br>Memphis now trails 49-54"
top:43px;left:470px;,"2nd quarter, 0:33.0 remaining<br>Tyler Burton missed 3-pointer from 23 ft<br>Memphis trails 49-54"
top:115px;left:284px;,"2nd quarter, 0:15.0 remaining<br>Tyler Burton missed 2-pointer from 10 ft<br>Memphis trails 49-54"
top:30px;left:240px;,"2nd quarter, 0:10.0 remaining<br>DeJon Jarreau missed 2-pointer from 0 ft<br>Memphis trails 49-54"
top:263px;left:338px;,"3rd quarter, 11:30.0 remaining<br>Olivier-Maxence Prosper made 3-pointer from 25 ft<br>Memphis now trails 52-58"
top:253px;left:353px;,"3rd quarter, 10:51.0 remaining<br>Cedric Coward made 3-pointer from 25 ft<br>Memphis now trails 55-61"
top:264px;left:329px;,"3rd quarter, 10:17.0 remaining<br>Olivier-Maxence Prosper made 3-pointer from 25 ft<br>Memphis now trails 58-63"
top:34px;left:258px;,"3rd quarter, 9:49.0 remaining<br>Olivier-Maxence Prosper made 2-pointer from 2 ft<br>Memphis now trails 60-63"
top:80px;left:254px;,"3rd quarter, 9:12.0 remaining<br>GG Jackson II missed 2-pointer from 5 ft<br>Memphis trails 61-64"
top:73px;left:247px;,"3rd quarter, 9:10.0 remaining<br>GG Jackson II missed 2-pointer from 4 ft<br>Memphis trails 61-64"
top:211px;left:413px;,"3rd quarter, 8:15.0 remaining<br>Tyler Burton missed 3-pointer from 25 ft<br>Memphis trails 62-64"
top:37px;left:225px;,"3rd quarter, 7:42.0 remaining<br>Javon Small made 2-pointer from 2 ft<br>Memphis now trails 64-66"
top:45px;left:272px;,"3rd quarter, 7:00.0 remaining<br>Tyler Burton missed 2-pointer from 4 ft<br>Memphis trails 64-67"
top:83px;left:215px;,"3rd quarter, 6:08.0 remaining<br>Walter Clayton missed 2-pointer from 6 ft<br>Memphis trails 65-69"
top:31px;left:240px;,"3rd quarter, 6:04.0 remaining<br>DeJon Jarreau missed 2-pointer from 0 ft<br>Memphis trails 65-69"
top:215px;left:66px;,"3rd quarter, 5:40.0 remaining<br>DeJon Jarreau missed 3-pointer from 25 ft<br>Memphis trails 65-69"
top:134px;left:312px;,"3rd quarter, 5:02.0 remaining<br>Tyler Burton made 2-pointer from 13 ft<br>Memphis now trails 67-71"
top:11px;left:15px;,"3rd quarter, 4:32.0 remaining<br>Olivier-Maxence Prosper missed 3-pointer from 23 ft<br>Memphis trails 67-73"
top:31px;left:227px;,"3rd quarter, 4:02.0 remaining<br>Olivier-Maxence Prosper made 2-pointer from 1 ft<br>Memphis now trails 69-75"
top:103px;left:217px;,"3rd quarter, 3:26.0 remaining<br>Walter Clayton made 2-pointer from 8 ft<br>Memphis now trails 71-78"
top:249px;left:363px;,"3rd quarter, 2:20.0 remaining<br>Cam Spencer made 3-pointer from 25 ft<br>Memphis now trails 76-82"
top:78px;left:303px;,"3rd quarter, 1:46.0 remaining<br>GG Jackson II missed 2-pointer from 8 ft<br>Memphis trails 76-85"
top:54px;left:15px;,"3rd quarter, 0:45.0 remaining<br>GG Jackson II missed 3-pointer from 23 ft<br>Memphis trails 78-87"
top:38px;left:254px;,"3rd quarter, 0:42.0 remaining<br>Olivier-Maxence Prosper made 2-pointer from 2 ft<br>Memphis now trails 80-87"
top:91px;left:209px;,"4th quarter, 11:45.0 remaining<br>Cam Spencer missed 2-pointer from 7 ft<br>Memphis trails 82-87"
top:39px;left:262px;,"4th quarter, 10:41.0 remaining<br>Cedric Coward missed 2-pointer from 2 ft<br>Memphis trails 84-89"
top:146px;left:42px;,"4th quarter, 10:32.0 remaining<br>Javon Small missed 2-pointer from 23 ft<br>Memphis trails 84-89"
