1st Q,1st Q,1st Q,1st Q,1st Q,1st Q
Time,New Orleans,Unnamed: 2_level_1,Score,Unnamed: 4_level_1,Toronto
12:00.0,Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession),Jump ball: Y. Missi vs. J. Poeltl (S. Barnes gains possession)
1:46.0,H. Jones misses 3-pt jump shot from 26 ft,,35-54,,
1:42.0,Offensive rebound by Z. Williamson,,35-54,,
1:39.0,Y. Missi makes 2-pt hook shot from 2 ft (assist by Z. Williamson),+2,37-54,,
1:39.0,,,37-54,,Toronto full timeout
1:39.0,Technical foul by D. Queen,,37-54,,
1:39.0,,,37-54,,C. Murray-Boyles enters the game for R. Barrett
1:39.0,,,37-54,,B. Ingram misses technical free throw
1:39.0,,,37-54,,Offensive rebound by Team
1:29.0,,,37-54,,Turnover by S. Barnes (bad pass; steal by H. Jones)
1:25.0,S. Bey makes 2-pt layup from 2 ft (assist by J. Fears),+2,39-54,,
1:13.0,,,39-56,+2,C. Murray-Boyles makes 2-pt jump shot from 6 ft (assist by B. Ingram)
0:58.0,Y. Missi misses 2-pt jump shot from 11 ft,,39-56,,
0:56.0,,,39-56,,Defensive rebound by J. Poeltl
0:52.0,,,39-56,,Turnover by B. Ingram (bad pass; steal by H. Jones)
0:47.0,S. Bey makes 3-pt jump shot from 26 ft (assist by H. Jones),+3,42-56,,
0:33.0,,,42-59,+3,J. Walter makes 3-pt jump shot from 25 ft (assist by J. Poeltl)
0:15.0,Z. Williamson makes 2-pt layup from 4 ft,+2,44-59,,
0:00.0,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter
3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,3rd Q
Time,New Orleans,,Score,,Toronto
12:00.0,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter
11:34.0,Z. Williamson makes 2-pt jump shot from 2 ft (assist by J. Fears),+2,46-59,,
11:18.0,,,46-62,+3,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Poeltl)
10:58.0,H. Jones misses 2-pt jump shot from 6 ft,,46-62,,
10:58.0,Offensive rebound by Team,,46-62,,
10:58.0,,,46-62,,Loose ball foul by B. Ingram (drawn by Y. Missi)
10:51.0,Z. Williamson misses 2-pt layup from 3 ft,,46-62,,
10:49.0,,,46-62,,Defensive rebound by J. Poeltl
10:39.0,,,46-62,,J. Walter misses 3-pt jump shot from 27 ft
10:37.0,Defensive rebound by J. Fears,,46-62,,
10:33.0,J. Fears misses 2-pt layup from 4 ft (block by S. Barnes),,46-62,,
10:32.0,Offensive rebound by Team,,46-62,,
10:25.0,Shooting foul by R. Barrett (drawn by S. Bey),,46-62,,
10:25.0,S. Bey makes free throw 1 of 2,+1,47-62,,
10:25.0,S. Bey makes free throw 2 of 2,+1,48-62,,
10:07.0,,,48-64,+2,S. Barnes makes 2-pt jump shot from 13 ft (assist by J. Walter)
9:45.0,J. Fears misses 3-pt jump shot from 24 ft (block by B. Ingram),,48-64,,
9:42.0,Offensive rebound by J. Fears,,48-64,,
9:40.0,S. Bey makes 3-pt jump shot from 25 ft (assist by J. Fears),+3,51-64,,
9:21.0,,,51-66,+2,J. Poeltl makes 2-pt layup from 2 ft (assist by S. Barnes)
9:12.0,Personal foul by S. Barnes (drawn by Z. Williamson),,51-66,,
9:07.0,Z. Williamson makes 2-pt layup from 1 ft,+2,53-66,,
9:07.0,Shooting foul by S. Barnes (drawn by Z. Williamson),,53-66,,
9:07.0,Z. Williamson makes free throw 1 of 1,+1,54-66,,
8:51.0,,,54-68,+2,S. Barnes makes 2-pt jump shot from 8 ft (assist by R. Barrett)
8:51.0,,,54-68,,Shooting foul by S. Bey (drawn by S. Barnes)
8:51.0,,,54-69,+1,S. Barnes makes free throw 1 of 1
8:28.0,Y. Missi makes 2-pt hook shot from 5 ft (assist by Z. Williamson),+2,56-69,,
8:10.0,,,56-69,,S. Barnes misses 2-pt jump shot from 19 ft
8:05.0,Defensive rebound by S. Bey,,56-69,,
8:03.0,Turnover by S. Bey (lost ball; steal by B. Ingram),,56-69,,
7:53.0,,,56-71,+2,J. Poeltl makes 2-pt layup from 3 ft (assist by S. Barnes)
7:35.0,Shooting foul by J. Walter (drawn by J. Fears),,56-71,,
